fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
FIDEFONDO, FI*FIDEFONDO, F.I.*2009*2009-01-01*2009-12-31*Bajo*0.765*0.685**13726.805*2814.0**22522000.0*False*1662.1069***0.95*0.1****False*Y*2009
FIDEFONDO, FI*FIDEFONDO, F.I.*2009 T4*2009-07-01*2009-12-31*Bajo*2.18*0.33000000000000007**13289.53*2902.0**22522000.0*False*1662.1069***0.24*0.020000000000000004****False*T*2009
FIDEFONDO, FI*FIDEFONDO, F.I.*2010*2010-01-01*2010-12-31*Bajo*0.575*0.45**10580.75*2835.5**16725000.0*False*1633.5194***0.95*0.1****False*Y*2010
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 T2*2010-01-01*2010-06-30*Bajo*0.7799999999999999*0.41**9074.109999999999*2825.0**17800000.0*False*1629.5995***0.23999999999999996*0.030000000000000002****False*T*2010
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 T4*2010-07-01*2010-12-31*Bajo*0.88*0.6400000000000001**9788.810000000001*2817.0**16725000.0*False*1633.5194***0.24*0.020000000000000004****False*T*2010
FIDEFONDO, FI*FIDEFONDO, F.I.*2011*2011-01-01*2011-12-31*Bajo*0.48*0.97**9554.810000000001*2827.5**16023000.0*False*1681.8972***0.95*0.1****False*Y*2011
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 T2*2011-01-01*2011-06-30*Bajo*0.42999999999999994*0.9800000000000001**9458.68*2782.0**15948000.0*False*1664.2798***0.23999999999999996*0.030000000000000002****False*T*2011
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 T4*2011-07-01*2011-12-31*Bajo*1.1400000000000001*1.1399999999999997**9426.36*2853.0**16023000.0*False*1681.8972***0.24*0.020000000000000004****False*T*2011
FIDEFONDO, FI*FIDEFONDO, F.I.*2012*2012-01-01*2012-12-31*Bajo*0.515*0.22499999999999998**9286.705*2832.5**16055000.0*False*1731.1465*0.95*0.0*0.95*0.1****False*Y*2012
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 T2*2012-01-01*2012-06-30*Bajo*1.05*0.29**9093.09*2823.0**15638000.0*False*1681.6402*0.22999999999999998*0.0*0.22999999999999998*0.030000000000000002****False*T*2012
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 T4*2012-07-01*2012-12-31*Bajo*0.74*0.12**9290.189999999999*2819.0**16055000.0*False*1731.1465*0.24*0.0*0.24*0.020000000000000004****False*T*2012
FIDEFONDO, FI*FIDEFONDO, F.I.*2013*2013-01-01*2013-12-31*3, en una escala del 1 al 7*1.0150000000000001*0.1**9226.015*2803.5**16543000.0*False*1781.5495*0.95*0.0*0.95*0.1****False*Y*2013
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 T2*2013-01-01*2013-06-30*Bajo*1.12*0.09999999999999999**9142.490000000002*2804.0**16064000.0*False*1752.5026*0.23999999999999996*0.0*0.23999999999999996*0.030000000000000002****False*T*2013
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 T4*2013-07-01*2013-12-31*3, en una escala del 1 al 7*2.2600000000000002*0.12**9367.77*2792.0**16543000.0*False*1781.5495*0.24*0.0*0.24*0.020000000000000004****False*T*2013
FIDEFONDO, FI*FIDEFONDO, F.I.*2014 T2*2014-01-01*2014-06-30*3, en una escala del 1 al 7*1.1600000000000001*0.22000000000000003**10069.08*2762.0**17500000.0*False*1810.6968*0.23999999999999996*0.0*0.23999999999999996*0.030000000000000002****False*T*2014
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2016*2016-01-01*2016-12-31*3, en una escala del 1 al 7*0.225*-0.085**7045.46*2781.0**12469000.0*False*1795.7992*0.9*0.0*0.9*0.1****True*Y*2016
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2016 T2*2016-01-01*2016-06-30*3, en una escala del 1 al 7*0.7*0.0**7064.49*2743.0**12888000.0*False*1803.1041*0.23*0.0*0.23*0.030000000000000002****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2016 T4*2016-07-01*2016-12-31*3, en una escala del 1 al 7*0.0*-0.34**6739.06*2799.0**12469000.0*False*1795.7992*0.22*0.0*0.22*0.020000000000000004****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2016*2016-01-01*2016-12-31*3, en una escala del 1 al 7*0.225*-0.085**980.375*7.5**1653000.0*False*1807.2953*0.6*0.0*0.6*0.1****True*Y*2016
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2016 T2*2016-01-01*2016-06-30*3, en una escala del 1 al 7*0.7*0.0**1169.66*9.0**1895000.0*False*1811.9123*0.15*0.0*0.15*0.030000000000000002****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2016 T4*2016-07-01*2016-12-31*3, en una escala del 1 al 7*0.0*-0.34**853.0899999999999*6.0**1653000.0*False*1807.2953*0.15*0.0*0.15*0.020000000000000004****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2016*2016-01-01*2016-12-31*3, en una escala del 1 al 7*0.225*-0.085**0.0*0.0**0.0*False*1818.7963*0.0*0.0*0.0*0.0****True*Y*2016
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2016 T2*2016-01-01*2016-06-30*3, en una escala del 1 al 7*0.7*0.0**0.0*0.0**0.0*False*1820.6941*0.0*0.0*0.0*0.0****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2016 T4*2016-07-01*2016-12-31*3, en una escala del 1 al 7*0.0*-0.34**0.0*0.0**0.0*False*1818.7963*0.0*0.0*0.0*0.0****True*T*2016
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2017*2017-01-01*2017-12-31*2, en una escala del 1 al 7*0.33*0.0**6282.975*2776.0**10693000.0*False*1776.7641*0.9*0.0*0.9*0.1****True*Y*2017
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2017 T2*2017-01-01*2017-06-30*2, en una escala del 1 al 7*0.0*0.0**6493.250000000001*2777.0**11703000.0*False*1787.2925*0.23*0.0*0.23*0.030000000000000002****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2017 T4*2017-07-01*2017-12-31*2, en una escala del 1 al 7*1.32*0.0**5531.340000000001*2747.0**10693000.0*False*1776.7641*0.22*0.0*0.22*0.020000000000000004****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2017*2017-01-01*2017-12-31*2, en una escala del 1 al 7*0.33*0.0**669.515*4.5**1007000.0*False*1793.5112*0.6*0.0*0.6*0.1****True*Y*2017
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2017 T2*2017-01-01*2017-06-30*2, en una escala del 1 al 7*0.0*0.0**777.66*5.0**1401000.0*False*1801.4124*0.15*0.0*0.15*0.030000000000000002****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2017 T4*2017-07-01*2017-12-31*2, en una escala del 1 al 7*1.32*0.0**345.08000000000004*-2.0**1007000.0*False*1793.5112*0.15*0.0*0.15*0.020000000000000004****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2017*2017-01-01*2017-12-31*2, en una escala del 1 al 7*0.33*0.0**0.0*0.0**0.0*False*1810.3476*0.0*0.0*0.0*0.0****True*Y*2017
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2017 T2*2017-01-01*2017-06-30*2, en una escala del 1 al 7*0.0*0.0**0.0*0.0**0.0*False*1815.5749*0.0*0.0*0.0*0.0****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2017 T4*2017-07-01*2017-12-31*2, en una escala del 1 al 7*1.32*0.0**0.0*0.0**0.0*False*1810.3476*0.0*0.0*0.0*0.0****True*T*2017
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2018*2018-01-01*2018-12-31*2, en una escala del 1 al 7*0.5*-0.135**5706.79*2776.0**9914000.0*False*1758.1602*0.9*0.0*0.9*0.1****True*Y*2018
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2018 T2*2018-01-01*2018-06-30*2, en una escala del 1 al 7*0.12999999999999998*-0.54**5732.150000000001*2749.0**10202000.0*False*1766.6415*0.23*0.0*0.23*0.030000000000000002****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2018 T4*2018-07-01*2018-12-31*2, en una escala del 1 al 7*1.7*0.0**5546.089999999999*2793.0**9914000.0*False*1758.1602*0.22*0.0*0.22*0.020000000000000004****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2018*2018-01-01*2018-12-31*2, en una escala del 1 al 7*0.5*-0.135**441.0*3.0**785000.0*False*1780.0644*0.6*0.0*0.6*0.1****True*Y*2018
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2018 T2*2018-01-01*2018-06-30*2, en una escala del 1 al 7*0.12999999999999998*-0.54**441.0*3.0**788000.0*False*1785.9484*0.15*0.0*0.15*0.030000000000000002****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2018 T4*2018-07-01*2018-12-31*2, en una escala del 1 al 7*1.7*0.0**441.0*3.0**785000.0*False*1780.0644*0.15*0.0*0.15*0.020000000000000004****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2018*2018-01-01*2018-12-31*2, en una escala del 1 al 7*0.5*-0.135**0.0*0.0**0.0*False*1802.1735*0.0*0.0*0.0*0.0****True*Y*2018
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2018 T2*2018-01-01*2018-06-30*2, en una escala del 1 al 7*0.12999999999999998*-0.54**0.0*0.0**0.0*False*1805.3978*0.0*0.0*0.0*0.0****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2018 T4*2018-07-01*2018-12-31*2, en una escala del 1 al 7*1.7*0.0**0.0*0.0**0.0*False*1802.1735*0.0*0.0*0.0*0.0****True*T*2018
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2019*2019-01-01*2019-12-31*2, en una escala del 1 al 7*0.28*-0.04**5547.17*2779.5**9600000.0*False*1739.2987*0.9*0.0*0.9*0.1****True*Y*2019
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2019 T2*2019-01-01*2019-06-30*2, en una escala del 1 al 7*0.21*0.0**5592.3099999999995*2774.0**9767000.0*False*1751.9996*0.23*0.0*0.23*0.030000000000000002****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2019 T4*2019-07-01*2019-12-31*2, en una escala del 1 al 7*0.8*-0.01999999999999999**5476.96*2774.0**9600000.0*False*1739.2987*0.22*0.0*0.22*0.020000000000000004****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2019*2019-01-01*2019-12-31*2, en una escala del 1 al 7*0.28*-0.04**383.545*3.5**474000.0*False*1766.2586*0.6*0.0*0.6*0.1****True*Y*2019
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2019 T2*2019-01-01*2019-06-30*2, en una escala del 1 al 7*0.21*0.0**498.68*4.0**886000.0*False*1776.4676*0.15*0.0*0.15*0.030000000000000002****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2019 T4*2019-07-01*2019-12-31*2, en una escala del 1 al 7*0.8*-0.01999999999999999**38.14000000000004*2.0**474000.0*False*1766.2586*0.15*0.0*0.15*0.020000000000000004****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2019*2019-01-01*2019-12-31*2, en una escala del 1 al 7*0.28*-0.04**0.0*0.0**0.0*False*1793.5697*0.0*0.0*0.0*0.0****True*Y*2019
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2019 T2*2019-01-01*2019-06-30*2, en una escala del 1 al 7*0.21*0.0**0.0*0.0**0.0*False*1801.2104*0.0*0.0*0.0*0.0****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2019 T4*2019-07-01*2019-12-31*2, en una escala del 1 al 7*0.8*-0.01999999999999999**0.0*0.0**0.0*False*1793.5697*0.0*0.0*0.0*0.0****True*T*2019
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2020 T2*2020-01-01*2020-06-30*2, en una escala del 1 al 7*0.5*-0.08**5455.879999999999*2759.0**9451000.0*False*1729.6188*0.23*0.0*0.23*0.030000000000000002****True*T*2020
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2020 T2*2020-01-01*2020-06-30*2, en una escala del 1 al 7*0.5*-0.08**353.07000000000005*4.0**632000.0*False*1759.0547*0.15*0.0*0.15*0.030000000000000002****True*T*2020
FIDEFONDO, FI*FIDEFONDO, FI - PREMIER*2020 T2*2020-01-01*2020-06-30*2, en una escala del 1 al 7*0.5*-0.08**0.0*0.0**0.0*False*1788.9177*0.0*0.0*0.0*0.0****True*T*2020
