fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2009*2009-01-01*2009-12-31*Medio/Bajo*2.765*0.505**68900.265*91.0*0.0*9166220.0*False*103.2953***0.9199999999999999*0.03****False*Y*2009
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2009 T4*2009-07-01*2009-12-31*Medio/Bajo*8.280000000000001*0.11000000000000001**106901.85999999999*294.0*0.0*9166220.0*False*103.2953***0.30999999999999994*0.01****False*T*2009
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2010*2010-01-01*2010-12-31*Medio/Bajo*5.55*0.175**96388.445*161.0*0.0*10526914.0*False*105.5746***0.88*0.02****False*Y*2010
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2010 T2*2010-01-01*2010-06-30*Medio/Bajo*8.43*0.09999999999999999**75796.84*160.0*0.0*9818933.0*False*105.5048***0.18*0.0****False*T*2010
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2010 T4*2010-07-01*2010-12-31*Medio/Bajo*7.59*0.35**102036.88*160.0*0.0*10526914.0*False*105.5746***0.12*0.0****False*T*2010
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2011*2011-01-01*2011-12-31*Medio/Bajo*4.695*0.6799999999999999**105951.97*151.5*0.0*9777919.0*False*104.7078***0.75*0.02****False*Y*2011
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2011 T2*2011-01-01*2011-06-30*Medio/Bajo*6.69*0.88**114352.96999999999*152.0*0.0*12452589.0*False*105.0665***0.19*0.01****False*T*2011
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2011 T4*2011-07-01*2011-12-31*Medio/Bajo*6.590000000000001*0.6699999999999999**63742.69999999998*145.0*0.0*9777919.0*False*104.7078***0.19*0.0****False*T*2011
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2012*2012-01-01*2012-12-31*Medio/Bajo*4.225*0.095**67062.85*139.0*0.0*7328040.0*False*106.7804*0.75*0.08*0.8300000000000001*0.02****False*Y*2012
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2012 T2*2012-01-01*2012-06-30*Medio/Bajo*7.640000000000001*0.19**37707.17*138.0*0.0*6840064.0*False*104.4309*0.18*0.0*0.18*0.01****False*T*2012
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2012 T4*2012-07-01*2012-12-31*Medio/Bajo*4.6*0.020000000000000004**72630.82999999999*135.0*0.0*7328040.0*False*106.7804*0.19*0.08*0.27*0.0****False*T*2012
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2013*2013-01-01*2013-12-31*3,en una escala del 1 al 7.*3.98*0.035**109661.47*132.5*0.0*12626088.0*False*108.3575*0.75*0.12000000000000001*0.87*0.02****False*Y*2013
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2013 T2*2013-01-01*2013-06-30*Medio/Bajo*7.890000000000001*0.05**95750.11*133.0*0.0*11006195.0*False*107.0637*0.19*0.01*0.2*0.01****False*T*2013
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2013 T4*2013-07-01*2013-12-31*3,en una escala del 1 al 7.*4.13*0.07**115501.39000000001*130.0*0.0*12626088.0*False*108.3575*0.19*0.07*0.26*0.0****False*T*2013
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2014*2014-01-01*2014-12-31*3, en una escala del 1 al 7.*4.125*0.060000000000000005**130420.91*131.5*0.0*15059893.0*False*113.7955*0.75*0.41000000000000003*1.16*0.02****False*Y*2014
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2014 T2*2014-01-01*2014-06-30*3,en una escala del 1 al 7.*5.4*0.14**127868.98999999999*128.0*0.0*14275830.0*False*111.0959*0.19*0.11000000000000001*0.29999999999999993*0.01****False*T*2014
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2014 T4*2014-07-01*2014-12-31*3, en una escala del 1 al 7.*6.84*0.009999999999999998**136152.27000000002*135.0*0.0*15059893.0*False*113.7955*0.19*0.09999999999999999*0.29*0.0****False*T*2014
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2015*2015-01-01*2015-12-31*3, en una escala del 1 al 7.*4.245*-0.005**164149.445*134.0*0.0*19274071.0*False*113.3844*0.75*0.010000000000000002*0.76*0.02****False*Y*2015
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2015 T2*2015-01-01*2015-06-30*3, en una escala del 1 al 7.*7.26*0.0**174167.9*136.0*0.0*18110281.0*False*114.3975*0.19*-0.09999999999999999*0.08999999999999997*0.01****False*T*2015
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2015 T4*2015-07-01*2015-12-31*3, en una escala del 1 al 7.*5.18*-0.02**170333.27*132.0*0.0*19274071.0*False*113.3844*0.19*-0.02*0.17*0.0****False*T*2015
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2016 T2*2016-01-01*2016-06-30*3, en una escala del 1 al 7.*3.7399999999999998*0.0**179799.27*132.0*0.0*20548476.0*False*114.2608*0.18*0.03*0.21000000000000002*0.01****False*T*2016
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2017*2017-01-01*2017-12-31*3, en una escala del 1 al 7.*3.56*-0.27**191006.18*125.0*0.0*21805312.0*False*114.8509*0.75*0.06*0.81*0.02****False*Y*2017
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2017 T2*2017-01-01*2017-06-30*3, en una escala del 1 al 7.*4.51*-0.33**191203.72*127.0*0.0*21912344.0*False*114.0349*0.19*-0.01*0.18*0.01****False*T*2017
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2017 T4*2017-07-01*2017-12-31*3, en una escala del 1 al 7.*5.640000000000001*-0.07999999999999996**185407.02999999997*119.0*0.0*21805312.0*False*114.8509*0.19*0.039999999999999994*0.23*0.0****False*T*2017
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2018*2018-01-01*2018-12-31*3, en una escala del 1 al 7.*2.355*-0.31**164714.66*107.0*0.0*15716031.0*False*111.5116*0.75*0.0*0.75*0.02****False*Y*2018
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2018 T2*2018-01-01*2018-06-30*3, en una escala del 1 al 7.*5.84*-0.33999999999999997**180674.15000000002*116.0*0.0*21287782.0*False*112.9367*0.19**0.19*0.01****False*T*2018
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2018 T4*2018-07-01*2018-12-31*3, en una escala del 1 al 7.*1.6700000000000002*-0.3**95170.70000000001*76.0*0.0*15716031.0*False*111.5116*0.19*0.0*0.19*0.0****False*T*2018
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2019*2019-01-01*2019-12-31*3, en una escala del 1 al 7.*9.02*-0.325**14189.025*57.0*0.0*29761.0*False*113.9774*0.8*5.69*6.49*0.01****False*Y*2019
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2019 T2*2019-01-01*2019-06-30*3, en una escala del 1 al 7.*4.279999999999999*-0.33**-46624.96*62.0*0.0*3280130.0*False*116.6603*0.18*0.12*0.3*0.01****False*T*2019
MUTUAFONDO RENTA VARIABLE EE.UU, FI*MUTUAFONDO INV.&COOPERACION FI*2019 T4*2019-07-01*2019-12-31*3, en una escala del 1 al 7.*21.4*-0.36000000000000004**249.26000000000005*38.0*0.0*29761.0*False*113.9774*0.21*2.45*2.66*0.0****False*T*2019
MUTUAFONDO RENTA VARIABLE EE.UU, FI*"*L* MUTUAFONDO R.VARIABLE EEUU"*2020*2020-01-01*2020-12-31*6, en una escala del 1 al 7.*0.0*-0.395**468076.18*909.5*0.0*57099087.0*False*110.3955*0.1*0.0*0.1*0.04****True*Y*2020
