fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
POPULAR SELECCIÓN FI*POP SEL CLASE A*2010 T4*2010-07-01*2010-12-31*Medio*0.52*0.6300000000000001**856.5*2.0*0.0*339293.0*False*101.5***0.33*0.030000000000000006****True*T*2010
POPULAR SELECCIÓN FI*POP SEL CLASE I*2010 T4*2010-07-01*2010-12-31*Medio*0.52*0.6300000000000001**275695.03*1.0*0.0*28381457.0*False*102.13***0.08000000000000002*0.0****True*T*2010
POPULAR SELECCIÓN FI*POP SEL CLASE A*2011*2011-01-01*2011-12-31*Medio*0.5349999999999999*1.02**10729.705000000002*973.5*0.0*971525.0*False*98.52***1.35*0.15000000000000002****True*Y*2011
POPULAR SELECCIÓN FI*POP SEL CLASE A*2011 T2*2011-01-01*2011-06-30*Medio*1.02*0.99**11036.880000000001*995.0*0.0*1173334.0*False*101.16***0.66*0.07****True*T*2011
POPULAR SELECCIÓN FI*POP SEL CLASE A*2011 T4*2011-07-01*2011-12-31*Medio*0.5499999999999999*1.14**8662.800000000001*856.0*0.0*971525.0*False*98.52***0.34*0.05****True*T*2011
POPULAR SELECCIÓN FI*POP SEL CLASE I*2011*2011-01-01*2011-12-31*Medio*0.5349999999999999*1.02**292934.345*1.0*0.0*29934980.0*False*100.23***0.35*0.02****True*Y*2011
POPULAR SELECCIÓN FI*POP SEL CLASE I*2011 T2*2011-01-01*2011-06-30*Medio*1.02*0.99**289945.01*1.0*0.0*29397321.0*False*102.35***0.09000000000000001*0.0****True*T*2011
POPULAR SELECCIÓN FI*POP SEL CLASE I*2011 T4*2011-07-01*2011-12-31*Medio*0.5499999999999999*1.14**302449.39999999997*1.0*0.0*29934980.0*False*100.23***0.09*0.0****True*T*2011
POPULAR SELECCIÓN FI*POP SEL CLASE A*2012 T2*2012-01-01*2012-06-30*Medio*0.96*0.17999999999999994**8087.970000000001*757.0*0.0*890856.0*False*99.78*0.34**0.34*0.030000000000000006****True*T*2012
POPULAR SELECCIÓN FI*POP SEL CLASE I*2012 T2*2012-01-01*2012-06-30*Medio*0.96*0.17999999999999994**309777.18*1.0*0.0*31123295.0*False*102.08*0.09**0.09*0.01****True*T*2012
POPULAR SELECCIÓN FI*POP SEL CLASE A*2013*2013-01-01*2013-12-31*Bajo/Medio*0.9*0.10500000000000001**10898.78*680.5*0.0*1217917.0*False*106.4905*1.35**1.35*0.15000000000000002****True*Y*2013
POPULAR SELECCIÓN FI*POP SEL CLASE A*2013 T2*2013-01-01*2013-06-30*Bajo/Medio*1.4500000000000002*0.1**9667.090000000002*632.0*0.0*1050530.0*False*101.3957*0.34**0.34*0.030000000000000006****True*T*2013
POPULAR SELECCIÓN FI*POP SEL CLASE A*2013 T4*2013-07-01*2013-12-31*Bajo/Medio*1.13*0.15000000000000002**12511.890000000001*740.0*0.0*1217917.0*False*106.4905*0.34**0.34*0.04****True*T*2013
POPULAR SELECCIÓN FI*POP SEL CLASE I*2013*2013-01-01*2013-12-31*Bajo/Medio*0.9*0.10500000000000001**313318.37*1.0*0.0*34907647.0*False*110.79700000000001*0.35**0.35*0.03****True*Y*2013
POPULAR SELECCIÓN FI*POP SEL CLASE I*2013 T2*2013-01-01*2013-06-30*Bajo/Medio*1.4500000000000002*0.1**312743.32*1.0*0.0*32685109.0*False*104.9021*0.08000000000000002**0.08000000000000002*0.0****True*T*2013
POPULAR SELECCIÓN FI*POP SEL CLASE I*2013 T4*2013-07-01*2013-12-31*Bajo/Medio*1.13*0.15000000000000002**316949.42*1.0*0.0*34907647.0*False*110.79700000000001*0.09**0.09*0.01****True*T*2013
POPULAR SELECCIÓN FI*POP SEL CLASE A*2014 T2*2014-01-01*2014-06-30*Bajo/Medio*0.6599999999999999*0.15**16739.32*847.0*0.0*1516214.0*False*110.0607*0.34**0.34*0.030000000000000006****True*T*2014
POPULAR SELECCIÓN FI*POP SEL CLASE I*2014 T2*2014-01-01*2014-06-30*Bajo/Medio*0.6599999999999999*0.15**317684.11000000004*1.0*0.0*36193516.0*False*115.1493*0.08000000000000002**0.08000000000000002*0.0****True*T*2014
POPULAR SELECCIÓN FI*POP SEL CLASE A*2015*2015-01-01*2015-12-31*4*0.9149999999999999*0.0**86790.34*1175.0*0.0*11904164.0*False*113.7082*1.33**1.33*0.15000000000000002****True*Y*2015
POPULAR SELECCIÓN FI*POP SEL CLASE A*2015 T2*2015-01-01*2015-06-30*4*1.1199999999999999*0.0**107196.72*1214.0*0.0*8037066.0*False*116.6648*0.32**0.32*0.030000000000000006****True*T*2015
POPULAR SELECCIÓN FI*POP SEL CLASE A*2015 T4*2015-07-01*2015-12-31*4*1.3599999999999999*0.0**124691.80999999998*1358.0*0.0*11904164.0*False*113.7082*0.34**0.34*0.04****True*T*2015
POPULAR SELECCIÓN FI*POP SEL CLASE I*2015*2015-01-01*2015-12-31*4*0.9149999999999999*0.0**354907.92500000005*8.0*0.0*42838360.0*False*120.9869*0.35**0.35*0.03****True*Y*2015
POPULAR SELECCIÓN FI*POP SEL CLASE I*2015 T2*2015-01-01*2015-06-30*4*1.1199999999999999*0.0**406196.5800000001*13.0*0.0*43910428.0*False*123.4336*0.08000000000000002**0.08000000000000002*0.0****True*T*2015
POPULAR SELECCIÓN FI*POP SEL CLASE I*2015 T4*2015-07-01*2015-12-31*4*1.3599999999999999*0.0**352601.45*11.0*0.0*42838360.0*False*120.9869*0.09**0.09*0.01****True*T*2015
POPULAR SELECCIÓN FI*POP SEL CLASE A*2016*2016-01-01*2016-12-31*4*1.21*0.0**68798.02*1131.0*0.0*6919208.0*False*113.2041*1.35**1.35*0.15000000000000002****True*Y*2016
POPULAR SELECCIÓN FI*POP SEL CLASE A*2016 T2*2016-01-01*2016-06-30*4*2.42*0.0**65104.16*1125.0*0.0*8478881.0*False*110.87200000000001*0.33**0.33*0.030000000000000006****True*T*2016
POPULAR SELECCIÓN FI*POP SEL CLASE A*2016 T4*2016-07-01*2016-12-31*4*1.3399999999999999*0.0**52717.95*1074.0*0.0*6919208.0*False*113.2041*0.34**0.34*0.04****True*T*2016
POPULAR SELECCIÓN FI*POP SEL CLASE I*2016*2016-01-01*2016-12-31*4*1.21*0.0**336989.16000000003*9.5*0.0*39822521.0*False*121.8072*0.35**0.35*0.03****True*Y*2016
POPULAR SELECCIÓN FI*POP SEL CLASE I*2016 T2*2016-01-01*2016-06-30*4*2.42*0.0**305461.76999999996*7.0*0.0*41169522.0*False*118.6279*0.08000000000000002**0.08000000000000002*0.0****True*T*2016
POPULAR SELECCIÓN FI*POP SEL CLASE I*2016 T4*2016-07-01*2016-12-31*4*1.3399999999999999*0.0**317135.26000000007*9.0*0.0*39822521.0*False*121.8072*0.09**0.09*0.01****True*T*2016
POPULAR SELECCIÓN FI*POP SEL CLASE A*2017*2017-01-01*2017-12-31*4*0.675*0.0**59284.55500000001*1087.0*0.0*7848149.0*False*118.0444*1.35**1.35*0.15000000000000002****True*Y*2017
POPULAR SELECCIÓN FI*POP SEL CLASE A*2017 T2*2017-01-01*2017-06-30*4*1.29*0.0**49352.450000000004*1051.0*0.0*6090186.0*False*116.9292*0.34**0.34*0.030000000000000006****True*T*2017
