fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO RENTA VARIA.GLOB.CLASE A*2015 T2*2015-01-01*2015-06-30*Alto*0.0*0.0**474630.54*85.0*0.0*1944229.0*False*5.1033*0.0**0.0*0.0****True*T*2015
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO RENTA VARIA.GLOB.CLASE B*2015 T2*2015-01-01*2015-06-30*Alto*0.0*0.0**683151.0000000001*12.0*0.0*3503359.0*False*5.1287*0.0**0.0*0.0****True*T*2015
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO G VALUE OP.FI A*2016 T2*2016-01-01*2016-06-30*Alto*0.98*0.0**1057979.88*108.0*0.0*4842901.0*False*4.7272*0.18000000000000002*0.0*0.18000000000000002*0.030000000000000002****True*T*2016
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO G VALUE OP.FI B*2016 T2*2016-01-01*2016-06-30*Alto*0.98*0.0**1018575.67*12.0*0.0*4861682.0*False*4.773*0.030000000000000006*0.0*0.030000000000000006*0.030000000000000002****True*T*2016
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO (I) G VALUE OP.FI I*2017*2017-01-01*2017-12-31*Alto*0.7350000000000001*0.0**3475925.7*128.0*0.0*24197927.0*False*6.0428*0.69*0.57*1.2599999999999998*0.1****True*Y*2017
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO (I) G VALUE OP.FI I*2017 T2*2017-01-01*2017-06-30*Alto*1.5*0.0**4681283.8*160.0*0.0*17434595.0*False*5.9152*0.17*0.009999999999999953*0.17999999999999994*0.030000000000000002****True*T*2017
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO (I) G VALUE OP.FI I*2017 T4*2017-07-01*2017-12-31*Alto*0.92*0.0**4973810.32*141.0*0.0*24197927.0*False*6.0428*0.16999999999999998*0.19*0.36*0.020000000000000004****True*T*2017
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO(B) G VALUE OP.FI B*2017*2017-01-01*2017-12-31*Alto*0.7350000000000001*0.0**1955405.955*26.0*0.0*12532603.0*False*6.202000000000001*0.5*0.0*0.5*0.1****True*Y*2017
ABACO GLOBAL VALUE OPPORTUNITIES FI*ABACO(B) G VALUE OP.FI B*2017 T2*2017-01-01*2017-06-30*Alto*1.5*0.0**2656964.5*28.0*0.0*11441358.0*False*6.0534*0.13*0.0*0.13*0.030000000000000002****True*T*2017
