fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*2009*2009-01-01*2009-12-31*Bajo*2.38*0.935**22091444.645000003*6419.5*0.0*215908768.0*False*10.0143***0.4*0.1****False*Y*2009
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*2009 T4*2009-07-01*2009-12-31*Bajo*3.24*0.009999999999999995**21066416.360000003*6261.0*0.0*215908768.0*False*10.0143***0.1*0.020000000000000004****False*T*2009
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*2010*2010-01-01*2010-12-31*Bajo*0.225*0.19**20620075.86*6200.0*0.0*203680455.0*False*10.0084***0.4*0.1****False*Y*2010
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*2010 T2*2010-01-01*2010-06-30*Bajo*0.42000000000000004*0.11000000000000001**20594257.000000004*6191.0*0.0*208831018.0*False*9.9971***0.1*0.030000000000000002****False*T*2010
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*2010 T4*2010-07-01*2010-12-31*Bajo*0.3*0.48**20078603.82*6106.0*0.0*203680455.0*False*10.0084***0.1*0.020000000000000004****False*T*2010
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011*2011-01-01*2011-12-31*Bajo*1.455*1.005**14444735.45*4671.0*0.0*181386057.0*False*10.9643***0.49*0.1****False*Y*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011 T2*2011-01-01*2011-06-30*Bajo*1.65*0.9400000000000001**4520546.139999997*1601.0*0.0*134472080.0*False*10.8918***0.07999999999999999*0.030000000000000002****False*T*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011 T4*2011-07-01*2011-12-31*Bajo*1.76*1.27**16365655.389999999*5408.0*0.0*181386057.0*False*10.9643***0.19*0.020000000000000004****False*T*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011*2011-01-01*2011-12-31*Bajo*1.455*1.005**14444735.45*4671.0*0.0*181386057.0*False*10.9643***0.49*0.1****False*Y*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011 T2*2011-01-01*2011-06-30*Bajo*1.65*0.9400000000000001**4520546.139999997*1601.0*0.0*134472080.0*False*10.8918***0.07999999999999999*0.030000000000000002****False*T*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2011 T4*2011-07-01*2011-12-31*Bajo*1.76*1.27**16365655.389999999*5408.0*0.0*181386057.0*False*10.9643***0.19*0.020000000000000004****False*T*2011
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2012*2012-01-01*2012-12-31*Bajo*0.30500000000000005*0.18**15743863.02*5215.5*0.0*175342014.0*False*11.3476*0.75*0.0*0.75*0.1****False*Y*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2012 T2*2012-01-01*2012-06-30*Bajo*0.34*0.18**15714673.47*5182.0*0.0*177263085.0*False*11.0542*0.18*0.0*0.18*0.030000000000000002****False*T*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2012 T4*2012-07-01*2012-12-31*Bajo*0.51*0.11000000000000001**15178152.330000002*5071.0*0.0*175342014.0*False*11.3476*0.19*0.0*0.19*0.020000000000000004****False*T*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2012*2012-01-01*2012-12-31*Bajo*0.30500000000000005*0.18**15743863.02*5215.5*0.0*175342014.0*False*11.3476*0.75*0.0*0.75*0.1****False*Y*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*2012 T2*2012-01-01*2012-06-30*Bajo*0.34*0.18**15714673.47*5182.0*0.0*177263085.0*False*11.0542*0.18*0.0*0.18*0.030000000000000002****False*T*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2012 T4*2012-07-01*2012-12-31*Bajo*0.51*0.11000000000000001**15178152.330000002*5071.0*0.0*175342014.0*False*11.3476*0.19*0.0*0.19*0.020000000000000004****False*T*2012
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2013*2013-01-01*2013-12-31*Bajo*0.255*0.14500000000000002**13936877.530000001*4660.5*0.0*149837107.0*False*11.8312*0.75*0.0*0.75*0.1****False*Y*2013
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2013 T2*2013-01-01*2013-06-30*Bajo*0.32*0.15000000000000002**15141504.14*5045.0*0.0*174353701.0*False*11.4637*0.19*0.0*0.19*0.030000000000000002****False*T*2013
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*2013 T4*2013-07-01*2013-12-31*Bajo*0.64*0.19999999999999998**10179266.63*3452.0*0.0*149837107.0*False*11.8312*0.19*0.0*0.19*0.020000000000000004****False*T*2013
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Corto Plazo, F.I.*2014 T2*2014-01-01*2014-06-30*2, de una escala del 1 al 7*0.0*4.0200000000000005**5636394.14*2663.0*0.0*61177532.0*False*11.8679*0.1*0.0*0.1*0.020000000000000004****False*T*2014
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Corto Plazo, F.I.*2014 T2*2014-01-01*2014-06-30*2, de una escala del 1 al 7*0.0*4.0200000000000005**5636394.14*2663.0*0.0*61177532.0*False*11.8679*0.1*0.0*0.1*0.020000000000000004****False*T*2014
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Renta Fija Corto Plazo, F.I.*2015*2015-01-01*2015-12-31*2, de una escala del 1 al 7*0.26*2.21**10981367.83*5806.5*0.0*175679639.0*False*11.9786*0.6*0.0*0.6*0.1****False*Y*2015
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Renta Fija Corto Plazo, F.I.*2015 T2*2015-01-01*2015-06-30*2, de una escala del 1 al 7*0.54*1.54**7528850.22*4242.0*0.0*87299680.0*False*11.9643*0.15*0.0*0.15*0.030000000000000002****False*T*2015
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Renta Fija Corto Plazo, F.I.*2015 T4*2015-07-01*2015-12-31*2, de una escala del 1 al 7*0.13000000000000003*2.17**16276626.17*7821.0*0.0*175679639.0*False*11.9786*0.15*0.0*0.15*0.020000000000000004****False*T*2015
ABANCA RENTA FIJA PATRIMONIO, FI*Abanca Renta Fija Corto Plazo, F.I.*2016 T2*2016-01-01*2016-06-30*2, de una escala del 1 al 7*0.29*1.0000000000000002**24070953.869999997*9999.0*0.0*239507268.0*False*12.0121*0.15*0.0*0.15*0.030000000000000002****False*T*2016
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2017*2017-01-01*2017-12-31*2, de una escala del 1 al 7*0.435*-0.005**58673938.129999995*26637.0*0.0*729793588.0*False*12.0456*0.52*0.0*0.52*0.08****False*Y*2017
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2017 T2*2017-01-01*2017-06-30*2, de una escala del 1 al 7*0.13*-0.01**83809748.91*39514.0*0.0*682634880.0*False*12.0263*0.12000000000000002*0.0*0.12000000000000002*0.02****False*T*2017
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2017 T4*2017-07-01*2017-12-31*2, de una escala del 1 al 7*0.75*0.0**63621813.61*27919.0*0.0*729793588.0*False*12.0456*0.12*0.0*0.12*0.02****False*T*2017
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2018*2018-01-01*2018-12-31*2, de una escala del 1 al 7*0.56*0.005**56279228.980000004*25026.5*0.0*650311815.0*False*11.9723*0.5*0.0*0.5*0.08****False*Y*2018
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2018 T2*2018-01-01*2018-06-30*2, de una escala del 1 al 7*0.8*0.0**55856384.26*24455.0*0.0*699709340.0*False*12.0141*0.13*0.0*0.13*0.02****False*T*2018
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2018 T4*2018-07-01*2018-12-31*2, de una escala del 1 al 7*0.8300000000000001*0.0**52287937.34*23378.0*0.0*650311815.0*False*11.9723*0.12*0.0*0.12*0.02****False*T*2018
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*2019*2019-01-01*2019-12-31*2, de una escala del 1 al 7*0.725*0.0**54240599.474999994*23423.0*0.0*651957508.0*False*12.0087*0.5*0.0*0.5*0.08****False*Y*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2019 T2*2019-01-01*2019-06-30*2, de una escala del 1 al 7*1.3599999999999999*-0.02**54430743.099999994*23677.0*0.0*650802454.0*False*12.0095*0.13*0.0*0.13*0.02****False*T*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*2019 T4*2019-07-01*2019-12-31*2, de una escala del 1 al 7*0.96*0.02**54070586.64*22559.0*0.0*651957508.0*False*12.0087*0.12*0.0*0.12*0.02****False*T*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*2019*2019-01-01*2019-12-31*2, de una escala del 1 al 7*0.725*0.0**54240599.474999994*23423.0*0.0*651957508.0*False*12.0087*0.5*0.0*0.5*0.08****False*Y*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*2019 T2*2019-01-01*2019-06-30*2, de una escala del 1 al 7*1.3599999999999999*-0.02**54430743.099999994*23677.0*0.0*650802454.0*False*12.0095*0.13*0.0*0.13*0.02****False*T*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*2019 T4*2019-07-01*2019-12-31*2, de una escala del 1 al 7*0.96*0.02**54070586.64*22559.0*0.0*651957508.0*False*12.0087*0.12*0.0*0.12*0.02****False*T*2019
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*2020*2020-01-01*2020-12-31*2, de una escala del 1 al 7*0.58*-0.025**54132995.335*22500.5*0.0*660717214.0*False*11.9951*0.5*0.0*0.5*0.08****False*Y*2020
