fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2009*2009-01-01*2009-12-31*Muy Alto*0.0*0.52**366324.315*100.0*0.0*3151480.0*False*4.6023***0.99*0.1****False*Y*2009
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2009 T4*2009-07-01*2009-12-31*Muy Alto*-0.06*0.29000000000000004**1329445.93*100.0*0.0*3151480.0*False*4.6023***0.24*0.020000000000000004****False*T*2009
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2010*2010-01-01*2010-12-31*Muy Alto*3.335*0.21000000000000002**829494.37*100.5*0.0*4021085.0*False*4.6619***0.5800000000000001*0.1****False*Y*2010
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2010 T2*2010-01-01*2010-06-30*Muy Alto*3.3200000000000003*0.09**843178.3200000001*101.0*0.0*3329397.0*False*4.1803***0.13*0.030000000000000002****False*T*2010
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2010 T4*2010-07-01*2010-12-31*Muy Alto*6.99*0.33000000000000007**862535.45*100.0*0.0*4021085.0*False*4.6619***0.12*0.020000000000000004****False*T*2010
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2011 T2*2011-01-01*2011-06-30*Muy Alto*2.6400000000000006*0.57**862552.5700000001*106.0*0.0*3955097.0*False*4.5854***0.13*0.030000000000000002****False*T*2011
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2012*2012-01-01*2012-12-31*5 en una escala del 1 al 7*0.0*0.08**16029.109999999999*100.0*0.0*50518.0*False*3.9539999999999997*0.5*0.0*0.5*0.1****False*Y*2012
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2012 T2*2012-01-01*2012-06-30*Muy Alto*0.0*0.07999999999999999**19279.589999999997*99.0*0.0*79126.0*False*4.1037*0.12*0.0*0.12*0.030000000000000002****False*T*2012
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2012 T4*2012-07-01*2012-12-31*5 en una escala del 1 al 7*0.0*0.03**6272.3399999999965*100.0*0.0*50518.0*False*3.9539999999999997*0.12*0.0*0.12*0.030000000000000002****False*T*2012
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2013*2013-01-01*2013-12-31*5 en una escala del 1 al 7*0.01*0.04**5416933.535*134.5*0.0*41958364.0*False*3.8775*0.64*0.0*0.64*0.08****False*Y*2013
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2013 T2*2013-01-01*2013-06-30*5 en una escala del 1 al 7*0.0*0.05**12775.560000000001*100.0*0.0*48613.0*False*3.8051*0.13*0.0*0.13*0.020000000000000004****False*T*2013
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2013 T4*2013-07-01*2013-12-31*5 en una escala del 1 al 7*0.04*0.049999999999999996**10522361.010000002*173.0*0.0*41958364.0*False*3.8775*0.2*0.0*0.2*0.019999999999999997****False*T*2013
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2014*2014-01-01*2014-12-31*4 en una escala del 1 al 7*0.83*0.06**12662045.5*164.0*0.0*53861441.0*False*4.0353*0.8*0.0*0.8*0.05****False*Y*2014
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2014 T2*2014-01-01*2014-06-30*4 en una escala del 1 al 7*1.5699999999999998*0.13999999999999999**12391474.53*156.0*0.0*47827068.0*False*3.9934*0.2*0.0*0.2*0.01****False*T*2014
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2014 T4*2014-07-01*2014-12-31*4 en una escala del 1 al 7*1.0*-0.01**13991950.670000002*167.0*0.0*53861441.0*False*4.0353*0.2*0.0*0.2*0.019999999999999997****False*T*2014
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2015*2015-01-01*2015-12-31*4 en una escala del 1 al 7*0.5700000000000001*0.0**14059998.93*159.0*0.0*57149690.0*False*4.1044*0.8*0.0*0.8*0.05****False*Y*2015
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2015 T2*2015-01-01*2015-06-30*4 en una escala del 1 al 7*1.3900000000000001*0.0**14308678.850000001*155.0*0.0*58009539.0*False*4.0863*0.2*0.0*0.2*0.01****False*T*2015
DP FONSELECCION FI*PRIVAT FONSELECCION F.I.*2015 T4*2015-07-01*2015-12-31*4 en una escala del 1 al 7*0.0*0.0**14165900.25*161.0*0.0*57149690.0*False*4.1044*0.2*0.0*0.2*0.019999999999999997****False*T*2015
