DP FONSELECCION FI*DP FONSELECCION F.I.*2016*2016-01-01*2016-12-31*4 en una escala del 1 al 7*0.35*-0.1**14712664.92*156.5*0.0*56974200.0*False*4.1029*0.8*0.0*0.8*0.05****False*Y*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2016 T2*2016-01-01*2016-06-30*4 en una escala del 1 al 7*0.42*-0.02**16940163.299999997*160.0*0.0*63328627.0*False*4.0755*0.2*0.0*0.2*0.01****False*T*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2016 T4*2016-07-01*2016-12-31*4 en una escala del 1 al 7*0.36*-0.34**12950436.120000001*148.0*0.0*56974200.0*False*4.1029*0.2*0.0*0.2*0.019999999999999997****False*T*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2016*2016-01-01*2016-12-31*4 en una escala del 1 al 7*0.35*-0.1**14712664.92*156.5*0.0*56974200.0*False*4.1029*0.8*0.0*0.8*0.05****False*Y*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2016 T2*2016-01-01*2016-06-30*4 en una escala del 1 al 7*0.42*-0.02**16940163.299999997*160.0*0.0*63328627.0*False*4.0755*0.2*0.0*0.2*0.01****False*T*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2016 T4*2016-07-01*2016-12-31*4 en una escala del 1 al 7*0.36*-0.34**12950436.120000001*148.0*0.0*56974200.0*False*4.1029*0.2*0.0*0.2*0.019999999999999997****False*T*2016
DP FONSELECCION FI*DP FONSELECCION F.I.*2017 T2*2017-01-01*2017-06-30*3 en una escala del 1 al 7*-0.02*-0.30000000000000004**12202053.61*132.0*0.0*53176045.0*False*4.1228*0.2*0.0*0.2*0.01****False*T*2017
DP FONSELECCION FI*DP FONSELECCION FI*2018*2018-01-01*2018-12-31*3 en una escala del 1 al 7.*1.4700000000000002*0.0**12402435.105*133.0*0.0*46071525.0*False*3.8893*0.8**0.8*0.05****False*Y*2018
DP FONSELECCION FI*DP FONSELECCION FI*2018 T2*2018-01-01*2018-06-30*3 en una escala del 1 al 7.*2.4800000000000004*0.0**12659979.639999999*145.0*0.0*52844496.0*False*4.0778*0.2**0.2*0.01****False*T*2018
DP FONSELECCION FI*DP FONSELECCION FI*2018 T4*2018-07-01*2018-12-31*3 en una escala del 1 al 7.*1.98*0.0**11401127.469999999*119.0*0.0*46071525.0*False*3.8893*0.2**0.2*0.019999999999999997****False*T*2018
DP FONSELECCION FI*DP FONSELECCION FI*2019*2019-01-01*2019-12-31*3 en una escala del 1 al 7.*0.21500000000000002*-0.26**10896533.59*124.5*0.0*43499508.0*False*4.1444*0.8**0.8*0.05****False*Y*2019
DP FONSELECCION FI*DP FONSELECCION FI*2019 T2*2019-01-01*2019-06-30*3 en una escala del 1 al 7.*0.34*-0.27**11326075.02*123.0*0.0*46128851.0*False*4.0832*0.2**0.2*0.01****False*T*2019
DP FONSELECCION FI*DP FONSELECCION FI*2019 T4*2019-07-01*2019-12-31*3 en una escala del 1 al 7.*0.39*-0.16000000000000003**9953026.24*122.0*0.0*43499508.0*False*4.1444*0.2**0.2*0.019999999999999997****False*T*2019
DP FONSELECCION FI*DP FONSELECCION FI*2020*2020-01-01*2020-12-31*3 en una escala del 1 al 7.*0.69*-0.315**4073157.07*91.5*0.0*444067.0*False*4.0368*0.81**0.81*0.05****False*Y*2020
DP FONSELECCION FI*DP FONSELECCION FI*2020 T2*2020-01-01*2020-06-30*3 en una escala del 1 al 7.*1.1800000000000002*-0.18**8002145.6*111.0*0.0*31670720.0*False*3.9410000000000003*0.2**0.2*0.01****False*T*2020
DP FONSELECCION FI*DP FONSELECCION FI*2020 T4*2020-07-01*2020-12-31*3 en una escala del 1 al 7.*0.21999999999999997*-0.53**-7662224.82*32.0*0.0*444067.0*False*4.0368*0.20999999999999996**0.20999999999999996*0.019999999999999997****False*T*2020
