fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
GESIURIS IURISFOND, FI*IURISFOND, FI*2009 S2*2009-07-01*2009-12-31*Medio-Bajo*0.19*0.25**184556.01*194*0.0*3894354*false*21.1012***0.5*0.1*0.65*2.85*0.32*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2009 T3*2009-07-01*2009-09-30*Medio-Bajo*0.1*0.23**192616.07*198*0.0*4038087*false*20.9644***0.25*0.05*1.83*3.0*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2009 S1*2009-01-01*2009-06-30*Medio-Bajo*0.03*0.97**201569.47*208*0.0*4149908*false*20.588***0.5*0.1*4.09*2.02*0.32*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2010 S2*2010-07-01*2010-12-31*Medio-Alto*0.1*0.44**162410.79*174*0.0*3469962*false*21.3653***0.5*0.1*2.64*3.58*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2010 T3*2010-07-01*2010-09-30*Medio*0.0*0.34**179890.82*186*0.0*3744417*false*20.8149***0.25*0.05*2.64*4.96*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2010 S1*2010-01-01*2010-06-30*Medio*0.41*0.27**183617.6*191*0.0*3723740*false*20.2799***0.5*0.1*-4.84*10.57*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2010 T1*2010-01-01*2010-03-31*Medio-Bajo*0.11*0.23**184095.14*193*0.0*3923131*false*21.3103***0.25*0.05*0.99*3.66*0.32*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2011 T3*2011-07-01*2011-09-30*Medio-Alto*0.36*0.96**158818.05*160*0.0*3300887*false*20.7841***0.25*0.03*-5.07*9.86*0.31*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2011 S1*2011-01-01*2011-06-30*Medio-Alto*0.63*0.75**158777.24*164*0.0*3476120*false*21.8931***0.5*0.1*1.07*3.16*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2011 T1*2011-01-01*2011-03-31*Medio-Alto*0.21*0.55**160756.51*170*0.0*3482323*false*21.6621***0.25*0.05*1.39*3.23*0.33*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2012 T3*2012-07-01*2012-09-30*Medio-Alto*0.15*0.0**156860.7*142*0.0*3272311*false*20.8613*0.25*0.0*0.25*0.03*1.52*4.58*0.3*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2012 S1*2012-01-01*2012-06-30*Medio-Alto*0.88*0.14**160796.55*151*0.0*3304252*false*20.5493*0.5*0.0*0.5*0.05*-4.24*10.27*0.3*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2012 T1*2012-01-01*2012-03-31*Medio-Alto*0.12*0.18**153167.41*155*0.0*3286812*false*21.4589*0.25*0.0*0.25*0.02*0.95*3.77*0.3*False
GESIURIS IURISFOND, FI*IURISFOND, FI*2011 S2*2011-07-01*2011-12-31*Medio-Alto*0.87*0.91**158286.71*156*0.0*3364717*false*21.2571*0.5*0.0*0.5*0.05*2.28*7.89*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2013 T3*2013-07-01*2013-09-30*4 en una escala del 1al 7,*0.01*0.03**135200.03*113*0.0*2815811*false*20.827*0.25*0.0*0.25*0.03*2.46*3.5*0.31*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2013 S1*2013-01-01*2013-06-30*4 en una escala del 1al 7,*0.18*0.03**138292.98*119*0.0*2811142*false*20.3274*0.5*0.0*0.5*0.05***0.31*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2013 T1*2013-01-01*2013-03-31*4 en una escala del 1al 7,*0.0*0.03**148103.24*131*0.0*3043154*false*20.5475*0.25*0.0*0.25*0.02*-1.38*4.98*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2012 S2*2012-07-01*2012-12-31*Medio-Alto*0.45*0.01**148855.79*139*0.0*3101451*false*20.8353*0.5*0.0*0.5*0.05*-0.12*2.06*0.31*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2014 S2*2014-07-01*2014-12-31*4 en una escala del 1al 7,*0.02*0.0**147591.01*104*0.0*3220081*false*21.8176*0.5*0.0*0.5*0.05*-1.01*5.2*0.31*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2014 T3*2014-07-01*2014-09-30*4 en una escala del 1al 7,*0.0*0.01**150384.22*101*0.0*3314437*false*22.0398*0.25*0.0*0.25*0.03*0.16*3.26*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2014 S1*2014-01-01*2014-06-30*4 en una escala del 1al 7,*0.0*0.1**150660.24*101*0.0*3315149*false*22.0041*0.5*0.0*0.5*0.05*1.68*1.74*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2014 T1*2014-01-01*2014-03-31*4 en una escala del 1al 7,*0.17*0.09**121180.18*99*0.0*2622318*false*21.6398*0.25*0.0*0.25*0.02*1.46*3.4*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2015 S2*2015-07-01*2015-12-31*4 en una escala del 1al 7,*0.0*0.0**153097.82*105*0.0*3415583*false*22.3098*0.5*0.0*0.5*0.05*0.62*4.77*0.32*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2015 T3*2015-07-01*2015-09-30*4 en una escala del 1al 7,*0.0*0.0**162766.26*107*0.0*3609040*false*22.1731*0.25*0.0*0.25*0.03*-1.59*8.2*0.32*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2015 S1*2015-01-01*2015-06-30*4 en una escala del 1al 7,*0.0*0.0**153676.11*104*0.0*3462619*false*22.5319*0.5*0.0*0.5*0.05*-0.75*6.11*0.31*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2015 T1*2015-01-01*2015-03-31*4 en una escala del 1al 7,*0.0*0.0**150324.15*104*0.0*3412820*false*22.7031*0.25*0.0*0.25*0.02*4.06*4.12*0.3*False
GESIURIS IURISFOND, FI*GESIURIS IURISFOND, FI*2016 S2*2016-07-01*2016-12-31*4 en una escala del 1al 7,*0.1*0.0**174266.83*106*0.0*3904958*false*22.4079*0.5*0.0*0.5*0.05*1.14*2.13*0.31*False
