fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2011 S2*2011-07-01*2011-12-31*Bajo*0.0*0.78**1361952.21*502*0.0*8183016*false*6.0083*0.23**0.23*0.02****False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2012 S2*2012-07-01*2012-12-31*1 en una escala del 1 al 7*0.0*1.79**3019286.38*1106*0.0*18992801*false*6.2905*0.6**0.6*0.05*2.4*2.56*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2012 T3*2012-07-01*2012-09-30*1 en una escala del 1 al 7*0.0*2.04**3126839.14*1139*0.0*19208767*false*6.1432*0.3**0.3*0.03*3.23*7.36*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2012 S1*2012-01-01*2012-06-30*1 en una escala del 1 al 7*0.3*2.18**3238995.68*1164*0.0*19274673*false*5.9508*0.59**0.59*0.05*-4.4*5.67*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2012 T1*2012-01-01*2012-03-31*1 en una escala del 1 al 7*0.32*2.35**3301118.22*1196*0.0*20547709*false*6.2245*0.29**0.29*0.02*3.6*3.43*0.32*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2013 S2*2013-07-01*2013-12-31*1 en una escala del 1 al 7*0.0*1.02**2831921.41*1033*0.0*18907359*false*6.6765*0.61**0.61*0.05*1.21*0.8*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2013 T3*2013-07-01*2013-09-30*1 en una escala del 1 al 7*0.0*1.01**2904335.39*1053*0.0*19159391*false*6.5968*0.3**0.3*0.03*1.32*1.15*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2013 S1*2013-01-01*2013-06-30*1 en una escala del 1 al 7*0.35*1.09**2939398.26*1072*0.0*19137801*false*6.5108*0.6**0.6*0.05*0.77*1.73*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2013 T1*2013-01-01*2013-03-31*1 en una escala del 1 al 7*0.0*1.17**2974258.39*1084*0.0*19216372*false*6.4609*0.3**0.3*0.02*2.71*2.02*0.32*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2014 T3*2014-07-01*2014-09-30*1 en una escala del 1 al 7*0.0*1.02**2679253.71*994*0.0*18056904*false*6.7395*0.3**0.3*0.03*-0.03*0.21*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2014 S1*2014-01-01*2014-06-30*1 en una escala del 1 al 7*0.46*1.0**2740313.74*1000*0.0*18473658*false*6.7414*0.6**0.6*0.05*0.25*0.39*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2014 T1*2014-01-01*2014-03-31*1 en una escala del 1 al 7*0.35*1.0**2763480.33*1013*0.0*18583368*false*6.7246*0.3**0.3*0.02*0.72*0.63*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2015 S2*2015-07-01*2015-12-31*3 en una escala del 1 al 7*1.13*0.03**9952430.88*2638*0.0*68284498*false*6.8611*0.07**0.07*0.02*1.03*3.1*0.07*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2015 T3*2015-07-01*2015-09-30*3 en una escala del 1 al 7*1.69*0.07**10115394.86*2661*0.0*68697177*false*6.7913*0.01**0.01*0.01***0.02*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2015 S1*2015-01-01*2015-06-30*1 en una escala del 1 al 7*0.01*0.85**2244641.63*823*0.0*15078398*false*6.7175*0.57**0.57*0.05*-0.02*0.41*0.3*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2015-VI F.I.*2015 T1*2015-01-01*2015-03-31*1 en una escala del 1 al 7*0.0*0.99**2584700.27*964*0.0*17367080*false*6.7192*0.3**0.3*0.02*-0.11*0.17*0.33*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2016 S2*2016-07-01*2016-12-31*3 en una escala del 1 al 7*0.04*0.0**9529289.95*2507*0.0*67077222*false*7.0391*0.1**0.1*0.03*-0.62*1.65*0.07*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2016 T3*2016-07-01*2016-09-30*3 en una escala del 1 al 7*0.04*0.0**9599136.08*2533*0.0*67992375*false*7.0832*0.05**0.05*0.01*0.35*1.43*0.07*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2016 S1*2016-01-01*2016-06-30*3 en una escala del 1 al 7*0.0*0.0**9827455.34*2613*0.0*69364594*false*7.0582*0.1**0.1*0.02*1.22*2.47*0.07*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2016 T1*2016-01-01*2016-03-31*3 en una escala del 1 al 7*0.0*0.0**9887414.98*2627*0.0*68949416*false*6.9735*0.05**0.05*0.01*1.64*2.43*0.06*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2017 S2*2017-07-01*2017-12-31*3 en una escala del 1 al 7*0.0*0.0**8942646.64*2430*0.0*63252867*false*7.0732*0.1**0.1*0.03*-0.01*0.88*0.06*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2017 T3*2017-07-01*2017-09-30*3 en una escala del 1 al 7*0.01*0.0**9025621.23*2429*0.0*63843558*false*7.0736*0.05**0.05*0.01*-0.05*1.08*0.06*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2017 S1*2017-01-01*2017-06-30*3 en una escala del 1 al 7*0.0*0.0**9348306.58*2511*0.0*66161309*false*7.0774*0.1**0.1*0.02*0.29*1.06*0.06*False
UNIFOND HORIZONTE 2026, FI*UNIFOND 2020-IX, F.I.*2017 T1*2017-01-01*2017-03-31*3 en una escala del 1 al 7*0.0*0.0**9431986.71*2500*0.0*66559812*false*7.0568*0.05**0.05*0.01*0.25*1.53*0.06*False
