fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Semester 2 2009*2009-07-01*2009-12-31*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MEDIO*0.2*0.37**10562912.28*1433*0.0*79981955*false*7.572***0.75*0.08*0.7*2.47*0.42*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Trimester 3 2009*2009-07-01*2009-09-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MEDIO*0.24*0.35**4113858.68*1076*0.0*30932091*false*7.519***0.38*0.04*3.5*3.27*0.42*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Semester 1 2009*2009-01-01*2009-06-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MEDIO*1.22*0.95**3756230.49*987*0.0*27287897*false*7.2647***0.74*0.07*4.69*3.81*0.42*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Semester 2 2010*2010-07-01*2010-12-31*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Medio*0.88*0.54**118271095.05*19396*0.0*894933513*false*7.5668***0.57*0.06*-1.97**0.32*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Trimester 3 2010*2010-07-01*2010-09-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Medio*0.33*0.48**142952864.4*21839*0.0*1103479557*false*7.7192***0.28*0.03*0.88*1.63*0.31*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Semester 1 2010*2010-01-01*2010-06-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Medio*0.0*0.39**93167993.71*13411*0.0*712920262*false*7.652***0.64*0.07*0.1**0.33*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA RENTA FIJA FLEXIBLE, FI*82815614*Trimester 1 2010*2010-01-01*2010-03-31*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MEDIO*0.0*0.39**41012348.31*6391*0.0*313496486*false*7.644***0.37*0.04***0.4*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA RENTA FIJA FLEXIBLE, FI*82815614*Trimester 3 2011*2011-07-01*2011-09-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Medio*1.45*1.01**56330488.8*10916*0.0*428733477*false*7.611***0.28*0.03*-0.26*1.99*0.32*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA RENTA FIJA FLEXIBLE, FI*82815614*Semester 1 2011*2011-01-01*2011-06-30*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Medio*2.7*0.84**59944379.43*11925*0.0*457420289*false*7.6307***0.56*0.06*0.7**0.26*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA FLEXIBLE, FI*FONCAIXA 86 RENTA FIJA INTERNACIONAL, FI*82815614*Trimester 1 2011*2011-01-01*2011-03-31*2298*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Medio*1.19*0.61**73913709.51*13937*0.0*560085102*false*7.5776***0.28*0.03*0.14**0.31*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
