fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2009 S2*2009-07-01*2009-12-31*Intermedio*0.15*0.3**739393.03*185*0.0*9618838*false*13.0091***0.4*0.07*1.23*7.63*0.24
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2009 T3*2009-07-01*2009-09-30*Intermedio Alto*0.04*0.3**717647.38*186*0.0*9222827*false*12.8514***0.2*0.04***
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2009 S1*2009-01-01*2009-06-30*Intermadio Bajo*0.0*0.99**727775.04*186*0.0*8669038*false*11.9117***0.4*0.07*9.67*0.11*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2010 S2*2010-07-01*2010-12-31*MEDIO-ALTO*0.59*0.46**709315.32*177*0.0*8787069*false*12.3881***0.4*0.07*-0.53*7.82*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2010 T3*2010-07-01*2010-09-30*MEDIO-ALTO*0.24*0.38**712669.68*178*0.0*8876087*false*12.4547***0.2*0.04*5.97*11.15*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2010 S1*2010-01-01*2010-06-30*MEDIO-ALTO*0.79*0.28**721602.0*179*0.0*8480916*false*11.7529***0.4*0.07*-7.28*11.06*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2010 T1*2010-01-01*2010-03-31*MEDIO-ALTO*0.46*0.28**761242.45*184*0.0*9649205*false*12.6756***0.2*0.04*-2.56*7.5*0.24
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2011 T3*2011-07-01*2011-09-30*MEDIO*0.22*0.94**725058.21*179*0.0*9091722*false*12.5393***0.2*0.04*-5.5*13.95*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2011 S1*2011-01-01*2011-06-30*MEDIO*0.71*0.77**732957.79*178*0.0*9725690*false*13.2691***0.4*0.07*1.83*4.33*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANCOFAR FUTURO*2011 T1*2011-01-01*2011-03-31*MEDIO*0.43*0.56**694657.64*175*0.0*9051597*false*13.0303***0.2*0.04*5.18*7.23*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2012 T3*2012-07-01*2012-09-30*Medio alto*0.03*0.08**2037166.19*1798*0.0*26219755*false*12.8707*0.38*0.0*0.38*0.03*5.05*10.29*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2012 S1*2012-01-01*2012-06-30*MEDIO*0.0*0.29**2239989.12*1945*0.0*27445691*false*12.2526*0.47*0.0*0.47*0.07***0.28
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2012 T1*2012-01-01*2012-03-31*MEDIO*0.05*0.33**720543.59*203*0.0*9142473*false*12.6883*0.2*0.0*0.2*0.04*-1.56*9.41*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2011 S2*2011-07-01*2011-12-31*MEDIO*0.52*0.82**714729.03*195*0.0*9212643*false*12.8897*0.4*0.0*0.4*0.07*2.79*9.54*0.25
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2013 T3*2013-07-01*2013-09-30*Medio alto*0.03*0.01**1726023.86*1503*0.0*24151907*false*13.9928*0.38*0.0*0.38*0.03*4.59*6.65*0.44
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2013 S1*2013-01-01*2013-06-30*Medio alto*0.28*0.01**1765000.1*1543*0.0*23614642*false*13.3794*0.74*0.0*0.74*0.05*0.23*8.49*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2013 T1*2013-01-01*2013-03-31*Medio alto*0.11*0.01**1830875.56*1617*0.0*24438710*false*13.3481*0.37*0.0*0.37*0.02*0.6*9.65*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2012 S2*2012-07-01*2012-12-31*5*0.13*0.05**1896855.36*1682*0.0*25168994*false*13.2688*0.75*0.0*0.75*0.05*3.09*9.61*0.42
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2014 T3*2014-07-01*2014-09-30*5, en una escala del 1 al 7*0.03*0.03**2034030.37*1627*0.0*30227318*false*14.8608*0.38*0.0*0.38*0.03*0.57*5.0*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2014 T1*2014-01-01*2014-03-31*5, en una escala del 1 al 7*0.0*0.01**1897678.3*1577*0.0*27492235*false*14.4873*0.37*0.0*0.37*0.02*1.0*5.87*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2013 S2*2013-07-01*2013-12-31*5, en una escala del 1 al 7*0.27*0.01**1789943.49*1530*0.0*25675128*false*14.3441*0.76*0.0*0.76*0.05*2.51*6.23*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2015 T3*2015-07-01*2015-09-30*5, en una escala del 1 al 7*0.0*0.0**1739734.81*1581*0.0*25727546*false*14.7882*0.38*0.0*0.38*0.03*-3.61*8.9*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2015 S1*2015-01-01*2015-06-30*5, en una escala del 1 al 7*0.0*0.0**1849471.29*1609*0.0*28374773*false*15.3421*0.74*0.0*0.74*0.05*-2.66*7.56*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2015 T1*2015-01-01*2015-03-31*5, en una escala del 1 al 7*0.0*0.01**1940202.84*1558*0.0*30580701*false*15.7616*0.37*0.0*0.37*0.02*6.7*6.72*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2014 S2*2014-07-01*2014-12-31*5, en una escala del 1 al 7*0.03*0.02**1988414.67*1609*0.0*29372861*false*14.772*0.76*0.0*0.76*0.05*-0.6*6.17*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2016 T3*2016-07-01*2016-09-30*4, en una escala del 1 al 7*0.0*0.0**1567631.6*1505*0.0*22805905*false*14.548*0.38*0.0*0.38*0.03*1.48*9.71*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2016 S1*2016-01-01*2016-06-30*4, en una escala del 1 al 7*0.17*0.0**1611004.75*1541*0.0*23095525*false*14.3361*0.75*0.0*0.75*0.05*-1.35*10.76*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2016 T1*2016-01-01*2016-03-31*4, en una escala del 1 al 7*0.0*0.0**1661648.78*1555*0.0*24146415*false*14.5316*0.37*0.0*0.37*0.02*-3.17*9.75*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2015 S2*2015-07-01*2015-12-31*4, en una escala del 1 al 7*0.0*0.0**1686785.27*1578*0.0*25314093*false*15.0073*0.76*0.0*0.76*0.05*1.48*8.83*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2017 T3*2017-07-01*2017-09-30*4, en una escala del 1 al 7*0.0*0.0**1567678.96*1608*0.0*24431493*false*15.5845*0.38*0.0*0.38*0.03*0.73*4.78*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2017 S1*2017-01-01*2017-06-30*4, en una escala del 1 al 7*0.07*0.0**1541863.35*1524*0.0*23854322*false*15.4711*0.74*0.0*0.74*0.05*0.23*5.22*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2017 T1*2017-01-01*2017-03-31*4, en una escala del 1 al 7*0.04*0.0**1498168.07*1473*0.0*23124973*false*15.4355*0.37*0.0*0.37*0.02*2.64*7.54*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2016 S2*2016-07-01*2016-12-31*4, en una escala del 1 al 7*0.03*0.0**1516130.54*1466*0.0*22800329*false*15.0385*0.75*0.0*0.75*0.05*3.37*9.21*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2018 T 3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.09*0.0**1592475.55*1601*0.0*23983956*false*15.0608*0.38*0.0*0.38*0.03*-0.79*5.13*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2018 T 3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.09*0.0**1086.78*7*0.0*108680*false*100.0015*0.15*0.0*0.15*0.03*-0.56*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32018_V-81068959_da"" decimals=""2"" unitref=""pure"">5.13</iic-com-fon:volatilidadvalorliquidativo>]"*0.18
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2018 S 1*2018-01-01*2018-06-30*4, en una escala del 1 al 7*0.0*0.0**1574008.27*1620*0.0*23894075*false*15.1804*0.74*0.0*0.74*0.05*0.64*5.09*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2018 S 1*2018-01-01*2018-06-30*4, en una escala del 1 al 7*0.0*0.0**1086.78*7*0.0*109295*false*100.5672*0.2*0.0*0.2*0.03*0.87*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12018_V-81068959_daq"" decimals=""2"" unitref=""pure"">5.09</iic-com-fon:volatilidadvalorliquidativo>]"*0.18
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2018 T 1*2018-01-01*2018-03-31*4, en una escala del 1 al 7*0.0*0.0**1642804.76*1734*0.0*24779081*false*15.0834*0.37*0.0*0.37*0.02*-1.85*5.02*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2018 T 1*2018-01-01*2018-03-31*4, en una escala del 1 al 7*0.0*0.0**1187.97*7*0.0*118441*false*99.701*0.1*0.0*0.1*0.02*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-81068959_da"" decimals=""2"" unitref=""pure"">-1.85</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-81068959_da"" decimals=""2"" unitref=""pure"">5.02</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-81068959_da"" decimals=""2"" unitref=""pure"">0.40</iic-com:ratiototalgastos>]"
BANKIA MIXTO RENTA VARIABLE 50, FI*BANKIA MIXTO RV 50*2017 S2*2017-07-01*2017-12-31*4, en una escala del 1 al 7*0.06*0.0**1692253.44*1825*0.0*26005536*false*15.3674*0.76*0.0*0.76*0.05*-1.39*4.45*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2019 S 2*2019-07-01*2019-12-31*4, en una escala del 1 al 7*0.24*0.0**1412230.09*1376*0.0*21977831*false*15.5625*0.76*0.0*0.76*0.05*2.25*5.69*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2019 S 2*2019-07-01*2019-12-31*4, en una escala del 1 al 7*0.24*0.0**1314.99*7*0.0*137420*false*104.5028*0.3*0.0*0.3*0.05*2.48*5.69*0.19
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2019 T 3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.04*0.0**1435448.84*1425*0.0*21847101*false*15.2197*0.38*0.0*0.38*0.03*0.85*6.23*0.42
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2019 T 3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.04*0.0**1392.15*7*0.0*141957*false*101.9696*0.15*0.0*0.15*0.03*1.08*6.23*0.19
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2019 S 1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.03*0.0**1479640.7*1463*0.0*22329850*false*15.0914*0.74*0.0*0.74*0.05*1.31*5.26*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2019 S 1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.03*0.0**1392.15*7*0.0*140442*false*100.8809*0.3*0.0*0.3*0.05*1.54*5.26*0.18
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2019 T 1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.02*0.0**1520478.16*1496*0.0*22649955*false*14.8966*0.37*0.0*0.37*0.02*3.46*4.99*0.4
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2019 T 1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.02*0.0**1392.15*7*0.0*138318*false*99.3551*0.15*0.0*0.15*0.02*3.69*4.99*0.18
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2020 S 2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.31*-0.24**1227347.8*1218*0.0*19280652*false*15.7092*0.75*0.0*0.75*0.05*5.4*10.27*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2020 S 2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.31*-0.24**6286.21*15*0.0*669100*false*106.4393*0.3*0.0*0.3*0.05*5.64*10.27*0.2
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2020 T 3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.21*-0.39**1289110.71*1270*0.0*19213937*false*14.9048*0.38*0.0*0.38*0.03*-0.67*9.14*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2020 T 3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.21*-0.39**4851.3*12*0.0*488820*false*100.7607*0.15*0.0*0.15*0.03*-0.44*9.14*0.2
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2020 S 1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.07*-0.15**1298953.1*1286*0.0*19491051*false*15.0052*0.75*0.0*0.75*0.05*7.33*14.52*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2020 S 1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.07*-0.15**3826.63*11*0.0*387293*false*101.21*0.3*0.0*0.3*0.05*7.56*14.52*0.19
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 UNIVERSAL, FI*2020 T 1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.0*0.01**1310973.87*1296*0.0*18328726*false*13.981*0.37*0.0*0.37*0.02*-10.16*18.69*0.41
BANKIA MIXTO RENTA VARIABLE 50, FI*PT. BANKIA MIXTO RENTA VARIABLE 50 CARTERA, FI*2020 T 1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.0*0.01**1955.81*8*0.0*184028*false*94.0932*0.15*0.0*0.15*0.02*-9.96*18.69*0.19
