fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
KUTXABANK TRANSITO, FI*BBK GARANTIZADO 2 F.I.*2009 S2*2009-07-01*2009-12-31*Bajo*0.0*0.2**6066844.97*1959*0.0*44041908*false*7.2594***0.54*0.05*-0.22*0.16*0.3*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO 2 F.I.*2009 T3*2009-07-01*2009-09-30*Bajo*0.0*0.2**6128872.06*1967*0.0*44588605*false*7.2752***0.27*0.03*0.11*0.26*0.3*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO 2 F.I.*2009 S1*2009-01-01*2009-06-30*bajo*0.0*0.9**6173746.35*1996*0.0*44867423*false*7.2675***0.53*0.05*0.11*0.48*0.3*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2010 S2*2010-07-01*2010-12-31*Bajo*0.05*0.36**8049372.93*2942*0.0*56976889*false*7.0784***0.43*0.05*-1.79*4.8*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2010 T3*2010-07-01*2010-09-30*Bajo*0.06*0.29**8223552.22*2981*0.0*59272376*false*7.2076***0.21*0.03*2.6*3.57*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2010 S1*2010-01-01*2010-06-30*Bajo*0.52*0.25**8223552.22*2981*0.0*57769566*false*7.0249***0.3*0.05*-3.7*9.09*0.1*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO 2 F.I.*2010 T1*2010-01-01*2010-03-31*Bajo*0.13*0.18**3371121.3*1149*0.0*24590940*false*7.2946***0.23*0.02*0.48*1.03*0.26*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2011 S2*2011-07-01*2011-12-31*Bajo*0.0*0.72**7608655.16*2804*0.0*54615718*false*7.1781*0.44*0.0*0.44*0.05*0.88*4.82*0.25*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2011 T3*2011-07-01*2011-09-30*Bajo*0.0*0.82**7720895.93*2841*0.0*54936373*false*7.1153***0.22*0.03*-0.09*5.93*0.25*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2011 S1*2011-01-01*2011-06-30*Bajo*0.0*0.7**7823164.32*2879*0.0*55715203*false*7.1218***0.42*0.05*-1.09*4.62*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2011 T1*2011-01-01*2011-03-31*Bajo*0.0*0.51**7967139.7*2918*0.0*57367263*false*7.2005***0.21*0.03*1.72*3.52*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2012 S2*2012-07-01*2012-12-31*Bajo*0.0*0.11**6915873.76*2618*0.0*50975831*false*7.3708*0.42*0.01*0.43*0.05*0.96*1.42*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2012 T3*2012-07-01*2012-09-30*Bajo*0.0*0.14**7073328.67*2673*0.0*51639360*false*7.3006*0.21*0.01*0.22*0.03*1.62*3.18*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2012 S1*2012-01-01*2012-06-30*Bajo*0.0*0.21**7193995.71*2690*0.0*51684392*false*7.1844*0.42*0.0*0.42*0.05*-1.66*3.42*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2012 T1*2012-01-01*2012-03-31*Bajo*0.0*0.19**7401298.58*2753*0.0*54073260*false*7.3059*0.21*0.02*0.23*0.02*1.78*2.2*0.24*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2013 T3*2013-07-01*2013-09-30*Bajo*0.0*0.09**1075008.92*496*0.0*7979158*false*7.4224*0.18*0.0*0.18*0.02*-0.08*0.14*0.21*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2013 S1*2013-01-01*2013-06-30*Bajo*0.0*0.08**6423592.98*2502*0.0*47714597*false*7.428*0.41*0.0*0.42*0.05*0.23*0.72*0.23*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2013 T1*2013-01-01*2013-03-31*Bajo*0.0*0.07**6553636.28*2533*0.0*48570562*false*7.4112*0.2*0.0*0.21*0.02*0.55*0.43*0.23*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2014 T3*2014-07-01*2014-09-30*1 en una escala del 1 al 7*0.5*0.03**1608574.22*603*0.0*11941270*false*7.4235*0.04*0.0*0.04*0.03*-0.05*0.02*0.06*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2014 S1*2014-01-01*2014-06-30*1 en una escala del 1 al 7*0.49*0.2**1882436.49*676*0.0*13981306*false*7.4272*0.06*0.0*0.06*0.04*0.02*0.05*0.06*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2014 T1*2014-01-01*2014-03-31*1 en una escala del 1 al 7*0.17*0.18**1269183.56*441*0.0*9424647*false*7.4258*0.02*0.0*0.02*0.01***0.04*False
KUTXABANK TRANSITO, FI*BBK GARANTIZADO BOLSA EUROPA 2 F.I.*2013 S2*2013-07-01*2013-12-31*Bajo*0.0*0.16**1827804.89*552*0.0*13572006*false*7.4253*0.32*0.0*0.32*0.04*0.04*0.04*-0.03*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2015 T3*2015-07-01*2015-09-30*1 en una escala del 1 al 7*1.25*0.0**8040548.88*2929*0.0*59593873*false*7.4117*0.04*0.0*0.04*0.03*-0.06*0.09*0.08*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2015 S1*2015-01-01*2015-06-30*1 en una escala del 1 al 7*0.76*0.0**3827931.33*1455*0.0*28387218*false*7.4158*0.07*0.0*0.07*0.05*-0.03*0.15*0.09*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2015 T1*2015-01-01*2015-03-31*1 en una escala del 1 al 7*0.35*0.0**2127487.72*689*0.0*15781405*false*7.4179*0.04*0.0*0.04*0.02*-0.08*0.04*0.08*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2014 S2*2014-07-01*2014-12-31*1 en una escala del 1 al 7*0.43*0.02**2625934.15*851*0.0*19494561*false*7.4239*0.08*0.0*0.08*0.05*0.0*0.07*0.06*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2016 S2*2016-07-01*2016-12-31*1 en una escala del 1 al 7*1.16*0.0**7898761.3*2674*0.0*58286135*false*7.3791*0.08*0.0*0.08*0.05*-0.14*0.06*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2016 T3*2016-07-01*2016-09-30*1 en una escala del 1 al 7*0.72*0.0**8937474.48*2800*0.0*66043135*false*7.3895*0.04*0.0*0.04*0.03*-0.08*0.05*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2016 S1*2016-01-01*2016-06-30*1 en una escala del 1 al 7*0.83*0.0**7235904.17*2263*0.0*53512040*false*7.3953*0.07*0.0*0.07*0.05*-0.1*0.11*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2016 T1*2016-01-01*2016-03-31*1 en una escala del 1 al 7*0.65*0.0**5351604.68*2051*0.0*39614656*false*7.4024*0.04*0.0*0.04*0.02*-0.06*0.12*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2017 S2*2017-07-01*2017-12-31*1 en una escala del 1 al 7*0.96*0.0**10815152.61*3220*0.0*79317969*false*7.334*0.08*0.0*0.08*0.05*-0.14*0.08*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2017 T3*2017-07-01*2017-09-30*1 en una escala del 1 al 7*0.47*0.0**12432961.57*3534*0.0*91310807*false*7.3443*0.04*0.0*0.04*0.03*-0.16*0.03*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2017 S1*2017-01-01*2017-06-30*1 en una escala del 1 al 7*1.09*0.0**14548171.08*3953*0.0*107011447*false*7.3557*0.07*0.0*0.07*0.05*-0.16*0.04*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2017 T1*2017-01-01*2017-03-31*1 en una escala del 1 al 7*0.25*0.0**8142841.82*2576*0.0*59989184*false*7.3671*0.04*0.0*0.04*0.02*-0.16*0.04*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2018 S2*2018-07-01*2018-12-31*1 en una escala del 1 al 7*0.79*0.0**7072796.33*2207*0.0*51513600*false*7.2833*0.08*0.0*0.08*0.05*-0.16*0.05*0.07*False
KUTXABANK TRANSITO, FI*KUTXABANK TRANSITO, FI*2018 T3*2018-07-01*2018-09-30*1 en una escala del 1 al 7*0.42*0.0**9164047.21*2854*0.0*66849212*false*7.2947*0.04*0.0*0.04*0.03*-0.16*0.05*0.07*False
