fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI*2009 S2*2009-07-01*2009-12-31*Alto*0.0*0.1**266774.64*1034*0.0*45059403*false*168.9044***0.25*0.03*0.49*17.96*0.14*False
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI*2009 T3*2009-07-01*2009-09-30*Alto*0.0*0.12**296921.53*968*0.0*49904159*false*168.0719***0.12*0.01*23.06*17.39*0.14*False
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI*2009 S1*2009-01-01*2009-06-30*Alto*0.96*0.81**192769.96*872*0.0*26327338*false*136.5739***0.25*0.02*29.49*24.94*0.14*False
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2010 S2*2010-07-01*2010-12-31*Alto*0.1*0.28**367410.9*1159*0.0*65835486*false*179.19*[]*[]*0.32*0.02*10.95*15.0*0.19*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2010 S2*2010-07-01*2010-12-31*Alto*0.1*0.28**0.06*1*0.0*11*false*179.95*[]*[]*0.0*0.0*11.49*15.63*"[<iic-com:ratiototalgastos contextref=""FIM_S22010_V-82112533_daq"" decimals=""2"" unitref=""pure"">0.19</iic-com:ratiototalgastos>]"*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2010 T3*2010-07-01*2010-09-30*Alto*0.03*0.21**356315.73*1016*0.0*57547043*false*161.51*[]*[]*0.13*0.01*8.55*18.64*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2010 T3*2010-07-01*2010-09-30*Alto*0.03*0.21**0.06*1*0.0*10*false*161.41*[]*[]*0.0*0.0*1.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32010_V-82112533_da"" decimals=""2"" unitref=""pure"">0.14</iic-com:ratiototalgastos>]"*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2010 S1*2010-01-01*2010-06-30*Alto*0.62*0.1**260610.28*997*0.0*38773782*false*148.78*[]*[]*0.24*0.02*-13.78*30.85*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2010 S1*2010-01-01*2010-06-30*Alto*0.62*0.1**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12010_V-82112533_daq"" decimals=""2"" unitref=""pure"">-13.78</iic-com:rentabilidadiic>]"*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_S12010_V-82112533_daq"" decimals=""2"" unitref=""pure"">0.14</iic-com:ratiototalgastos>]"*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI*2010 T1*2010-01-01*2010-03-31*Alto*0.13*0.08**315092.38*1053*0.0*54373514*false*172.5637***0.12*0.01*2.17*16.5*0.14*False
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2011 T3*2011-07-01*2011-09-30*Alto*0.25*0.84**165739.74*838*0.0*23452086*false*141.5*[]*[]*-0.17*0.01*-22.61*32.49*-0.16*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2011 T3*2011-07-01*2011-09-30*Alto*0.25*0.84**8.74*2*0.0*1234*false*141.2*[]*[]*0.39*0.03*-22.97*32.58*0.39*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2011 S1*2011-01-01*2011-06-30*Alto*0.29*0.71**207563.91*1355*0.0*37951780*false*182.84*[]*[]*0.43*0.02*-1.81*10.9*0.0*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2011 S1*2011-01-01*2011-06-30*Alto*0.29*0.71**77.88*5*0.0*14275*false*183.3*[]*[]*0.74*0.01*-2.22*11.79*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE A*2011 T1*2011-01-01*2011-03-31*Alto*0.28*0.47**256912.0*1276*0.0*47838022*false*186.2*[]*[]*0.43*0.01*3.92*11.9*0.44*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*MUTUAFONDO VALORES FI SERIE D*2011 T1*2011-01-01*2011-03-31*Alto*0.28*0.47**54.87*5*0.0*10286*false*187.46*[]*[]*0.36*0.01*4.17*12.64*0.36*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2012 S2*2012-07-01*2012-12-31*6 en una escala de 1 a 7.*0.39*0.1**210721.13*745*0.0*36354799*false*172.5256*0.25*0.0*0.25*0.02*7.9*12.03*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2012 S2*2012-07-01*2012-12-31*6 en una escala de 1 a 7.*0.39*0.1**13.41*2*0.0*2282*false*170.1683*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22012_V-82112533_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.76*0.0*7.64*12.02*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2012 T3*2012-07-01*2012-09-30*6 en una escala de 1 a 7.*0.31*0.13**172029.97*753*0.0*27506521*false*159.89*0.13*0.0*0.13*0.01*7.74*18.45*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2012 T3*2012-07-01*2012-09-30*6 en una escala de 1 a 7.*0.31*0.13**42.12*5*0.0*6658*false*158.09*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-82112533_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*7.48*18.45*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2012 S1*2012-01-01*2012-06-30*Alto*0.38*0.22**143085.63*770*0.0*21235878*false*148.41*0.25*0.0*0.25*0.02*-6.84*19.03*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2012 S1*2012-01-01*2012-06-30*Alto*0.38*0.22**35.27*4*0.0*5187*false*147.09*0.73*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12012_V-82112533_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.73*0.0*-7.04*19.03*0.37*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*-A- MUTUAFONDO VALORES FI*2012 T1*2012-01-01*2012-03-31*Alto*0.23*0.21**150500.35*801*0.0*23976797*false*159.31*0.12*0.0*0.12*0.01*7.47*13.14*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*-D- MUTUAFONDO VALORES FI*2012 T1*2012-01-01*2012-03-31*Alto*0.23*0.21**10.63*3*0.0*1682*false*158.24*0.37*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12012_V-82112533_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.37*0.0*7.21*13.14*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2013 S2*2013-07-01*2013-12-31*6,en una escala de 1 a 7.*0.24*0.06**479972.62*1483*0.0*112671408*false*234.7455*0.25*1.75*2.0*0.02*8.46*9.0*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2013 S2*2013-07-01*2013-12-31*6,en una escala de 1 a 7.*0.24*0.06**705.88*19*0.0*165369*false*234.2738*0.75*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22013_V-82112533_da"" decimals=""2"" unitref=""pure"">1.75</iic-com:comisiongestioncobradaresultados>]"*0.75*0.01*8.93*9.77*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2013 T3*2013-07-01*2013-09-30*6,en una escala de 1 a 7.*0.07*0.03**455224.68*1266*0.0*98528887*false*216.4401*0.13*0.93*1.06*0.01*12.79*11.15*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2013 T3*2013-07-01*2013-09-30*6,en una escala de 1 a 7.*0.07*0.03**342.82*10*0.0*73730*false*215.0659*0.37*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32013_V-82112533_da"" decimals=""2"" unitref=""pure"">0.93</iic-com:comisiongestioncobradaresultados>]"*0.37*0.0*13.59*12.07*0.37*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2013 S1*2013-01-01*2013-06-30*6 en una escala de 1 a 7.*0.41*0.04**344452.75*803*0.0*66096956*false*191.8898*0.25*0.6*0.85*0.02*3.76*13.71*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2013 S1*2013-01-01*2013-06-30*6 en una escala de 1 a 7.*0.41*0.04**45.75*3*0.0*8662*false*189.3307*0.74*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12013_V-82112533_da"" decimals=""2"" unitref=""pure"">0.60</iic-com:comisiongestioncobradaresultados>]"*0.74*0.01*3.79*14.87*0.39*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2013 T1*2013-01-01*2013-03-31*6 en una escala de 1 a 7.*0.12*0.03**215434.62*795*0.0*39842298*false*184.9392*0.12*0.25*0.37*0.01*7.2*11.86*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2013 T1*2013-01-01*2013-03-31*6 en una escala de 1 a 7.*0.12*0.03**79.35*3*0.0*14474*false*182.4186*0.36*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12013_V-82112533_da"" decimals=""2"" unitref=""pure"">0.25</iic-com:comisiongestioncobradaresultados>]"*0.36*0.01*7.2*12.61*0.37*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2014 S2*2014-07-01*2014-12-31*6, en una escala de 1 a 7.*0.01*0.0**345033.74*2042*0.0*83108352*false*240.8702*0.25*-0.67*-0.42*0.03*-2.47*19.6*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2014 S2*2014-07-01*2014-12-31*6, en una escala de 1 a 7.*0.01*0.0**8077.49*61*0.0*1924668*false*238.2753*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22014_V-82112533_da"" decimals=""2"" unitref=""pure"">-0.67</iic-com:comisiongestioncobradaresultados>]"*0.76*0.01*-2.98*21.03*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2014 T3*2014-07-01*2014-09-30*6, en una escala de 1 a 7.*0.0*0.0**338255.61*2030*0.0*83541564*false*246.9776*0.13*-0.42*-0.29*0.01*-4.52*12.97*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2014 T3*2014-07-01*2014-09-30*6, en una escala de 1 a 7.*0.0*0.0**6640.93*77*0.0*1630963*false*245.5928*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32014_V-82112533_da"" decimals=""2"" unitref=""pure"">-0.42</iic-com:comisiongestioncobradaresultados>]"*0.38*0.01*-5.18*14.14*0.39*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2014 S1*2014-01-01*2014-06-30*6,en una escala de 1 a 7.*0.2*0.14**489936.15*1940*0.0*126733345*false*258.6732*0.25*0.81*1.06*0.03*0.72*10.89*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2014 S1*2014-01-01*2014-06-30*6,en una escala de 1 a 7.*0.2*0.14**7123.02*89*0.0*1844997*false*259.0188*0.74*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12014_V-82112533_da"" decimals=""2"" unitref=""pure"">0.81</iic-com:comisiongestioncobradaresultados>]"*0.74*0.01*0.51*11.86*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2014 T1*2014-01-01*2014-03-31*6,en una escala de 1 a 7.*0.12*0.13**480770.54*1719*0.0*123475173*false*256.8277*0.12*0.8*0.92*0.01*9.41*12.85*0.13*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2014 T1*2014-01-01*2014-03-31*6,en una escala de 1 a 7.*0.12*0.13**2475.62*42*0.0*637972*false*257.7021*0.37*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12014_V-82112533_da"" decimals=""2"" unitref=""pure"">0.80</iic-com:comisiongestioncobradaresultados>]"*0.37*0.0*10.0*13.98*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2015 S2*2015-07-01*2015-12-31*6, en una escala de 1 a 7.*0.0*0.0**265952.19*1472*0.0*73421158*false*276.069*0.25*-0.45*-0.2*0.02*9.4*14.73*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2015 S2*2015-07-01*2015-12-31*6, en una escala de 1 a 7.*0.0*0.0**12846.24*94*0.0*3510348*false*273.2587*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22015_V-82112533_da"" decimals=""2"" unitref=""pure"">-0.45</iic-com:comisiongestioncobradaresultados>]"*0.76*0.01*9.97*16.05*0.38*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2015 T3*2015-07-01*2015-09-30*6, en una escala de 1 a 7.*0.0*0.0**247842.51*1361*0.0*62545428*false*252.3596*0.13*-1.14*-1.01*0.01*-12.24*22.14*0.14*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*D* MUTUAFONDO VALORES FI"*2015 T3*2015-07-01*2015-09-30*6, en una escala de 1 a 7.*0.0*0.0**10631.98*99*0.0*2641997*false*248.4953*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32015_V-82112533_da"" decimals=""2"" unitref=""pure"">-1.14</iic-com:comisiongestioncobradaresultados>]"*0.38*0.01*-13.54*24.15*0.39*True
MUTUAFONDO VALORES SMALL & MID CAPS, FI*"*A* MUTUAFONDO VALORES FI"*2015 S1*2015-01-01*2015-06-30*6, en una escala de 1 a 7.*0.03*0.0**287577.87*2328*0.0*82693367*false*287.5512*0.25*1.49*1.74*0.02*0.05*14.15*0.14*True
