fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2009 S2*2009-07-01*2009-12-31*Bajo*0.7*0.12**2454812.3*22745*0.0*2114248000*false*861.2666***0.31*0.04*0.09*0.16*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2009 T3*2009-07-01*2009-09-30*Bajo*0.29*0.07**1707480.36*14001*0.0*1469301000*false*860.508***0.21*0.06*0.71*0.21*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*4195*2009 S1*2009-01-01*2009-06-30*BAJO*0.45*0.37**1447571.01*11651*0.0*1236815000*false*854.4074***0.29*0.05*0.52*0.31*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2010 S2*2010-07-01*2010-12-31*Bajo*0.37*0.7**997539.35*10913*0.0*854924000*false*857.0331***0.33*0.05*-0.27*0.54*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2010 T3*2010-07-01*2010-09-30*Bajo*0.27*0.69**1180067.81*12351*0.0*1014438000*false*859.6442***0.16*0.03*0.86*0.41*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2010 S1*2010-01-01*2010-06-30*Bajo*0.79*0.29**1594049.79*16187*0.0*1358663000*false*852.334***0.32*0.05*0.0*0.0*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2010 T1*2010-01-01*2010-03-31*Bajo*0.45*0.25**2196896.13*20774*0.0*1896443000*false*863.2373***0.16*0.02*0.0*0.0*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2011 T3*2011-07-01*2011-09-30*Bajo*0.42*1.41**870829.0*9592*0.0*756899000*false*869.1706***0.16*0.03*0.17*0.37*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2011 S1*2011-01-01*2011-06-30*Bajo*0.77*0.96**892141.18*9891*0.0*774131000*false*867.7225***0.32*0.05*0.24*0.17*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2011 T1*2011-01-01*2011-03-31*Bajo*0.34*0.77**926928.51*10221*0.0*802355000*false*865.6065***0.16*0.02*0.97*0.33*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2012 S2*2012-07-01*2012-12-31*2 en una escala del 1 al 7*0.78*0.38**716262.45*8341*0.0*637967000*false*890.6893*0.33*0.0*0.33*0.05*0.45*0.3*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2012 T3*2012-07-01*2012-09-30*2 en una escala del 1 al 7*0.25*0.39**733170.13*8441*0.0*650140000*false*886.7524*0.16*0.0*0.16*0.03*0.84*0.59*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2012 S1*2012-01-01*2012-06-30*2 en una escala del 1 al 7*0.58*0.37**741453.5*8630*0.0*652065000*false*879.4411*0.32*0.0*0.32*0.05*-0.26*0.58*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2012 T1*2012-01-01*2012-03-31*2 en una escala del 1 al 7*0.38*0.4**806448.87*8932*0.0*711101000*false*881.7679*0.16*0.0*0.16*0.02*1.03*0.39*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2013 T3*2013-07-01*2013-09-30*2 en una escala del 1 al 7*0.5*0.31**751298.17*9024*0.0*673710000*false*896.7276*0.16*0.0*0.16*0.03*0.22*0.16*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2013 S1*2013-01-01*2013-06-30*2 en una escala del 1 al 7*1.48*0.28**714715.99*8565*0.0*639542000*false*894.8196*0.32*0.0*0.32*0.05*0.12*0.25*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2013 T1*2013-01-01*2013-03-31*2 en una escala del 1 al 7*0.66*0.27**681608.31*8246*0.0*609195000*false*893.7615*0.16*0.0*0.16*0.02*0.33*0.25*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2014 S2*2014-07-01*2014-12-31*2 en una escala del 1 al 7*0.0*0.15**463219.86*9923*0.0*415864000*false*897.7687*0.35*0.0*0.35*0.03*-0.16*0.14*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2014 T3*2014-07-01*2014-09-30*2 en una escala del 1 al 7*0.0*0.2**620281.64*10403*0.0*557788000*false*899.2496*0.17*0.0*0.17*0.02*0.0*0.0*0.19*False
BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI*BBVA AHORRO CORTO PLAZO II, FI*2014 S1*2014-01-01*2014-06-30*2 en una escala del 1 al 7*1.08*0.26**658889.01*10137*0.0*592418000*false*899.1159*0.32*0.0*0.32*0.05*0.04*0.11*0.19*False
