NIF*ISIN*registro_CNMV*fecha_registro*gestora*depos
82587270*ES0174368037*2073*2000-03-31*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.
