NIF*ISIN*registro_CNMV*fecha_registro*gestora*depos*link
80469737*False*397*1993-03-30*BANKIA FONDOS, S.G.I.I.C., S.A.*CECABANK, S.A.*https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80469737 
