fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2009 T3*2009-07-01*2009-09-30*Alto*0.0*0.27**1374172.02*1319*0.0*17659932*false*12.8513***0.38*0.05*5.49*4.51*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2009 S1*2009-01-01*2009-06-30*Alto*0.85*0.97**1359063.02*1324*0.0*16556354*false*12.1822***0.74*0.1*6.64*5.31*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2010 S2*2010-07-01*2010-12-31*Alto*0.0*0.49**1189450.83*1134*0.0*14717426*false*12.3733***0.76*0.1*-2.55*5.93*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2010 T3*2010-07-01*2010-09-30*Alto*0.01*0.38**1256623.96*1189*0.0*15955961*false*12.6975***0.38*0.05*4.14*5.41*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2010 S1*2010-01-01*2010-06-30*Alto*0.35*0.3**1305485.14*1235*0.0*15917563*false*12.1928***0.74*0.1*-4.25*12.06*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2010 T1*2010-01-01*2010-03-31*Alto*0.05*0.25**1340885.41*1277*0.0*17074361*false*12.7336***0.37*0.05*-1.61*5.65*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2011 T3*2011-07-01*2011-09-30*Alto*0.15*1.13**1053311.86*1022*0.0*12988120*false*12.3307***0.38*0.05*-2.66*11.01*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2011 S1*2011-01-01*2011-06-30*Alto*0.49*0.76**1107143.51*1056*0.0*14024340*false*12.6671***0.74*0.1*-0.31*5.42*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2011 T1*2011-01-01*2011-03-31*Alto*0.16*0.55**1138511.98*1082*0.0*14466914*false*12.7069***0.37*0.05*2.7*5.26*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2012 S2*2012-07-01*2012-12-31*3 (de una escala de 1 a 7).*1.3*0.56**2426892.64*1929*0.0*31111283*false*12.8194*0.75**0.75*0.1*2.94*4.07*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2012 T3*2012-07-01*2012-09-30*3 (de una escala de 1 a 7).*1.53*0.73**2586616.79*2061*0.0*32213239*false*12.4538*0.37**0.37*0.05***0.43*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2012 S1*2012-01-01*2012-06-30*Alto*0.05*1.21**899230.35*862*0.0*10797381*false*12.0074*0.75**0.75*0.1*-3.69*10.32*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*INVERBONOS, F.I.*2012 T1*2012-01-01*2012-03-31*Alto*0.0*1.42**949441.8*906*0.0*11836421*false*12.4667*0.37**0.37*0.05*-0.32*5.15*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2013 S2*2013-07-01*2013-12-31*3 (de una escala de 1 a 7).*0.27*0.34**2084608.85*1699*0.0*28655346*false*13.7462*0.76**0.76*0.1*2.06*3.04*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2013 T3*2013-07-01*2013-09-30*3 (de una escala de 1 a 7).*0.11*0.34**2172677.57*1741*0.0*29263533*false*13.4689*0.38**0.38*0.05*3.46*3.61*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2013 S1*2013-01-01*2013-06-30*3 (de una escala de 1 a 7).*0.2*0.33**2168313.43*1787*0.0*28226980*false*13.0179*0.74**0.74*0.1*0.67*5.28*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2013 T1*2013-01-01*2013-03-31*3 (de una escala de 1 a 7).*0.23*0.34**2374065.2*1852*0.0*30700520*false*12.9316*0.37**0.37*0.05*1.29*4.9*0.42*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2014 S2*2014-07-01*2014-12-31*3 (de una escala de 1 a 7).*0.11*0.21**2188792.46*1711*0.0*30887296*false*14.1116*0.76**0.76*0.1*-0.62*4.54*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2014 T3*2014-07-01*2014-09-30*3 (de una escala de 1 a 7).*0.04*0.26**2143220.72*1696*0.0*30433727*false*14.2*0.38**0.38*0.05*0.36*3.55*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2014 S1*2014-01-01*2014-06-30*3 (de una escala de 1 a 7).*0.3*0.39**2085417.41*1686*0.0*29506235*false*14.1488*0.74**0.74*0.1*1.15*3.08*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2014 T1*2014-01-01*2014-03-31*3 (de una escala de 1 a 7).*0.14*0.37**2096547.21*1680*0.0*29325843*false*13.9877*0.37**0.37*0.05*1.76*3.67*0.42*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2015 S2*2015-07-01*2015-12-31*3 (de una escala de 1 a 7).*0.19*0.02**3649672.22*2277*0.0*51557825*false*14.1267*0.75**0.75*0.1*1.02*4.69*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2015 T3*2015-07-01*2015-09-30*3 (de una escala de 1 a 7).*0.06*0.04**3355080.77*2151*0.0*46916274*false*13.9837*0.38**0.38*0.05*-1.7*6.26*0.44*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2015 S1*2015-01-01*2015-06-30*3 (de una escala de 1 a 7).*0.54*0.1**2863364.05*1968*0.0*40731505*false*14.2251*0.74**0.74*0.1*-3.12*5.96*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2015 T1*2015-01-01*2015-03-31*3 (de una escala de 1 a 7).*0.41*0.13**2598519.84*1871*0.0*38155687*false*14.6836*0.37**0.37*0.05*4.05*4.57*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2016 S2*2016-07-01*2016-12-31*4 (de una escala de 1 a 7).*0.76*0.0**6637714.33*3946*0.0*92422407*false*13.9238*0.75**0.75*0.07*1.1*3.33*0.42*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2016 T3*2016-07-01*2016-09-30*4 (de una escala de 1 a 7).*0.5*0.0**7019915.27*4064*0.0*96680234*false*13.7723*0.38**0.38*0.03*1.04*3.38*0.42*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2016 S1*2016-01-01*2016-06-30*4 (de una escala de 1 a 7).*1.22*0.0**7300862.81*4119*0.0*99511379*false*13.6301*0.74**0.74*0.08***0.42*False
UNIFOND MIXTO RENTA FIJA, FI*FONDESPAÑA-DUERO RENTA FIJA MIXTA*2016 T1*2016-01-01*2016-03-31*3 (de una escala de 1 a 7).*0.28*0.0**4034937.81*2331*0.0*55583562*false*13.7756*0.37**0.37*0.05*-2.49*6.1*0.43*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2017 S2*2017-07-01*2017-12-31*4 (de una escala de 1 a 7).*0.03*0.0**6916821.88*4040*0.0*97471271*false*14.0919*0.76**0.76*0.07*-0.67*2.24*0.41*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2017 T3*2017-07-01*2017-09-30*4 (de una escala de 1 a 7).*0.08*0.0**7060232.29*4133*0.0*100160481*false*14.1866*0.38**0.38*0.03***0.41*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2017 S1*2017-01-01*2017-06-30*4 (de una escala de 1 a 7).*0.23*0.0**6950958.45*4115*0.0*98116955*false*14.1156*0.74**0.74*0.06***0.41*False
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2017 T1*2017-01-01*2017-03-31*4 (de una escala de 1 a 7).*0.19*0.0**6523858.14*3923*0.0*91613266*false*14.0428*0.37**0.37*0.03*0.85*2.42*0.41*False
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2018 T3*2018-07-01*2018-09-30*3 (de una escala de 1 a 7).*0.05*0.0**6423438.21*3765*0.0*88507088*false*13.7788*0.28*[]*0.28*0.03*-1.09*2.9*0.31*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2018 T3*2018-07-01*2018-09-30*3 (de una escala de 1 a 7).*0.05*0.0**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32018_V-80122146_da"" decimals=""2"" unitref=""pure"">0.31</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2018 S1*2018-01-01*2018-06-30*3 (de una escala de 1 a 7).*0.72*0.0**6624767.5*3861*0.0*92288162*false*13.9308*0.72*[]*0.72*0.06*[]*[]*0.38*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2018 S1*2018-01-01*2018-06-30*3 (de una escala de 1 a 7).*0.72*0.0**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_S12018_V-80122146_daq"" decimals=""2"" unitref=""pure"">0.38</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*UNIFOND MIXTO RENTA FIJA, FI*2018 T1*2018-01-01*2018-03-31*4 (de una escala de 1 a 7).*0.64*0.0**6811260.58*3943*0.0*94564042*false*13.8835*0.37**0.37*0.03*-1.48*3.52*0.4*False
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2019 T3*2019-07-01*2019-09-30*3 en una escala de 1 a 7.*0.14*-0.15**5539196.69*3365*0.0*75035573*false*13.5463*0.28*[]*0.28*0.03*-0.14*0.0*0.32*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2019 T3*2019-07-01*2019-09-30*3 en una escala de 1 a 7.*0.14*-0.15**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32019_V-80122146_da"" decimals=""2"" unitref=""pure"">0.32</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2019 S1*2019-01-01*2019-06-30*3 en una escala de 1 a 7.*0.84*-0.15**5768476.87*3457*0.0*78247217*false*13.5646*0.55*[]*0.55*0.05*0.0*2.29*0.32*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2019 S1*2019-01-01*2019-06-30*3 en una escala de 1 a 7.*0.84*-0.15**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_S12019_V-80122146_daq"" decimals=""2"" unitref=""pure"">0.32</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2019 T1*2019-01-01*2019-03-31*3 en una escala de 1 a 7.*0.09*-0.16**5900235.72*3544*0.0*80033923*false*13.5645*0.27*[]*0.27*0.03*2.71*3.24*0.3*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2019 T1*2019-01-01*2019-03-31*3 en una escala de 1 a 7.*0.09*-0.16**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T12019_V-80122146_da"" decimals=""2"" unitref=""pure"">0.30</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2018 S2*2018-07-01*2018-12-31*3 (de una escala de 1 a 7).*0.12*0.0**6056621.26*3607*0.0*79991021*false*13.2072*0.55*[]*0.55*0.06*-4.15*4.28*0.31*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2018 S2*2018-07-01*2018-12-31*3 (de una escala de 1 a 7).*0.12*0.0**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_S22018_V-80122146_daq"" decimals=""2"" unitref=""pure"">0.31</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2020 T3*2020-07-01*2020-09-30*4 en una escala de 1 a 7*0.1*-0.22**4713529.77*2933*0.0*61921542*false*13.137*0.28*[]*0.28*0.03*0.07*3.74*0.32*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2020 T3*2020-07-01*2020-09-30*4 en una escala de 1 a 7*0.1*-0.22**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T32020_V-80122146_da"" decimals=""2"" unitref=""pure"">0.07</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32020_V-80122146_da"" decimals=""2"" unitref=""pure"">3.74</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32020_V-80122146_da"" decimals=""2"" unitref=""pure"">0.32</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2020 S1*2020-01-01*2020-06-30*3 en una escala de 1 a 7.*0.59*-0.17**4859893.87*3007*0.0*63796940*false*13.1272*0.55*[]*0.55*0.05*5.5*8.82*0.32*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2020 S1*2020-01-01*2020-06-30*3 en una escala de 1 a 7.*0.59*-0.17**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12020_V-80122146_daq"" decimals=""2"" unitref=""pure"">5.50</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12020_V-80122146_daq"" decimals=""2"" unitref=""pure"">8.82</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_S12020_V-80122146_daq"" decimals=""2"" unitref=""pure"">0.32</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2020 T1*2020-01-01*2020-03-31*3 en una escala de 1 a 7.*0.22*-0.15**4907452.42*3036*0.0*61061792*false*12.4427*0.27*[]*0.27*0.03*-8.07*12.01*0.31*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2020 T1*2020-01-01*2020-03-31*3 en una escala de 1 a 7.*0.22*-0.15**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T12020_V-80122146_da"" decimals=""2"" unitref=""pure"">0.31</iic-com:ratiototalgastos>]"*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE A, FI*2019 S2*2019-07-01*2019-12-31*3 en una escala de 1 a 7.*0.31*-0.18**5290045.74*3271*0.0*71600480*false*13.5349*0.55*[]*0.55*0.06*-0.08*2.16*0.32*True
UNIFOND MIXTO RENTA FIJA, FI*U.MIXTO RENTA FIJA,CLASE C, FI*2019 S2*2019-07-01*2019-12-31*3 en una escala de 1 a 7.*0.31*-0.18**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_S22019_V-80122146_daq"" decimals=""2"" unitref=""pure"">0.32</iic-com:ratiototalgastos>]"*True
