fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2009 S2*2009-07-01*2009-12-31*medio*0.72*0.24**1838788.781528*1119*0.0*19465931*false*10.5863***0.14*0.07*0.08*0.96*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2009 T3*2009-07-01*2009-09-30*medio*0.16*0.24**2027776.119174*1269*-0.435533*21450375*false*10.578276***0.11*0.05*-4.23*1.28*0.2*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 EUROCASH FI*2009 S1*2009-01-01*2009-06-30*medio*0.03*0.96**2447494.623557*1553*-0.799355*27035150*false*11.046051***0.05*0.02*-1.38*1.0*0.11*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2010 S2*2010-07-01*2010-12-31*Medio*0.18*0.48**1490162.035987*876*0.0*15936202*false*10.6943***0.11*0.05*-0.29*1.47*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2010 T3*2010-07-01*2010-09-30*Medio*0.06*0.36**1592420.648788*932*0.0*17079510*false*10.7255***0.08*0.04*2.23*1.37*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2010 S1*2010-01-01*2010-06-30*Medio*0.4*0.24**1693589.256665*970*0.0*17767558*false*10.4911***0.05*0.02*-3.06*2.53*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2010 T1*2010-01-01*2010-03-31*medio*0.24*0.24**1782684.073434*1040*0.0*19292435*false*10.8221***0.02*0.01*2.23*1.51*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2011 S2*2011-07-01*2011-12-31*Medio*0.08*1.09**1232268.652606*675*0.0*12346767*false*10.0195*0.05*0.0*0.05*0.02*-2.93*6.12*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2011 T3*2011-07-01*2011-09-30*Medio*0.0*1.09**1309521.363173*719*0.0*13516433*false*10.3217***0.03*0.01*-4.7*3.96*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2011 S1*2011-01-01*2011-06-30*Medio*0.11*0.84**1403774.289395*764*0.0*15204412*false*10.8311***0.05*0.02*-1.52*2.98*0.08*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2011 T1*2011-01-01*2011-03-31*Medio*0.08*0.48**1442909.194036*805*0.0*15868988*false*10.9979***0.02*0.01*2.84*2.55*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2012 T3*2012-07-01*2012-09-30*Medio*0.0*0.12**880749.942983*594*0.0*8422941*false*9.5634*0.03*0.0*0.03*0.01*-4.38*5.56*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2012 S1*2012-01-01*2012-06-30*Medio*0.44*0.24**1161517.1861*614*0.0*11616850*false*10.0014*0.05*0.0*0.05*0.02*-5.08*3.53*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2012 T1*2012-01-01*2012-03-31*Medio*0.1*0.24**1188294.369552*645*0.0*12520780*false*10.5368*0.02*0.0*0.02*0.01*5.16*2.55*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2013 S2*2013-07-01*2013-12-31*4, de una escala del 1 al 7*0.06*0.37**740042.514632*481*0.0*7498267*false*10.1322*0.05*0.0*0.05*0.02*2.5*4.03*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2013 T3*2013-07-01*2013-09-30*4, de una escala del 1 al 7*0.01*0.32**762133.186142*498*0.0*7533924*false*9.8853*0.03*0.0*0.03*0.01*0.59*0.3*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2013 S1*2013-01-01*2013-06-30*4, de una escala del 1 al 7*0.6*0.38**784986.833448*525*0.0*7714683*false*9.8278*0.05*0.0*0.05*0.02*-0.52*1.97*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2013 T1*2013-01-01*2013-03-31*4, de una escala del 1 al 7*0.32*0.35**812356.442966*545*0.0*8025332*false*9.8791*0.02*0.0*0.02*0.01*-3.27*8.22*0.04*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2014 S2*2014-07-01*2014-12-31*4, de una escala del 1 al 7*0.0*0.05**703674.892649*436*0.0*8063541*false*11.4592*0.05*0.0*0.05*0.03*4.96*9.53*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2014 T3*2014-07-01*2014-09-30*4, de una escala del 1 al 7*0.0*0.06**715887.964888*444*0.0*7815696*false*10.9175*0.02*0.0*0.02*0.02*0.17*0.19*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2014 S1*2014-01-01*2014-06-30*4, de una escala del 1 al 7*0.01*0.38**716712.064925*449*0.0*7811077*false*10.8985*0.05*0.0*0.05*0.02*6.76*12.69*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2014 T1*2014-01-01*2014-03-31*4, de una escala del 1 al 7*0.02*0.38**721772.024184*459*0.0*7367802*false*10.2079*0.02*0.0*0.02*0.01*0.75*0.46*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2015 S2*2015-07-01*2015-12-31*4, de una escala del 1 al 7*0.52*0.02**679859.73382*396*0.0*8364217*false*12.3029*0.05*0.0*0.05*0.03*2.92*5.34*0.06*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2015 T3*2015-07-01*2015-09-30*4, de una escala del 1 al 7*0.18*0.02**681893.621893*402*0.0*8151099*false*11.9536*0.02*0.0*0.02*0.02*0.11*0.2*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2015 S1*2015-01-01*2015-06-30*4, de una escala del 1 al 7*1.1*0.02**685688.482416*409*0.0*8187220*false*11.9401*0.05*0.0*0.05*0.02*4.02*7.49*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2015 T1*2015-01-01*2015-03-31*4, de una escala del 1 al 7*1.0*0.03**691871.172231*425*0.0*7941937*false*11.4789*0.02*0.0*0.02*0.01*0.17*0.32*0.05*False
RENTA 4 RENTA FIJA EURO, FI*RENTA 4 RENTA FIJA EURO FI*2016 T3*2016-07-01*2016-09-30*4, de una escala del 1 al 7*0.03*0.26**673663.412039*377*0.0*8481699*false*12.5904*0.02*0.0*0.02*0.02*0.1*0.33*0.05*False
