fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2010 S2*2010-07-01*2010-12-31*Alto*0.32*0.55**3817.24*3*0.0*378341*false*99.1139***0.13*0.01****False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2011 T3*2011-07-01*2011-09-30*Alto*0.13*1.01**488663.66*663*0.0*42912841*false*87.8167***0.34*0.02*-10.49*10.38*0.39*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2011 S1*2011-01-01*2011-06-30*Alto*0.56*0.46**503263.08*648*0.0*49372121*false*98.104***0.66*0.04*-1.07*6.21*0.36*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2011 T1*2011-01-01*2011-03-31*Alto*0.0*0.24**337907.88*430*0.0*33506997*false*99.1602***0.32*0.02*0.05*6.6*0.35*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIï¿½N*2012 S2*2012-07-01*2012-12-31*Alto*1.54*0.19**464581.45*588*0.0*43541733*false*93.7225*0.68*0.12*0.8*0.05*2.18*5.63*0.52*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2012 T3*2012-07-01*2012-09-30*Alto*0.05*0.22**544382.77*663*0.0*49934700*false*91.7272*0.34*0.0*0.34*0.02*0.81*6.25*0.5*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2012 S1*2012-01-01*2012-06-30*Alto*0.25*0.34**577571.95*714*0.0*52551950*false*90.9877*0.67*0.0*0.67*0.05*-2.01*5.09*0.48*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2012 T1*2012-01-01*2012-03-31*Alto*0.35*0.27**596192.16*731*0.0*55359879*false*92.8558*0.33*0.08*0.41*0.02*1.36*3.26*0.47*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2013 T3*2013-07-01*2013-09-30*Medio-Alto*1.01*0.11**461402.77*598*0.0*43876073*false*95.0928*0.34*0.0*0.34*0.02*2.66*3.47*0.46*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2013 S1*2013-01-01*2013-06-30*Medio-Alto*1.04*0.19**485230.3*632*0.0*44945471*false*92.6271*0.67*0.0*0.67*0.05*-2.39*7.47*0.53*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*BANIF CARTERA SELECCIÓN*2013 T1*2013-01-01*2013-03-31*Alto*0.09*0.12**483639.38*615*0.0*45896858*false*94.8989*0.33*0.11*0.44*0.02*1.26*5.29*0.52*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIï¿½N*2014 S2*2014-07-01*2014-12-31*4 en una escala del 1 al 7*0.0*0.01**418372.76*574*0.0*43213485*false*103.2894*0.68*0.04*0.72*0.05*0.47*9.33*0.48*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2014 T3*2014-07-01*2014-09-30*4 en una escala del 1 al 7*0.0*0.01**446026.73*596*0.0*45853724*false*102.8049*0.34*0.06*0.4*0.02*0.59*6.41*0.48*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2014 S1*2014-01-01*2014-06-30*4 en una escala del 1 al 7*0.94*0.23**443754.36*601*0.0*45351190*false*102.1989*0.67*0.29*0.96*0.05*1.22*4.79*0.5*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2014 T1*2014-01-01*2014-03-31*5 en una escala del 1 al 7*0.77*0.23**449732.78*617*0.0*45408508*false*100.9678*0.33*0.18*0.51*0.02*2.02*6.89*0.49*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIï¿½N*2015 S2*2015-07-01*2015-12-31*4 en una escala del 1 al 7*0.0*-0.05**528015.14*685*0.0*55838431*false*105.7516*0.68*-0.3*0.38*0.05*1.77*6.6*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2015 T3*2015-07-01*2015-09-30*4 en una escala del 1 al 7*0.0*-0.08**499657.59*646*0.0*51921193*false*103.9135*0.34*-0.41*-0.07*0.02*-4.91*9.95*0.46*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2015 S1*2015-01-01*2015-06-30*4 en una escala del 1 al 7*0.22*-0.03**452608.56*598*0.0*49460388*false*109.2785*0.67*0.47*1.14*0.05*-1.62*5.85*0.48*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2015 T1*2015-01-01*2015-03-31*4 en una escala del 1 al 7*0.11*0.02**414823.2*565*0.0*46076729*false*111.0756*0.33*0.65*0.98*0.02*7.54*6.87*0.47*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA FLEXIBLE 95, F.I.*2016 S2*2016-07-01*2016-12-31*4 en una escala del 1 al 7*0.0*-0.14**1291395.31*1273*0.0*140437147*false*108.7484*0.68*0.27*0.95*0.05*2.06*4.01*0.43*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA FLEXIBLE 95, F.I.*2016 T3*2016-07-01*2016-09-30*4 en una escala del 1 al 7*0.0*-0.03**925939.27*1054*0.0*98666080*false*106.5578*0.34*0.05*0.39*0.02*3.17*5.06*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA FLEXIBLE 95, F.I.*2016 S1*2016-01-01*2016-06-30*4 en una escala del 1 al 7*0.0*0.0**870294.2*1019*0.0*89887316*false*103.2838*0.67*0.0*0.67*0.05***0.44*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA SELECCIÓN*2016 T1*2016-01-01*2016-03-31*4 en una escala del 1 al 7*0.0*0.0**610198.34*777*0.0*63080084*false*103.3764*0.34*0.0*0.34*0.02*-2.25*11.57*0.44*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2017 S2*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.02*-0.28**4253916.38*3710*0.0*485747483*false*114.1883*0.68*0.11*0.79*0.05*0.33*2.79*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2017 T3*2017-07-01*2017-09-30*4 en una escala del 1 al 7*0.23*-0.29**3505441.19*3067*0.0*398969438*false*113.8143*0.34*0.09*0.43*0.02*0.96*4.26*0.43*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA FLEXIBLE 95, F.I.*2017 S1*2017-01-01*2017-06-30*4 en una escala del 1 al 7*0.0*-0.32**3083841.19*2758*0.0*347632762*false*112.7272*0.67*0.24*0.91*0.05*0.26*4.14*0.42*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*SANTANDER PB CARTERA FLEXIBLE 95, F.I.*2017 T1*2017-01-01*2017-03-31*4 en una escala del 1 al 7*0.0*-0.33**2201311.16*1982*0.0*247504163*false*112.4349*0.33*0.32*0.65*0.02*3.39*3.34*0.42*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2018 T3*2018-07-01*2018-09-30*4 en una escala del 1 al 7*0.0*-0.3**4740759.28*4223*0.0*533118894*false*112.4543*0.34*0.0*0.34*0.02*0.71*4.44*0.46*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2018 S1*2018-01-01*2018-06-30*4 en una escala del 1 al 7*0.22*-0.29**5001233.26*4415*0.0*558436512*false*111.6598*0.67*0.0*0.67*0.05*0.77*5.53*0.44*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2018 T1*2018-01-01*2018-03-31*4 en una escala del 1 al 7*0.1*-0.28**5137223.22*4466*0.0*569237300*false*110.8064*0.33*0.0*0.33*0.02*-2.96*8.09*0.44*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2019 S2*2019-07-01*2019-12-31*4 en una escala del 1 al 7*0.56*-0.34**3427380.67*3452*0.0*403793051*false*117.8139*0.68*0.24*0.92*0.05*2.5*5.4*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2019 T3*2019-07-01*2019-09-30*4 en una escala del 1 al 7*0.11*-0.3**3455144.31*3515*0.0*397145310*false*114.9432*0.34*0.0*0.34*0.03*0.77*6.28*0.46*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2019 S1*2019-01-01*2019-06-30*4 en una escala del 1 al 7*0.19*-0.3**3665348.23*3575*0.0*418074712*false*114.0614*0.67*0.0*0.67*0.05*2.12*5.11*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2019 T1*2019-01-01*2019-03-31*4 en una escala del 1 al 7*0.18*-0.3**3935770.75*3774*0.0*439582318*false*111.689*0.33*0.0*0.33*0.02*7.93*6.59*0.45*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2020 S2*2020-07-01*2020-12-31*4 en una escala del 1 al 7*0.58*-0.5**2975977.66*3337*0.0*345897623*false*116.2299*0.68*0.0*0.68*0.05*7.24*8.98*0.42*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2020 T3*2020-07-01*2020-09-30*4 en una escala del 1 al 7*0.34*-0.5**3308120.17*3672*0.0*358537234*false*108.381*0.34*0.0*0.34*0.03*1.52*8.61*0.42*False
SANTANDER PB SYSTEMATIC DYNAMIC, FI*Santander Pb Cartera Flexible 95, F.I.*2020 S1*2020-01-01*2020-06-30*4 en una escala del 1 al 7*1.17*-0.47**3530009.67*3882*0.0*376846919*false*106.7552*0.67*0.0*0.67*0.05*6.1*12.51*0.41*False
