fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2009 S2*2009-07-01*2009-12-31*Muy elevado*0.0*0.35**963287.15*2086**7752000*false*8.0473***1.13*0.05*8.56*37.18*0.6*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2009 T3*2009-07-01*2009-09-30*Muy elevado*0.0*0.36**626208.41*1464**4642000*false*7.4129***0.56*0.02*26.77*53.47*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2009 S1*2009-01-01*2009-06-30*Muy elevado*0.0*1.31**347581.42*730*0.0*2032000*false*5.8473***1.11*0.05*32.14*39.9*0.75*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2010 S2*2010-07-01*2010-12-31*Muy elevado*0.0*0.57**1311260.39*2238**12444000*false*9.4905***1.14*0.05*9.67*23.77*0.61*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2010 T3*2010-07-01*2010-09-30*Muy elevado*0.0*0.49**1315171.91*2230**11381000*false*8.6539***0.57*0.03*8.0*26.29*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2010 S1*2010-01-01*2010-06-30*Muy elevado*0.0*0.36**1483145.23*3505**11884000*false*8.0129***1.11*0.05*-8.4*29.33*0.59*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2010 T1*2010-01-01*2010-03-31*Muy elevado*0.0*0.32**1513311.15*3549**13238000*false*8.7479***0.55*0.02*8.71*30.34*0.6*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2011 S2*2011-07-01*2011-12-31*Muy elevado*0.32*1.25**1595447.13*2105**11861000*false*7.434*1.14*0.0*1.14*0.05*5.08*27.23*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2011 T3*2011-07-01*2011-09-30*Muy elevado*0.2*1.12**1740415.04*2250**12313000*false*7.0745***0.57*0.03*-23.73*22.65*0.65*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2011 S1*2011-01-01*2011-06-30*Muy elevado*0.0*0.94**2155991.76*3645**19997000*false*9.2753***1.11*0.05*-7.43*16.81*0.59*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2011 T1*2011-01-01*2011-03-31*Muy elevado*0.0*0.75**2299688.4*3490**23042000*false*10.0194***0.55*0.02*5.57*23.4*0.59*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2012 T3*2012-07-01*2012-09-30*Muy elevado*0.57*0.26**1166278.51*2442**9764000*false*8.3718*0.57*0.0*0.57*0.03*9.02*24.33*0.65*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2012 S1*2012-01-01*2012-06-30*Muy elevado*0.0*0.39**1337558.56*1894**10271000*false*7.6789*1.12*0.0*1.12*0.05*-10.18*28.83*0.6*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2012 T1*2012-01-01*2012-03-31*Muy elevado*0.0*0.39**1608096.13*2759**13748000*false*8.549*0.56*0.0*0.56*0.02*15.0*27.48*0.59*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2013 S2*2013-07-01*2013-12-31*Muy elevado*0.0*1.01**538578.84*524**3913000*false*7.2658*1.14*0.0*1.14*0.05*-3.08*18.29*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2013 T3*2013-07-01*2013-09-30*Muy elevado*0.0*0.85**724689.94*3059**5433000*false*7.4964*0.57*0.0*0.57*0.03*2.92*17.67*0.7*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2013 S1*2013-01-01*2013-06-30*Muy elevado*0.0*0.15**805567.01*2432**5868000*false*7.2838*1.12*0.0*1.12*0.05*-12.59*16.76*0.61*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL BS EUROPA EMERGENTE BOLSA, F.I.*2013 T1*2013-01-01*2013-03-31*Muy elevado*0.0*0.1**1149309.64*2459**9577000*false*8.3331*0.55*0.0*0.55*0.02*-2.97*16.97*0.59*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2014 S2*2014-07-01*2014-12-31*Muy elevado*0.0*0.28**802028.48*383**4311000*false*5.3754*1.13*0.0*1.13*0.05*-16.28*23.92*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2014 T3*2014-07-01*2014-09-30*Muy elevado*0.0*0.2**788060.45*394**5060000*false*6.4205*0.57*0.0*0.57*0.03*-8.29*18.41*0.65*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2014 S1*2014-01-01*2014-06-30*Muy elevado*0.1*0.47**594716.31*3699**4164000*false*7.001*1.11*0.0*1.11*0.05*5.02*19.15*0.62*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2014 T1*2014-01-01*2014-03-31*Muy elevado*0.14*0.6**343124.87*430**2287000*false*6.6665*0.56*0.0*0.56*0.02*-8.25*20.99*0.63*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.26**324472.23*380*[]*1623000*false*5.0026*0.57*0.0*0.57*0.03*-14.6*24.91*0.67*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.26**317686.97*6*[]*1593000*false*5.0152*0.42*0.0*0.42*0.03*-14.47*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166143_da"" decimals=""2"" unitref=""pure"">24.91</iic-com-fon:volatilidadvalorliquidativo>]"*0.59*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.26**0.0*0*[]*0*false*5.0275*0.0*0.0*0.0*0.0*-14.36*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166143_da"" decimals=""2"" unitref=""pure"">24.91</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.26**0.0*0*[]*0*false*5.009*0.0*0.0*0.0*0.0*-14.54*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166143_da"" decimals=""2"" unitref=""pure"">24.91</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.47**329318.73*406*[]*1929000*false*5.8581*1.13*0.0*1.13*0.05*[]*[]*[]*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.47**317686.97*6*[]*1863000*false*5.8639*0.23*0.0*0.23*0.01*[]*[]*[]*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.47**0.0*0*[]*0*false*5.8702*0.0*0.0*0.0*0.0*[]*[]*[]*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.47**0.0*0*[]*0*false*5.8612*0.0*0.0*0.0*0.0*[]*[]*[]*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, F.I.*2015 T1*2015-01-01*2015-03-31*Muy elevado*0.0*0.47**309791.03*381**1853000*false*5.9815*0.56*0.0*0.56*0.03*11.27*24.18*0.65*False
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**436668.79*418*[]*2297000*false*5.2611*0.56*0.0*0.56*0.03*2.14*26.68*0.62*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**495889.49*277*[]*2631000*false*5.306*0.42*0.0*0.42*0.03*2.29*26.68*0.48*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**1144729.38*4*[]*6122000*false*5.3484*0.23*0.0*0.23*0.02*2.43*26.68*0.33*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**2322373.15*12890*[]*12270000*false*5.2836*0.48*0.0*0.48*0.02*2.21*26.68*0.59*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - EMPRESA*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**0.0*0*[]*0*false*5.4249*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.14</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.29</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.43</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.21</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.62</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.48</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.33</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.59</iic-com:ratiototalgastos>]"*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PYME*2016 T3*2016-07-01*2016-09-30*7, en una escala del 1 al 7*0.0*0.1**0.0*0*[]*0*false*5.4221*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.14</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.29</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.43</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">2.21</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">26.68</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.62</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.48</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.33</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32016_V-64166143_da"" decimals=""2"" unitref=""pure"">.59</iic-com:ratiototalgastos>]"*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*0.0*0.27**405085.71*407*[]*2087000*false*5.1509*1.12*0.0*1.12*0.05*-3.11*29.37*0.6*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*0.0*0.27**531401.7*23*[]*2756000*false*5.1872*0.82*0.0*0.82*0.05*-2.97*29.37*0.45*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*0.0*0.27**0.0*0*[]*0*false*5.2214*0.0*0.0*0.0*0.0*-2.83*29.37*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*0.0*0.27**255421.47*1332*[]*1320000*false*5.1691*0.12*0.0*0.12*0.01*-3.04*29.37*0.18*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2016 T1*2016-01-01*2016-03-31*Muy elevado*0.0*0.3**341276.83*380*[]*1814000*false*5.3164*0.56*0.0*0.56*0.02*10.64*[]*0.64*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2016 T1*2016-01-01*2016-03-31*Muy elevado*0.0*0.3**352738.14*4*[]*1886000*false*5.3458*0.41*0.0*0.41*0.02*10.81*[]*0.49*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2016 T1*2016-01-01*2016-03-31*Muy elevado*0.0*0.3**0.0*0*[]*0*false*5.3737*0.0*0.0*0.0*0.0*10.96*[]*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2016 T1*2016-01-01*2016-03-31*Muy elevado*0.0*0.3**0.0*0*[]*0*false*5.3312*0.0*0.0*0.0*0.0*10.73*[]*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2015 S2*2015-07-01*2015-12-31*Muy elevado*0.0*0.3**314897.42*358*[]*1513000*false*4.8051*1.13*0.0*1.13*0.05*-3.95*[]*0.67*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PLUS*2015 S2*2015-07-01*2015-12-31*Muy elevado*0.0*0.3**317686.97*6*[]*1533000*false*4.8244*0.83*0.0*0.83*0.05*-3.8*[]*0.52*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - PREMIER*2015 S2*2015-07-01*2015-12-31*Muy elevado*0.0*0.3**0.0*0*[]*0*false*4.843*0.0*0.0*0.0*0.0*-3.67*[]*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - CARTERA*2015 S2*2015-07-01*2015-12-31*Muy elevado*0.0*0.3**0.0*0*[]*0*false*4.8148*0.0*0.0*0.0*0.0*-3.88*[]*0.0*True
SABADELL EUROPA EMERGENTE BOLSA, FI*SABADELL EUROPA EMERGENTE BOLSA, FI - BASE*2017 S2*2017-07-01*2017-12-31*6, en una escala del 1 al 7*0.0*-0.02**394286.86*512*[]*2465000*false*6.2512*1.13*0.0*1.13*0.05*1.48*13.54*0.6*True
