fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2017 S2*2017-07-01*2017-12-31*7 en una escala del 1 al 7*0.0*0.0**288621.75*246*0.0*44465367*false*154.061*0.25*[]*0.25*0.03*4.03*9.8*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2017 S2*2017-07-01*2017-12-31*7 en una escala del 1 al 7*0.0*0.0**376543.73*1886*0.0*55925114*false*148.5222*0.88*[]*0.88*0.03*3.7*9.8*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2017 S2*2017-07-01*2017-12-31*7 en una escala del 1 al 7*0.0*0.0**578251.42*647*0.0*87139461*false*150.6948*0.63*[]*0.63*0.03*3.83*9.8*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2017 T3*2017-07-01*2017-09-30*7 en una escala del 1 al 7*0.06*0.0**309356.75*247*0.0*45815478*false*148.0992*0.13*[]*0.13*0.01*-0.81*7.59*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2017 T3*2017-07-01*2017-09-30*7 en una escala del 1 al 7*0.06*0.0**384531.39*1886*0.0*55074609*false*143.2253*0.44*[]*0.44*0.01*-1.12*7.59*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2017 T3*2017-07-01*2017-09-30*7 en una escala del 1 al 7*0.06*0.0**600525.57*1325*0.0*87158648*false*145.1373*0.32*[]*0.32*0.01*-0.99*7.59*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2017 S1*2017-01-01*2017-06-30*7 en una escala del 1 al 7*0.0*0.0**342820.57*251*0.0*51184096*false*149.3029*0.25*[]*0.25*0.03*6.59*8.18*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2017 S1*2017-01-01*2017-06-30*7 en una escala del 1 al 7*0.0*0.0**384499.69*1851*0.0*55692861*false*144.845*0.87*[]*0.87*0.03*6.26*8.18*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2017 S1*2017-01-01*2017-06-30*7 en una escala del 1 al 7*0.0*0.0**597338.35*1291*0.0*87566085*false*146.5938*0.62*[]*0.62*0.03*6.39*8.18*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2017 T1*2017-01-01*2017-03-31*7 en una escala del 1 al 7*0.0*0.0**350325.83*250*0.0*49071892*false*140.075*0.12*[]*0.12*0.02*6.29*7.4*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2017 T1*2017-01-01*2017-03-31*7 en una escala del 1 al 7*0.0*0.0**367171.23*1767*0.0*50051622*false*136.3168*0.43*[]*0.43*0.02*5.97*7.4*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2017 T1*2017-01-01*2017-03-31*7 en una escala del 1 al 7*0.0*0.0**477728.06*1016*0.0*65826514*false*137.7908*0.31*[]*0.31*0.02*6.1*7.4*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2018 T3*2018-07-01*2018-09-30*7 en una escala del 1 al 7*0.0*0.0**284707.08*244*0.0*46545879*false*163.4869*0.13*[]*0.13*0.01*-0.76*7.88*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2018 T3*2018-07-01*2018-09-30*7 en una escala del 1 al 7*0.0*0.0**510303.22*2821*0.0*79678097*false*156.1387*0.44*[]*0.44*0.01*-1.07*7.88*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2018 T3*2018-07-01*2018-09-30*7 en una escala del 1 al 7*0.0*0.0**775557.91*936*0.0*123326474*false*159.0165*0.32*[]*0.32*0.01*-0.95*7.88*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2018 S1*2018-01-01*2018-06-30*7 en una escala del 1 al 7*0.0*0.0**285264.1*247*0.0*46993183*false*164.7357*0.25*[]*0.25*0.02*4.84*8.69*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2018 S1*2018-01-01*2018-06-30*7 en una escala del 1 al 7*0.0*0.0**537960.79*2886*0.0*84905306*false*157.8281*0.87*[]*0.87*0.02*4.51*8.69*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2018 S1*2018-01-01*2018-06-30*7 en una escala del 1 al 7*0.0*0.0**797176.98*942*0.0*127974259*false*160.5343*0.62*[]*0.62*0.02*4.64*8.69*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2018 T1*2018-01-01*2018-03-31*7 en una escala del 1 al 7*0.0*0.0**288880.89*248*0.0*45393398*false*157.1353*0.12*[]*0.12*0.01*2.0*10.51*0.13*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2018 T1*2018-01-01*2018-03-31*7 en una escala del 1 al 7*0.0*0.0**427621.24*2209*0.0*64579272*false*151.0198*0.43*[]*0.43*0.01*1.68*10.51*0.44*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2018 T1*2018-01-01*2018-03-31*7 en una escala del 1 al 7*0.0*0.0**682275.34*791*0.0*104673252*false*153.4179*0.31*[]*0.31*0.01*1.81*10.51*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2019 S2*2019-07-01*2019-12-31*5 en una escala del 1 al 7*0.0*-0.4**236876.5*235*0.0*36013511*false*152.035*0.25*[]*0.25*0.02*5.33*10.52*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2019 S2*2019-07-01*2019-12-31*5 en una escala del 1 al 7*0.0*-0.4**366228.5*2352*0.0*52351131*false*142.9466*0.88*[]*0.88*0.02*5.0*10.52*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2019 S2*2019-07-01*2019-12-31*5 en una escala del 1 al 7*0.0*-0.4**580781.94*829*0.0*85081925*false*146.4955*0.63*[]*0.63*0.02*5.13*10.52*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2019 T3*2019-07-01*2019-09-30*7 en una escala del 1 al 7*0.0*-0.3**277647.97*242*0.0*40076522*false*144.3429*0.13*[]*0.13*0.01*-5.31*12.33*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2019 T3*2019-07-01*2019-09-30*7 en una escala del 1 al 7*0.0*-0.3**415480.93*2546*0.0*56564693*false*136.1427*0.44*[]*0.44*0.01*-5.61*12.33*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2019 T3*2019-07-01*2019-09-30*7 en una escala del 1 al 7*0.0*-0.3**619920.08*878*0.0*86383931*false*139.3469*0.32*[]*0.32*0.01*-5.49*12.33*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2019 S1*2019-01-01*2019-06-30*7 en una escala del 1 al 7*0.0*-0.3**271072.69*243*0.0*41323199*false*152.4432*0.25*[]*0.25*0.02*-0.05*10.25*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2019 S1*2019-01-01*2019-06-30*7 en una escala del 1 al 7*0.0*-0.3**441333.07*2636*0.0*63656363*false*144.2366*0.87*[]*0.87*0.02*-0.36*10.25*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2019 S1*2019-01-01*2019-06-30*7 en una escala del 1 al 7*0.0*-0.3**659549.19*924*0.0*97247426*false*147.4453*0.62*[]*0.62*0.02*-0.24*10.25*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2019 T1*2019-01-01*2019-03-31*7 en una escala del 1 al 7*0.0*0.0**282275.88*244*0.0*43053389*false*152.5224*0.12*[]*0.12*0.01*7.7*10.77*0.13*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2019 T1*2019-01-01*2019-03-31*7 en una escala del 1 al 7*0.0*0.0**495854.94*2773*0.0*71780901*false*144.7619*0.43*[]*0.43*0.01*7.36*10.77*0.44*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2019 T1*2019-01-01*2019-03-31*7 en una escala del 1 al 7*0.0*0.0**727891.47*960*0.0*107580872*false*147.798*0.31*[]*0.31*0.01*7.5*10.77*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2020 S2*2020-07-01*2020-12-31*6 en una escala del 1 al 7*0.08*-0.4**288777.86*233*0.0*38712607*false*134.0567*0.25*[]*0.25*0.02*23.74*22.97*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2020 S2*2020-07-01*2020-12-31*6 en una escala del 1 al 7*0.08*-0.4**262655.69*1937*0.0*32694669*false*124.4773*0.88*[]*0.88*0.02*23.35*22.97*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2020 S2*2020-07-01*2020-12-31*6 en una escala del 1 al 7*0.08*-0.4**433460.14*648*0.0*55572653*false*128.2071*0.63*[]*0.63*0.02*23.51*22.97*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2020 T3*2020-07-01*2020-09-30*6 en una escala del 1 al 7*0.06*-0.4**289774.15*235*0.0*31392740*false*108.3352*0.13*[]*0.13*0.01*-1.44*16.0*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2020 T3*2020-07-01*2020-09-30*6 en una escala del 1 al 7*0.06*-0.4**273220.69*1994*0.0*27570801*false*100.9104*0.44*[]*0.44*0.01*-1.75*16.0*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2020 T3*2020-07-01*2020-09-30*6 en una escala del 1 al 7*0.06*-0.4**512737.89*677*0.0*53223960*false*103.8034*0.31*[]*0.31*0.01*-1.63*16.0*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2020 S1*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.0*-0.4**290633.11*235*0.0*31945767*false*109.9179*0.25*[]*0.25*0.02*10.38*26.73*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2020 S1*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.0*-0.4**294251.04*2085*0.0*30221576*false*102.7068*0.87*[]*0.87*0.02*10.03*26.73*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2020 S1*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.0*-0.4**500587.13*687*0.0*52821277*false*105.5186*0.62*[]*0.62*0.02*10.17*26.73*0.32*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2020 T1*2020-01-01*2020-03-31*5 en una escala del 1 al 7*0.0*-0.4**308001.72*240*0.0*30672314*false*99.5849*0.12*[]*0.12*0.01*-34.5*40.81*0.13*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2020 T1*2020-01-01*2020-03-31*5 en una escala del 1 al 7*0.0*-0.4**318439.06*2175*0.0*29723530*false*93.3413*0.44*[]*0.44*0.01*-34.7*40.81*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2020 T1*2020-01-01*2020-03-31*5 en una escala del 1 al 7*0.0*-0.4**552891.96*812*0.0*52954702*false*95.7777*0.31*[]*0.31*0.01*-34.62*40.81*0.32*True
