fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2015 S2*2015-07-01*2015-12-31*7 en una escala del 1 al 7*0.0*0.0**417392.68*246*0.0*47049276*false*112.7219*0.25*[]*0.25*0.04*8.11*10.52*0.15*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2015 T3*2015-07-01*2015-09-30*7 en una escala del 1 al 7*0.0*0.0**418188.48*245*0.0*43604071*false*104.2689*0.13*[]*0.13*0.02*-3.73*16.36*0.15*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2015 T3*2015-07-01*2015-09-30*7 en una escala del 1 al 7*0.0*0.0**67292.69*361*0.0*6956356*false*103.3746*0.44*[]*0.44*0.02*-4.04*16.36*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2015 T3*2015-07-01*2015-09-30*7 en una escala del 1 al 7*0.0*0.0**123890.19*79*0.0*12845077*false*103.6811*0.31*[]*0.31*0.02*-3.91*16.36*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2015 S1*2015-01-01*2015-06-30*7 en una escala del 1 al 7*0.0*-0.02**415593.21*240*0.0*45013687*false*108.3119*0.24*[]*0.24*0.03*-2.63*9.72*0.15*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2015 S1*2015-01-01*2015-06-30*7 en una escala del 1 al 7*0.0*-0.02**40641.52*284*0.0*4377975*false*107.7217*0.86*[]*0.86*0.03*-2.94*9.72*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2015 S1*2015-01-01*2015-06-30*7 en una escala del 1 al 7*0.0*-0.02**105750.14*53*0.0*11410959*false*107.9049*0.5*[]*0.5*0.03*-2.82*9.72*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2015 T1*2015-01-01*2015-03-31*7 en una escala del 1 al 7*0.0*0.01**420839.35*232*0.0*46814876*false*111.2417*0.12*[]*0.12*0.02*[]*[]*[]*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2015 T1*2015-01-01*2015-03-31*7 en una escala del 1 al 7*0.0*0.01**16243.83*127*0.0*1802755*false*110.9809*0.42*[]*0.42*0.02*[]*[]*[]*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2015 T1*2015-01-01*2015-03-31*7 en una escala del 1 al 7*0.0*0.01**17858.71*9*0.0*1982873*false*111.0311*0.15*[]*0.15*0.01*[]*[]*[]*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2016 S2*2016-07-01*2016-12-31*7 en una escala del 1 al 7*0.0*0.0**348724.87*250*0.0*45955993*false*131.783*0.25*[]*0.25*0.04*8.02*7.91*0.15*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2016 S2*2016-07-01*2016-12-31*7 en una escala del 1 al 7*0.0*0.0**342455.63*1863*0.0*44054575*false*128.6432*0.87*[]*0.87*0.03*7.68*7.91*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2016 S2*2016-07-01*2016-12-31*7 en una escala del 1 al 7*0.0*0.0**290806.16*333*0.0*37768187*false*129.8741*0.63*[]*0.63*0.04*7.81*7.91*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2016 T3*2016-07-01*2016-09-30*7 en una escala del 1 al 7*0.0*0.0**345368.74*246*0.0*42135764*false*122.0023*0.13*[]*0.13*0.02*8.26*9.91*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2016 T3*2016-07-01*2016-09-30*7 en una escala del 1 al 7*0.0*0.0**141029.49*692*0.0*16848836*false*119.4703*0.44*[]*0.44*0.02*7.92*9.91*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2016 T3*2016-07-01*2016-09-30*7 en una escala del 1 al 7*0.0*0.0**220799.59*228*0.0*26597952*false*120.462*0.31*[]*0.31*0.02*8.06*9.91*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2016 S1*2016-01-01*2016-06-30*7 en una escala del 1 al 7*0.0*0.0**373090.86*247*0.0*42044194*false*112.6916*0.25*[]*0.25*0.03*-1.75*16.65*0.15*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2016 S1*2016-01-01*2016-06-30*7 en una escala del 1 al 7*0.0*0.0**102499.42*567*0.0*11346700*false*110.7001*0.87*[]*0.87*0.03*-2.04*16.65*0.46*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2016 S1*2016-01-01*2016-06-30*7 en una escala del 1 al 7*0.0*0.0**199732.48*170*0.0*22265937*false*111.4788*0.62*[]*0.62*0.03*-1.89*16.67*0.33*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE E*2016 T1*2016-01-01*2016-03-31*7 en una escala del 1 al 7*0.0*0.0**379593.53*248*0.0*43539857*false*114.7013*0.12*[]*0.12*0.02*1.76*16.52*0.14*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE M*2016 T1*2016-01-01*2016-03-31*7 en una escala del 1 al 7*0.0*0.0**86633.54*471*0.0*9790279*false*113.0079*0.43*[]*0.43*0.02*1.44*16.52*0.45*True
MAGALLANES IBERIAN EQUITY FI*MAGALLANES IBERIAN EQUITY- CLASE P*2016 T1*2016-01-01*2016-03-31*7 en una escala del 1 al 7*0.0*0.0**222655.77*140*0.0*25299741*false*113.6272*0.31*[]*0.31*0.02*1.57*16.52*0.33*True
