fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2009 S2*2009-07-01*2009-12-31*Alto*0.81*0.26**783697.17*102*0.0*8451517*false*10.7842***0.95*0.05*-3.53*7.57*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2009 T3*2009-07-01*2009-09-30*Alto*0.61*0.27**785075.05*99*0.0*8776142*false*11.1787***0.0*0.03*7.95*6.7*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2009 S1*2009-01-01*2009-06-30*Alto*1.03*0.97**785072.0*100*0.0*8129847*false*10.3555***0.5*0.05*12.04*11.61*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2010 S2*2010-07-01*2010-12-31*Alto*0.4*0.45**786587.21*103*0.0*7718831*false*9.8131***0.5*0.05*-3.74*13.17*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2010 T3*2010-07-01*2010-09-30*Alto*0.25*0.38**792131.89*98*0.0*8075087*false*10.1941***0.25*0.03*6.95*11.24*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2010 S1*2010-01-01*2010-06-30*Alto*0.37*0.29**792800.78*103*0.0*7556686*false*9.5316***0.5*0.05*-9.4*20.78*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2010 T1*2010-01-01*2010-03-31*Alto*0.21*0.23**792806.72*105*0.0*8341178*false*10.5211***0.25*0.02*-2.44*9.52*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2011 S2*2011-07-01*2011-12-31*Alto*0.28*1.0**786036.37*118*0.0*7354883*false*9.3569*0.5*0.0*0.5*0.05*1.29*19.52*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2011 T3*2011-07-01*2011-09-30*Alto*0.04*1.03**786038.24*120*0.0*7261396*false*9.238***0.25*0.03*-11.82*23.96*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2011 S1*2011-01-01*2011-06-30*Alto*1.07*0.77**786017.34*100*0.0*8234567*false*10.4763***0.5*0.05*-3.38*13.11*-0.65*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2011 T1*2011-01-01*2011-03-31*Alto*0.86*0.58**787493.31*103*0.0*8538902*false*10.8431***1.21*0.02*10.5*14.12*1.26*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2012 T3*2012-07-01*2012-09-30*Alto*0.51*0.12**786040.290062*106*0.0*6501345*false*8.271*0.25*0.0*0.25*0.03*4.24*23.11*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2012 S1*2012-01-01*2012-06-30*Alto*0.8*0.24**786040.290062*106*0.0*6236619*false*7.9342*0.5*0.0*0.5*0.05*-10.27*21.62*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2012 T1*2012-01-01*2012-03-31*Alto*0.69*0.24**786032.240068*106*0.0*6950741*false*8.8428*0.25*0.0*0.25*0.02*-5.49*13.36*0.31*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2013 S2*2013-07-01*2013-12-31*7, de una escala del 1 al 7*0.76*0.36**641168.264595*161*0.0*6604048*false*10.3*0.51*0.86*1.37*0.05*3.57*5.05*0.28*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2013 T3*2013-07-01*2013-09-30*7, de una escala del 1 al 7*0.21*0.32**631644.973094*156*0.0*6281403*false*9.9445*0.25*0.55*0.8*0.03*6.28*6.12*0.28*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2013 S1*2013-01-01*2013-06-30*7, de una escala del 1 al 7*1.17*0.38**656535.419768*129*0.0*6143423*false*9.3573*0.5*0.64*1.14*0.05*3.96*7.61*0.28*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2013 T1*2013-01-01*2013-03-31*5, de una escala del 1 al 7*0.51*0.35**654600.135865*115*0.0*5891792*false*9.0006*0.25*0.3*0.55*0.02*3.12*11.81*0.27*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2014 S2*2014-07-01*2014-12-31*7, de una escala del 1 al 7*0.62*0.05**647957.419785*162*0.0*6865319*false*10.5953*0.5*-0.47*0.03*0.05*-2.93*11.31*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2014 T3*2014-07-01*2014-09-30*7, de una escala del 1 al 7*0.25*0.06**661199.452343*190*0.0*7216965*false*10.915*0.25*-0.19*0.06*0.02*-2.06*7.87*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2014 S1*2014-01-01*2014-06-30*7, de una escala del 1 al 7*0.85*0.39**660002.138029*192*0.0*7355177*false*11.1442*0.5*0.7*1.2*0.05*3.67*5.15*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2014 T1*2014-01-01*2014-03-31*7, de una escala del 1 al 7*0.48*0.37**641243.122094*169*0.0*6892940*false*10.7493*0.25*0.38*0.63*0.02*4.36*8.18*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2015 S2*2015-07-01*2015-12-31*7, de una escala del 1 al 7*0.71*0.02**605995.222808*129*0.0*5980639*false*9.8691*0.5*-0.5*0.0*0.05*-0.19*15.19*0.3*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2015 T3*2015-07-01*2015-09-30*7, de una escala del 1 al 7*0.21*0.02**619312.735724*136*0.0*6124002*false*9.8884*0.26*-0.48*-0.22*0.03*-11.57*15.5*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2015 S1*2015-01-01*2015-06-30*7, de una escala del 1 al 7*1.12*0.03**622216.514978*148*0.0*6957992*false*11.1826*0.5*0.46*0.96*0.05*-1.8*8.62*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2015 T1*2015-01-01*2015-03-31*7, de una escala del 1 al 7*0.62*0.03**622889.934214*146*0.0*7093244*false*11.3876*0.25*0.64*0.89*0.02*7.48*8.41*0.29*False
FONDEMAR DE INVERSIONES, FI*FONDEMAR DE INVERSIONES, FI*2016 T3*2016-07-01*2016-09-30*7, de una escala del 1 al 7*0.37*0.3**596530.330502*117*0.0*5834455*false*9.7807*0.25*0.0*0.25*0.02*4.34*7.2*0.29*False
