fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2015 S2*2015-07-01*2015-12-31*6 en una escala de 1 a 7*0.0*0.0**30321.64*3*0.0*299925*false*9.8915*0.1*0.0*0.1*0.01***0.31*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2016 S2*2016-07-01*2016-12-31*6 en una escala de 1 a 7*0.69*0.0**1311515.53*551*0.0*14025840*false*10.6944*0.95*0.0*0.95*0.05*7.06*9.54*0.63*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2016 T3*2016-07-01*2016-09-30*6 en una escala de 1 a 7*0.83*0.0**980918.77*400*0.0*9798890*false*9.9895*0.48*0.0*0.48*0.03*4.35*7.85*0.65*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2016 S1*2016-01-01*2016-06-30*6 en una escala de 1 a 7*0.0*-0.08**720328.86*270*0.0*6896081*false*9.5735*0.93*0.0*0.93*0.05*0.26*12.04*0.66*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2016 T1*2016-01-01*2016-03-31*6 en una escala de 1 a 7*0.95*-0.1**178276.6*106*0.0*1702339*false*9.5489*0.46*0.0*0.46*0.02*-3.46*18.18*0.75*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2017 T3*2017-07-01*2017-09-30*6 en una escala de 1 a 7*0.0*0.0**2167900.85*1054*0.0*24173449*false*11.1506*0.48*0.0*0.48*0.03*1.14*7.71*0.73*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2017 S1*2017-01-01*2017-06-30*6 en una escala de 1 a 7*0.24*0.0**2219714.9*1059*0.0*24473238*false*11.0254*0.94*0.0*0.94*0.05*-1.47*6.6*0.72*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2017 T1*2017-01-01*2017-03-31*6 en una escala de 1 a 7*0.19*0.0**2006026.4*915*0.0*22447953*false*11.1903*0.47*0.0*0.47*0.02*4.64*7.65*0.69*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2018 S2*2018-07-01*2018-12-31*6 en una escala de  1 a 7*0.23*-0.14**2835608.48*1456*0.0*29351995*false*10.3512*0.96*0.0*0.96*0.05*-13.33*14.34*0.72*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2018 T3*2018-07-01*2018-09-30*6 en una escala de  1 a 7*0.0*0.01**2695822.15*1359*0.0*32196679*false*11.9432*0.48*0.0*0.48*0.02*2.94*5.25*0.71*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2018 S1*2018-01-01*2018-06-30*6 en una escala de  1 a 7*0.74*0.04**2320904.89*1218*0.0*26927949*false*11.6023*0.94*0.0*0.94*0.05*5.4*8.27*0.52*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2018 T1*2018-01-01*2018-03-31*6 en una escala de  1 a 7*0.28*0.07**2358018.47*1210*0.0*25955775*false*11.0075*0.47*0.0*0.47*0.02*-3.74*10.94*0.72*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2019 T3*2019-07-01*2019-09-30*6 en una escala de  1 a 7*0.04*0.9**2604188.61*1653*0.0*31802625*false*12.2121*0.48*0.0*0.48*0.03*3.32*9.64*0.71*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2019 S1*2019-01-01*2019-06-30*6 en una escala de  1 a 7*0.13*0.04**2802761.02*1612*0.0*33128941*false*11.8201*0.94*0.0*0.94*0.05*2.03*7.41*0.73*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2019 T1*2019-01-01*2019-03-31*6 en una escala de  1 a 7*0.11*0.35**2922426.81*1510*0.0*33857320*false*11.5853*0.47*0.0*0.47*0.02*11.92*8.76*0.7*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2020 S2*2020-07-01*2020-12-31*6 en una escala de  1 a 7*0.0*-0.41**3394623.99*2218*0.0*45745181*false*13.4758*0.96*0.0*0.96*0.05*9.39*11.63*0.76*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2020 T3*2020-07-01*2020-09-30*6 en una escala de  1 a 7*0.01*-0.41**3324206.53*2093*0.0*40952176*false*12.3194*0.48*0.0*0.48*0.03*3.34*11.41*0.74*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2020 S1*2020-01-01*2020-06-30*6 en una escala de  1 a 7*0.0*-0.34**3302335.16*2061*0.0*39367558*false*11.9211*0.94*0.0*0.94*0.05*14.05*20.84*0.73*False
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI*2020 T1*2020-01-01*2020-03-31*6 en una escala de  1 a 7*0.0*-0.36**3004435.12*1923*0.0*31405170*false*10.4529*0.47*0.0*0.47*0.02*-17.17*36.21*0.71*False
