fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MERCHRENTA, FI*MERCHRENTA F.I.*2009 S2*2009-07-01*2009-12-31*Conservador*0.0*0.25**1526498.41*502*0.0*35258979*false*23.0979***0.53*0.05*0.21*0.88*0.3*False
MERCHRENTA, FI*MERCHRENTA F.I.*2009 T3*2009-07-01*2009-09-30*Conservador*0.0*0.24**1646981.03*519*0.0*37963146*false*23.0501***0.26*0.03*0.13*0.36*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2009 S1*2009-01-01*2009-06-30*Conservador*0.0*0.86**1498309.89*484*0.0*34492241*false*23.0208***0.59*0.05*0.8*0.61*0.34*False
MERCHRENTA, FI*MERCHRENTA F.I.*2010 S2*2010-07-01*2010-12-31*Conservador*0.0*0.04**2092152.05*490*0.0*48542151*false*23.202***0.43*0.05*0.14*1.16*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2010 T3*2010-07-01*2010-09-30*Conservador*0.0*0.0**1554898.52*490*0.0*36027462*false*23.1703***0.17*0.03*-1.02*1.16*0.2*False
MERCHRENTA, FI*MERCHRENTA F.I.*2010 S1*2010-01-01*2010-06-30*Conservador*0.0*0.05**1582433.97*501*0.0*37042587*false*23.4086***0.6*0.05*0.79*1.33*0.35*False
MERCHRENTA, FI*MERCHRENTA F.I.*2010 T1*2010-01-01*2010-03-31*Conservador*0.0*0.1**1566906.37*495*0.0*36390403*false*23.2244***0.29*0.02*0.55*0.84*0.32*False
MERCHRENTA, FI*MERCHRENTA F.I.*2011 T3*2011-07-01*2011-09-30*Conservador*0.0*0.61**1750404.92*490*0.0*40601974*false*23.1958***0.25*0.03*0.96*1.41*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2011 S1*2011-01-01*2011-06-30*Conservador*0.0*0.53**2061753.33*485*0.0*47370619*false*22.9759***0.5*0.05*-0.21*1.26*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2011 T1*2011-01-01*2011-03-31*Conservador*0.0*0.41**2178540.97*492*0.0*50158663*false*23.024***0.25*0.02*-0.77*0.98*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2012 S2*2012-07-01*2012-12-31*Conservador*0.0*0.01**1678295.98*530*0.0*38700241*false*23.0592*0.5*0.0*0.5*0.05*-0.53*0.7*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2012 T3*2012-07-01*2012-09-30*Conservador*0.03*0.0**1931221.9*552*0.0*44768442*false*23.1814*0.25*0.0*0.25*0.03*-0.18*0.73*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2012 S1*2012-01-01*2012-06-30*Conservador*0.48*0.11**2001842.59*550*0.0*46491199*false*23.2242*0.5*0.0*0.5*0.05*0.21*0.81*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2012 T1*2012-01-01*2012-03-31*Conservador*0.0*0.1**1802837.53*498*0.0*41781266*false*23.1753*0.25*0.0*0.25*0.02*-0.43*1.04*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2013 S2*2013-07-01*2013-12-31*2, en una escala del 1 al 7*0.13*0.01**1385279.8*478*0.0*32053581*false*23.1387*0.5*0.0*0.5*0.05*-0.3*0.69*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2013 T3*2013-07-01*2013-09-30*2, en una escala del 1 al 7*0.09*0.01**1454572.07*481*0.0*33756660*false*23.2073*0.25*0.0*0.25*0.03*-0.17*0.89*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2013 S1*2013-01-01*2013-06-30*Conservador*0.49*0.0**1450725.6*478*0.0*33724662*false*23.2468*0.5*0.0*0.5*0.05*0.06*1.01*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2013 T1*2013-01-01*2013-03-31*Conservador*0.03*-0.01**1558692.51*495*0.0*36213698*false*23.2334*0.25*0.0*0.25*0.02*0.76*1.25*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2014 T3*2014-07-01*2014-09-30*2, en una escala del 1 al 7*0.0*0.02**1338468.33*428*0.0*31129082*false*23.2572*0.25*0.0*0.25*0.03*0.67*0.52*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2014 S1*2014-01-01*2014-06-30*2, en una escala del 1 al 7*0.07*0.11**1371218.95*446*0.0*31678528*false*23.1025*0.5*0.0*0.5*0.05*-0.1*0.48*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2014 T1*2014-01-01*2014-03-31*2, en una escala del 1 al 7*0.17*0.06**1275131.32*465*0.0*29489161*false*23.1264*0.25*0.0*0.25*0.02*-0.05*0.79*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2015 T3*2015-07-01*2015-09-30*2, en una escala del 1 al 7*0.0*0.0**795001.63*335*0.0*18315328*false*23.0381*0.25*0.0*0.25*0.03*-0.33*0.33*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2015 S1*2015-01-01*2015-06-30*2, en una escala del 1 al 7*0.0*0.01**925216.44*360*0.0*21385826*false*23.1144*0.5*0.0*0.5*0.05*-0.27*0.05*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2015 T1*2015-01-01*2015-03-31*2, en una escala del 1 al 7*0.0*0.02**1029391.96*393*0.0*23859199*false*23.178*0.25*0.0*0.25*0.02*-0.2*0.1*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2014 S2*2014-07-01*2014-12-31*2, en una escala del 1 al 7*0.0*0.02**1331406.99*421*0.0*30921904*false*23.225*0.5*0.0*0.5*0.05*-0.14*0.42*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2016 S2*2016-07-01*2016-12-31*2, en una escala del 1 al 7*0.0*-0.73**645232.9*293*0.0*14930122*false*23.1391*0.5*0.0*0.5*0.05*-0.2*0.61*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2016 T3*2016-07-01*2016-09-30*2, en una escala del 1 al 7*0.0*-0.31**603841.45*295*0.0*14000424*false*23.1856*0.25*0.0*0.25*0.03*-0.18*0.69*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2016 S1*2016-01-01*2016-06-30*2, en una escala del 1 al 7*0.1*-0.08**621003.11*286*0.0*14424092*false*23.2271*0.5*0.0*0.5*0.05*0.96*1.43*0.29*False
MERCHRENTA, FI*MERCHRENTA F.I.*2016 T1*2016-01-01*2016-03-31*2, en una escala del 1 al 7*0.06*-0.1**645812.63*294*0.0*14857135*false*23.0053*0.25*0.0*0.25*0.02*0.27*2.24*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2017 T3*2017-07-01*2017-09-30*2, en una escala del 1 al 7*0.0*-0.04**505311.47*275*0.0*11597904*false*22.952*0.25*0.0*0.25*0.03*-0.36*0.64*0.3*False
MERCHRENTA, FI*MERCHRENTA F.I.*2017 S1*2017-01-01*2017-06-30*2, en una escala del 1 al 7*0.0*-0.34**561092.37*274*0.0*12924405*false*23.0344*0.5*0.0*0.5*0.05*-0.17*0.39*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2017 T1*2017-01-01*2017-03-31*2, en una escala del 1 al 7*0.0*-0.45**583690.41*287*0.0*13467508*false*23.073*0.25*0.0*0.25*0.02*-0.29*0.8*0.28*False
MERCHRENTA, FI*MERCHRENTA F.I.*2018 S2*2018-07-01*2018-12-31*2, en una escala del 1 al 7*0.02*0.25**301938.78*233*0.0*6800863*false*22.524*0.5*0.0*0.5*0.05*-0.48*0.71*0.3*False
MERCHRENTA, FI*MERCHRENTA F.I.*2018 T3*2018-07-01*2018-09-30*2, en una escala del 1 al 7*0.0*0.04**335029.06*233*0.0*7582353*false*22.6319*0.25*0.0*0.25*0.03*-0.1*0.55*0.29*False
