fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2010 S2*2010-07-01*2010-12-31*Muy Alto*0.0*0.0**100000.0*1*0.0*499034*false*4.9903***0.0*0.0****False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2011 S2*2011-07-01*2011-12-31*Muy Alto*0.37*0.8**2554410.1*100*0.0*12308693*false*4.8186*0.45**0.45*0.04*4.04*8.99*0.28*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2011 T3*2011-07-01*2011-09-30*Muy Alto*0.12*0.9**2216886.45*15*0.0*10267423*false*4.6315***0.23*0.02*-7.07*10.74*0.32*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2011 S1*2011-01-01*2011-06-30*Muy Alto*0.38*0.57**1486565.91*14*0.0*7408631*false*4.9837***0.45*0.04*-0.74*4.2*0.31*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2011 T1*2011-01-01*2011-03-31*Muy Alto*0.06*0.53**970861.69*11*0.0*4874340*false*5.0206***0.26*0.02*0.61*5.24*0.33*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2012 T3*2012-07-01*2012-09-30*Muy Alto*0.18*0.06**2944865.48*105*0.0*14778758*false*5.0185*0.23*0.14*0.37*0.02*1.95*4.09*0.34*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2012 S1*2012-01-01*2012-06-30*Muy Alto*0.81*0.17**2852048.32*105*0.0*14039548*false*4.9226*0.45**0.45*0.04*-1.67*4.39*0.3*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2012 T1*2012-01-01*2012-03-31*Muy Alto*0.62*0.18**2713428.46*102*0.0*13584589*false*5.0064*0.22*0.12*0.34*0.02*3.9*3.09*0.3*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2013 T3*2013-07-01*2013-09-30*Muy Alto*0.02*0.04**5424063.33*118*0.0*28747585*false*5.3*0.23*0.29*0.52*0.02*3.35*3.61*0.35*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2013 S1*2013-01-01*2013-06-30*Muy Alto*0.17*0.03**5124294.6*117*0.0*26278674*false*5.1283*0.45**0.45*0.04*-1.7*5.49*0.3*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2013 T1*2013-01-01*2013-03-31*Muy Alto*0.02*0.02**4784750.65*115*0.0*24961443*false*5.2169*0.22*0.18*0.4*0.02*2.21*4.22*0.3*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2012 S2*2012-07-01*2012-12-31*Muy Alto*0.13*0.05**3702348.92*108*0.0*18897083*false*5.1041*0.45*0.29*0.74*0.04*1.71*2.25*0.33*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2014 T3*2014-07-01*2014-09-30*Muy Alto*0.03*0.01**5987895.65*128*0.0*33361186*false*5.5714*0.23*0.0*0.23*0.02*-0.06*4.71*0.39*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2014 S1*2014-01-01*2014-06-30*Muy Alto*0.37*0.09**5441076.98*124*0.0*30332270*false*5.5747*0.45*0.2*0.65*0.04*0.51*3.85*0.37*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2014 T1*2014-01-01*2014-03-31*Muy Alto*0.27*0.09**5284842.62*124*0.0*29311838*false*5.5464*0.22*0.16*0.38*0.02***0.34*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2013 S2*2013-07-01*2013-12-31*Muy Alto*0.09*0.05**5276640.64*122*0.0*28780421*false*5.4543*0.45*0.55*1.0*0.04*2.91*2.91*0.36*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2015 S2*2015-07-01*2015-12-31*Muy Alto*0.49*0.0**7999330.58*156*0.0*47922737*false*5.9908*0.44*-0.01*0.43*0.04*4.72*7.95*0.38*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2015 T3*2015-07-01*2015-09-30*Muy Alto*0.3*0.0**7208988.13*142*0.0*41242892*false*5.721*0.22*-0.42*-0.2*0.02*-4.56*11.57*0.33*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2015 S1*2015-01-01*2015-06-30*Muy Alto*0.12*0.0**7171895.02*142*0.0*42990145*false*5.9943*0.44*0.47*0.91*0.04*-1.85*6.56*0.34*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2015 T1*2015-01-01*2015-03-31*Muy Alto*0.01*-0.01**6928694.46*142*0.0*42314003*false*6.1071*0.22*0.7*0.92*0.02*8.17*6.71*0.35*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2016 S2*2016-07-01*2016-12-31*Muy Alto*0.08*0.0**7917510.9*158*0.0*48320490*false*6.103*0.45*0.15*0.6*0.04*3.5*5.07*0.41*False
