fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2016 T3*2016-07-01*2016-09-30*Muy Alto*0.04*0.0**8003571.91*162*0.0*47193958*false*5.8966*0.23**0.23*0.02*2.95*5.55*0.38*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2016 S1*2016-01-01*2016-06-30*Muy Alto*0.23*0.0**7883238.84*158*0.0*45152826*false*5.7277*0.44**0.44*0.04*-0.56*8.52*0.37*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2016 T1*2016-01-01*2016-03-31*Muy Alto*0.09*0.0**7971653.48*157*0.0*45918550*false*5.7602*0.22**0.22*0.02*-3.85*12.66*0.37*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2017 S2*2017-07-01*2017-12-31*Muy Alto*0.05*0.0**8352777.47*155*0.0*53633695*false*6.4211*0.45*0.21*0.66*0.04*0.65*3.37*0.42*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2017 T3*2017-07-01*2017-09-30*Muy Alto*0.0*0.0**7962732.26*155*0.0*50798560*false*6.3795*0.23*0.15*0.38*0.02*1.61*3.47*0.42*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2017 S1*2017-01-01*2017-06-30*Muy Alto*0.08*0.0**7966429.61*154*0.0*50015131*false*6.2782*0.45*0.25*0.7*0.04*0.23*3.04*0.43*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2017 T1*2017-01-01*2017-03-31*Muy Alto*0.08*0.0**8065204.23*162*0.0*50516693*false*6.2635*0.22*0.24*0.46*0.02*2.63*3.29*0.41*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2018 S2*2018-07-01*2018-12-31*Muy Alto*0.16*0.0**8312938.28*140*0.0*48346642*false*5.8158*0.44*-0.01*0.43*0.04*-8.94*8.35*0.41*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2018 T3*2018-07-01*2018-09-30*Muy Alto*0.01*0.0**8403286.66*147*0.0*53668595*false*6.3866*0.22*0.02*0.24*0.02*0.17*3.14*0.42*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2018 S1*2018-01-01*2018-06-30*Muy Alto*0.0*0.0**8396828.06*148*0.0*53536707*false*6.3758*0.44*0.01*0.45*0.04*1.63*3.99*0.37*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2018 T1*2018-01-01*2018-03-31*Muy Alto*0.0*0.0**12651281.04*153*0.0*79370590*false*6.2737*0.22**0.22*0.02*-2.29*5.87*0.36*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2019 S2*2019-07-01*2019-12-31*Muy Alto*0.13*-0.33**7493540.52*121*0.0*47102156*false*6.2857*0.44**0.44*0.04*3.35*5.04*0.41*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2019 T3*2019-07-01*2019-09-30*Muy Alto*0.17*-0.39**8197689.85*129*0.0*49855590*false*6.0817*0.22**0.22*0.02*-0.4*5.41*0.41*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2019 S1*2019-01-01*2019-06-30*Muy Alto*0.19*-0.16**8083492.4*131*0.0*49360496*false*6.1063*0.44**0.44*0.04*-0.24*4.05*0.42*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2019 T1*2019-01-01*2019-03-31*Muy Alto*0.09*0.0**8201190.12*133*0.0*50197262*false*6.1207*0.22**0.22*0.02*5.24*5.04*0.4*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2020 S2*2020-07-01*2020-12-31*Muy Alto*0.12*-0.45**7549438.39*103*0.0*47231700*false*6.2563*0.44**0.44*0.04*8.62*7.62*0.39*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2020 T3*2020-07-01*2020-09-30*Muy Alto*0.07*-0.45**7627488.92*104*0.0*43933874*false*5.7599*0.22**0.22*0.02*1.46*7.19*0.39*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2020 S1*2020-01-01*2020-06-30*Muy Alto*0.25*-0.43**7810858.27*110*0.0*44343971*false*5.6772*0.44**0.44*0.04*9.05*12.5*0.4*False
GLOBAL VALUE SELECTION FI*GLOBAL VALUE SELECTION FI*2020 T1*2020-01-01*2020-03-31*Muy Alto*0.04*-0.41**7831876.89*115*0.0*40774442*false*5.2062*0.22**0.22*0.02*-17.17*20.53*0.42*False
