fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2015 S2*2015-07-01*2015-12-31*7 en una escala de 1 a 7*0.34*-0.12**341349.26*39*0.0*3028962*false*8.8735*0.68**0.68*0.05*3.46*16.71*0.41*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2015 T3*2015-07-01*2015-09-30*7 en una escala de 1 a 7*0.1*-0.16**344115.92*15*0.0*2951384*false*8.5767*0.34**0.34*0.03*-10.91*20.28*0.47*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2015 S1*2015-01-01*2015-06-30*7 en una escala de 1 a 7*0.0*-0.08**150949.67*12*0.0*1453147*false*9.6267*0.41**0.41*0.03*-3.13*9.06*0.99*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2015 T1*2015-01-01*2015-03-31*7 en una escala de 1 a 7*0.06*0.0**35273.57*9*0.0*350532*false*9.9375*0.05**0.05*0.0****False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2016 S2*2016-07-01*2016-12-31*7 en una escala de 1 a 7*0.96*0.0**379088.55*124*0.0*4333367*false*11.431*0.68*1.71*2.39*0.05*11.62*7.85*0.41*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2016 T3*2016-07-01*2016-09-30*7 en una escala de 1 a 7*0.32*0.0**359420.53*115*0.0*3680676*false*10.2406*0.34*0.69*1.03*0.03*11.94*13.06*0.4*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2016 S1*2016-01-01*2016-06-30*7 en una escala de 1 a 7*0.92*-0.02**356983.13*110*0.0*3265668*false*9.148*0.67**0.67*0.05*1.06*22.1*0.4*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2016 T1*2016-01-01*2016-03-31*7 en una escala de 1 a 7*0.35*-0.03**356982.1*109*0.0*3231423*false*9.0521*0.34**0.34*0.02*2.01*26.21*0.4*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2017 S2*2017-07-01*2017-12-31*3, en una escala del 1 al 7*0.85*0.0**388630.46*87*0.0*4878861*false*12.554*0.68*0.1*0.78*0.05*3.21*9.5*0.38*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2017 T3*2017-07-01*2017-09-30*3, en una escala del 1 al 7*0.55*0.0**369414.84*48*0.0*4493424*false*12.1636*0.34*-0.25*0.09*0.03*-3.4*7.31*0.43*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2017 S1*2017-01-01*2017-06-30*7 en una escala de 1 a 7*2.91*0.0**361921.59*100*0.0*4557277*false*12.5919*0.67*0.87*1.54*0.05*5.05*7.36*0.39*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2017 T1*2017-01-01*2017-03-31*7 en una escala de 1 a 7*1.33*0.0**369707.78*126*0.0*4431548*false*11.9866*0.33*0.43*0.76*0.02*4.86*6.28*0.39*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.57*0.0**427542.69*107*0.0*4806970*false*11.2433*0.68*-0.32*0.36*0.05*-11.98*16.6*0.39*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.18*0.0**420297.82*104*0.0*5368827*false*12.7739*0.34*-0.15*0.19*0.03*-1.49*8.58*0.39*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.47*0.0**413370.81*102*0.0*5360399*false*12.9675*0.67*0.31*0.98*0.05*2.77*9.03*0.4*False
IBERIAN VALUE, FI*IBERIAN VALUE, FI*2018 T1*2018-01-01*2018-03-31*3, en una escala del 1 al 7*0.34*0.0**414556.81*103*0.0*5230862*false*12.618*0.33*0.04*0.37*0.02*0.51*10.75*0.38*False
