fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2009 S2*2009-07-01*2009-12-31*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MUY ALTO*0.0*0.37**1824838.43*1110*0.0*8547762*false*4.6841***1.11*0.08*7.58*24.46*0.6*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2009 T3*2009-07-01*2009-09-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MUY ALTO*0.0*0.37**1661799.78*1054*0.0*7235499*false*4.354***0.56*0.04*9.44*40.69*0.62*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2009 S1*2009-01-01*2009-06-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MUY ALTO*0.0*1.07**1030820.14*823*0.0*4100877*false*3.9783***1.12*0.07*8.33*44.59*0.62*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2010 S2*2010-07-01*2010-12-31*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Muy Alto*0.0*0.51**3188677.82*1395*0.0*17939885*false*5.6261***0.98*0.1*11.54*17.14*0.55*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2010 T3*2010-07-01*2010-09-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Muy Alto*0.0*0.45**3217897.64*1455*0.0*16231066*false*5.044***0.49*0.05*-0.04*17.52*0.55*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2010 S1*2010-01-01*2010-06-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*Muy Alto*0.0*0.37**3551147.61*1527*0.0*17918610*false*5.0459***0.97*0.1*-2.91*16.8*0.54*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA BOLSA USA, FI*82100553*2010 T1*2010-01-01*2010-03-31*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*Aa2 (Moody&apos;s)*MUY ALTO*0.0*0.36**2444139.21*1299*0.0*12702459*false*5.1971***0.48*0.05*10.95*17.17*0.54*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA BOLSA USA, FI*82100553*2011 T3*2011-07-01*2011-09-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Muy Alto*0.01*0.97**2994522.92*1323*0.0*15035678*false*5.0211***0.47*0.05*-7.41*18.94*0.55*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA BOLSA USA, FI*82100553*2011 S1*2011-01-01*2011-06-30*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Muy Alto*0.0*0.86**3230344.41*1380*0.0*17517058*false*5.4227***0.97*0.1*-2.72*14.7*0.54*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK BOLSA USA, FI*FONCAIXA 53 BOLSA USA, FI*82100553*2011 T1*2011-01-01*2011-03-31*1609*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*A+*Muy Alto*0.0*0.67**3426049.58*1465*0.0*19097822*false*5.5743***0.48*0.05*-0.92*17.43*0.54*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
