fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2009 S2*2009-07-01*2009-12-31*Bajo*0.0*0.23**1621088.32*1720*0.0*18065319*false*11.1439***0.45*0.05*0.44*0.02*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2009 T3*2009-07-01*2009-09-30*Bajo*0.0*0.26**1757102.83*1632*0.0*19495455*false*11.0952***0.23*0.03*0.21*0.19*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2009 S1*2009-01-01*2009-06-30*Bajo*0.0*1.0**1690635.86*1645*0.0*18717748*false*11.0714***0.45*0.05*-0.11*0.29*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2010 S2*2010-07-01*2010-12-31*Medio*0.0*0.36**1421611.96*1798*0.0*16150539*false*11.3607***0.45*0.05*0.61*0.03*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2010 T3*2010-07-01*2010-09-30*Bajo*0.0*0.27**1450936.77*1704*0.0*16383901*false*11.2919***0.23*0.03*0.48*0.03*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2010 S1*2010-01-01*2010-06-30*Bajo*0.0*0.19**1511228.33*1696*0.0*17150964*false*11.2376***0.45*0.05*0.43*0.02*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2010 T1*2010-01-01*2010-03-31*Bajo*0.0*0.14**1753361.25*1761*0.0*19618697*false*11.1892***0.22*0.02*0.41*0.04*0.25
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2011 T3*2011-07-01*2011-09-30*Medio*0.0*0.93**1572551.61*1876*0.0*18156867*false*11.5461***0.23*0.03*0.51*0.44*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2011 S1*2011-01-01*2011-06-30*Medio*0.0*0.73**1543729.41*1876*0.0*17733748*false*11.4876***0.45*0.05*0.54*0.19*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2011 T1*2011-01-01*2011-03-31*Medio*0.0*0.51**1552527.31*1891*0.0*17738776*false*11.4257***0.22*0.02*0.57*0.08*0.25
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2012 T3*2012-07-01*2012-09-30*Medio*0.0*0.03**1587398.7*1956*0.0*18491930*false*11.6492*0.23*0.0*0.23*0.03*-0.06*0.79*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2012 S1*2012-01-01*2012-06-30*Medio*0.0*0.2**1502338.47*1997*0.0*17511525*false*11.6562*0.45*0.0*0.45*0.05*0.22*0.48*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2012 T1*2012-01-01*2012-03-31*Medio*0.0*0.3**1649734.45*2047*0.0*19187589*false*11.6307*0.22*0.0*0.22*0.02*0.68*0.42*0.25
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2011 S2*2011-07-01*2011-12-31*Medio*0.0*0.97**1647523.31*2047*0.0*19032037*false*11.5519*0.45*0.0*0.45*0.05*0.05*0.39*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2013 S2*2013-07-01*2013-12-31*1 en una escala del 1al 7,*0.0*0.04**1140392.62*1943*0.0*13349496*false*11.7061*0.45*0.0*0.45*0.05*0.3*0.11*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2013 T3*2013-07-01*2013-09-30*1 en una escala del 1al 7,*0.0*0.03**1149365.43*1932*0.0*13413794*false*11.6706*0.23*0.0*0.23*0.03*0.46*0.15*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2013 S1*2013-01-01*2013-06-30*1 en una escala del 1al 7,*0.0*0.04**1254647.81*1864*0.0*14574977*false*11.6168*0.45*0.0*0.45*0.05*-0.48*0.8*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2013 T1*2013-01-01*2013-03-31*1 en una escala del 1al 7,*0.0*0.04**1370235.63*1909*0.0*15994099*false*11.6725*0.22*0.0*0.22*0.02*0.22*0.22*0.25
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2014 S2*2014-07-01*2014-12-31*1 en una escala del 1al 7,*0.0*0.0**1278424.46*1826*0.0*15081126*false*11.7966*0.45*0.0*0.45*0.05*0.0*0.15*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2014 T3*2014-07-01*2014-09-30*1 en una escala del 1al 7,*0.0*0.01**1473471.25*1838*0.0*17381814*false*11.7965*0.23*0.0*0.23*0.03*0.15*0.18*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2014 S1*2014-01-01*2014-06-30*1 en una escala del 1al 7,*0.0*0.11**1048605.31*1873*0.0*12351217*false*11.7787*0.45*0.0*0.45*0.05*0.38*0.19*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2014 T1*2014-01-01*2014-03-31*1 en una escala del 1al 7,*0.0*0.11**1082968.62*1911*0.0*12707432*false*11.7339*0.22*0.0*0.22*0.02*0.24*0.13*0.26
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2015 T1*2015-01-01*2015-03-31*1 en una escala del 1al 7,*0.0*0.0**1466170.67*1838*0.0*17316534*false*11.8107*0.15*0.0*0.15*0.01*0.12*0.13*0.17
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2016 S2*2016-07-01*2016-12-31*1 en una escala del 1al 7,*0.0*-0.01**974367.15*1763*0.0*11456371*false*11.7578*0.25*0.0*0.25*0.03*-0.16*0.09*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2016 T3*2016-07-01*2016-09-30*1 en una escala del 1al 7,*0.0*0.0**956966.06*1737*0.0*11269855*false*11.7767*0.13*0.0*0.13*0.01*-0.08*0.12*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2016 S1*2016-01-01*2016-06-30*1 en una escala del 1al 7,*0.0*0.0**941499.4*1758*0.0*11096233*false*11.7857*0.25*0.0*0.25*0.02*-0.04*0.14*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2016 T1*2016-01-01*2016-03-31*1 en una escala del 1al 7,*0.0*0.0**976953.28*1765*0.0*11518395*false*11.7901*0.12*0.0*0.12*0.01*0.16*0.24*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2017 S2*2017-07-01*2017-12-31*1 en una escala del 1 al 7,*0.0*0.0**852683.26*1625*0.0*9993702*false*11.7203*0.25*0.0*0.25*0.03*-0.02*0.25*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2017 T3*2017-07-01*2017-09-30*1 en una escala del 1 al 7,*0.18*0.0**925699.57*1649*0.0*10851327*false*11.7223*0.13*0.0*0.13*0.01*-0.04*0.14*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2017 S1*2017-01-01*2017-06-30*1 en una escala del 1al 7,*0.0*0.0**990541.49*1697*0.0*11616025*false*11.7269*0.25*0.0*0.25*0.02*-0.14*0.06*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2017 T1*2017-01-01*2017-03-31*1 en una escala del 1al 7,*0.0*0.0**945075.95*1740*0.0*11098352*false*11.7433*0.12*0.0*0.12*0.01*-0.12*0.07*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2018 S2*2018-07-01*2018-12-31*1 en una escala del 1 al 7,*0.0*-0.19**782035.31*1495*0.0*8966871*false*11.4661*0.25*0.0*0.25*0.03*-1.21*0.49*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2018 T3*2018-07-01*2018-09-30*1 en una escala del 1 al 7,*0.0*-0.14**735904.78*1509*0.0*8541558*false*11.6069*0.13*0.0*0.13*0.01*0.09*0.33*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2018 S1*2018-01-01*2018-06-30*1 en una escala del 1 al 7,*0.0*-0.08**741973.48*1528*0.0*8604255*false*11.5964*0.25*0.0*0.25*0.02*-0.69*0.5*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2018 T1*2018-01-01*2018-03-31*1 en una escala del 1 al 7*0.0*0.0**818791.15*1575*0.0*9561474*false*11.6775*0.12*0.0*0.12*0.01*-0.36*0.33*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2019 S2*2019-07-01*2019-12-31*1 en una escala del 1 al 7*0.19*-0.31**824616.02*1438*0.0*9492949*false*11.512*0.25*0.0*0.25*0.03*-0.22*0.15*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2019 T3*2019-07-01*2019-09-30*1 en una escala del 1 al 7,*0.11*-0.17**905343.17*1458*0.0*10444814*false*11.5369*0.13*0.0*0.13*0.01*-0.1*0.15*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2019 S1*2019-01-01*2019-06-30*1 en una escala del 1 al 7,*0.0*-0.26**862640.83*1465*0.0*9962021*false*11.5483*0.25*0.0*0.25*0.02*0.04*0.24*0.17
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA CP, FI*2019 T1*2019-01-01*2019-03-31*1 en una escala del 1 al 7,*0.0*-0.25**796976.69*1472*0.0*9199574*false*11.5431*0.12*0.0*0.12*0.01***0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2020 S2*2020-07-01*2020-12-31*2 en una escala del 1al 7,*0.0*-0.4**1015534.0*1384*0.0*11622580*false*11.4448*0.25*0.0*0.25*0.03*-0.01*0.2*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2020 T3*2020-07-01*2020-09-30*2 en una escala del 1al 7,*0.0*-0.4**939484.13*1399*0.0*10753531*false*11.4462*0.13*0.0*0.13*0.01*0.48*0.31*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2020 S1*2020-01-01*2020-06-30*1 en una escala del 1 al 7,*0.0*-0.41**927503.2*1404*0.0*10565716*false*11.3916*0.25*0.0*0.25*0.02*1.31*0.92*0.15
CATALANA OCCIDENTE RENTA FIJA, FI*CO RENTA FIJA, FI*2020 T1*2020-01-01*2020-03-31*1 en una escala del 1 al 7,*0.0*-0.41**952077.19*1413*0.0*10705456*false*11.2443*0.12*0.0*0.12*0.01*-2.32*1.23*0.15
