fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2011 S2*2011-07-01*2011-12-31*MEDIO/ALTO*0.34*0.89**8507101.5*143*0.0*8246628*false*0.9694*0.5**0.5*0.06*3.41*8.68*0.38
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2011 T3*2011-07-01*2011-09-30*MEDIO/ALTO*0.12*1.13**8002868.71*144*0.0*7501832*false*0.9374***0.25*0.03*-6.02*9.98*0.32
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2011 S1*2011-01-01*2011-06-30*MEDIO/ALTO*0.0*0.75**300000.0*1*0.0*299220*false*0.9974***0.25*0.03*-0.1*4.84*0.41
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2011 T1*2011-01-01*2011-03-31*MEDIO/ALTO*0.0*0.0**300000.0*1*0.0*299526*false*0.9984***0.01*0.0***0.01
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2012 S2*2012-07-01*2012-12-31*MEDIO/ALTO*0.31*0.17**8344654.25*141*0.0*8564459*false*1.0263*0.5**0.5*0.06*1.88*3.48*0.31
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2012 T3*2012-07-01*2012-09-30*MEDIO/ALTO*0.14*0.25**8416881.88*143*0.0*8478979*false*1.0074*0.25**0.25*0.03*3.69*5.83*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2012 S1*2012-01-01*2012-06-30*MEDIO/ALTO*0.44*0.36**8516479.62*144*0.0*8274245*false*0.9716*0.5**0.5*0.06*-2.83*6.4*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2012 T1*2012-01-01*2012-03-31*MEDIO/ALTO*0.21*0.47**8558822.86*144*0.0*8557924*false*0.9999*0.25**0.25*0.03*3.15*4.73*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2013 T3*2013-07-01*2013-09-30*MEDIO/ALTO*0.13*0.03**8439803.93*139*0.0*9034002*false*1.0704*0.25**0.25*0.03*3.22*3.86*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2013 S1*2013-01-01*2013-06-30*MEDIO/ALTO*0.35*0.09**8437002.0*139*0.0*8749493*false*1.037*0.5**0.5*0.06*-0.41*5.36*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2013 T1*2013-01-01*2013-03-31*MEDIO/ALTO*0.18*0.07**8304349.99*141*0.0*8647698*false*1.0414*0.25**0.25*0.03*1.46*3.74*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2014 S2*2014-07-01*2014-12-31*MEDIO/ALTO*0.16*0.04**9022799.62*145*0.0*10209505*false*1.1315*0.5**0.5*0.06*-0.78*6.53*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2014 T3*2014-07-01*2014-09-30*MEDIO/ALTO*0.07*0.07**9046809.09*146*0.0*10317302*false*1.1404*0.25**0.25*0.03*0.58*3.82*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2014 S1*2014-01-01*2014-06-30*MEDIO/ALTO*0.31*0.13**9017751.91*145*0.0*10224965*false*1.1339*0.5**0.5*0.06*1.95*3.42*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2014 T1*2014-01-01*2014-03-31*MEDIO/ALTO*0.25*0.06**8645369.3*141*0.0*9615449*false*1.1122*0.25**0.25*0.03*0.73*4.48*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2015 T3*2015-07-01*2015-09-30*MEDIO/ALTO*0.21*0.08**9082971.37*144*0.0*10433598*false*1.1487*0.25**0.25*0.03*-2.71*8.03*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2015 S1*2015-01-01*2015-06-30*MEDIO/ALTO*0.22*0.02**9088327.05*144*0.0*10730466*false*1.1807*0.5**0.5*0.06*-1.08*5.56*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2015 T1*2015-01-01*2015-03-31*MEDIO/ALTO*0.12*0.0**8976295.33*144*0.0*10714156*false*1.1936*0.25**0.25*0.03*5.49*4.95*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2016 S2*2016-07-01*2016-12-31*MEDIO/ALTO*0.18*0.0**8458651.86*149*0.0*9884785*false*1.1686*0.5**0.5*0.06*2.04*3.3*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2016 T3*2016-07-01*2016-09-30*MEDIO/ALTO*0.14*0.0**9403955.7*152*0.0*10769645*false*1.1452*0.25**0.25*0.03*1.1*3.16*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2016 S1*2016-01-01*2016-06-30*MEDIO/ALTO*0.5*0.06**9454118.41*151*0.0*10709758*false*1.1328*0.5**0.5*0.06*-0.93*5.89*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2016 T1*2016-01-01*2016-03-31*MEDIO/ALTO*0.27*0.12**9507818.49*150*0.0*10871599*false*1.1434*0.25**0.25*0.03*-1.92*7.55*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2017 S2*2017-07-01*2017-12-31*MEDIO/ALTO*0.2*0.01**8294893.35*144*0.0*9759110*false*1.1765*0.5**0.5*0.05*-0.28*2.1*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2017 T3*2017-07-01*2017-09-30*MEDIO/ALTO*0.21*0.01**8138878.43*146*0.0*9602564*false*1.1798*0.25**0.25*0.03*0.7*2.13*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2017 S1*2017-01-01*2017-06-30*MEDIO/ALTO*0.2*0.0**8120397.67*145*0.0*9514515*false*1.1717*0.5**0.5*0.06*-1.0*1.8*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*2017 T1*2017-01-01*2017-03-31*MEDIO/ALTO*0.0*0.0**8353133.27*148*0.0*9886390*false*1.1836*0.25**0.25*0.03*1.28*2.15*0.34
