BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2014 S1*2014-01-01*2014-06-30*1, en una escala del 1 al 7*0.24*1.15**7954416.95*2640*0.0*689205153*false*86.6443*0.07*0.0*0.07*0.02*0.31*0.04*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2014 T1*2014-01-01*2014-03-31*1, en una escala del 1 al 7*0.0*1.15**8279067.54*2677*0.0*715146928*false*86.3801*0.04*0.0*0.04*0.01*0.38*0.07*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2015 S2*2015-07-01*2015-12-31*1, en una escala del 1 al 7*0.0*0.4**8549741.84*2386*0.0*746098344*false*87.2656*0.08*0.0*0.08*0.03*0.02*0.08*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2015 T3*2015-07-01*2015-09-30*1, en una escala del 1 al 7*0.0*0.44**9059948.78*2410*0.0*790484847*false*87.2505*0.04*0.0*0.04*0.01*0.06*0.01*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2015 S1*2015-01-01*2015-06-30*1, en una escala del 1 al 7*0.0*0.4**8296826.79*2394*0.0*723437085*false*87.1944*0.07*0.0*0.07*0.02*0.09*0.08*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2015 T1*2015-01-01*2015-03-31*1, en una escala del 1 al 7*0.0*0.38**8696037.2*2449*0.0*757575245*false*87.1173*0.04*0.0*0.04*0.01*0.13*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2016 S2*2016-07-01*2016-12-31*1, en una escala del 1 al 7*0.0*0.06**8352281.0*2271*0.0*729369585*false*87.3258*0.08*0.0*0.08*0.03*0.0*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2016 T3*2016-07-01*2016-09-30*1, en una escala del 1 al 7*0.01*0.1**8173376.83*2297*0.0*713733717*false*87.3242*0.04*0.0*0.04*0.01*0.0*0.06*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2016 S1*2016-01-01*2016-06-30*1, en una escala del 1 al 7*0.0*0.22**8539308.18*2332*0.0*745686755*false*87.324*0.07*0.0*0.07*0.02*0.02*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2016 T1*2016-01-01*2016-03-31*1, en una escala del 1 al 7*0.18*0.25**8536149.64*2348*0.0*745231359*false*87.303*0.04*0.0*0.04*0.01*0.04*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2017 S2*2017-07-01*2017-12-31*1, en una escala del 1 al 7*0.0*0.0**5101228.65*1914*0.0*444772565*false*87.1893*0.08*0.0*0.08*0.03*-0.06*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2017 T3*2017-07-01*2017-09-30*1, en una escala del 1 al 7*0.0*0.05**6157345.29*2035*0.0*537199538*false*87.2453*0.04*0.0*0.04*0.01*-0.05*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2017 S1*2017-01-01*2017-06-30*1, en una escala del 1 al 7*0.15*0.06**6664794.36*2097*0.0*581758299*false*87.2883*0.07*0.0*0.07*0.02*-0.02*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2017 T1*2017-01-01*2017-03-31*1, en una escala del 1 al 7*0.08*0.07**6980432.46*2152*0.0*609452051*false*87.3086*0.04*0.0*0.04*0.01*-0.02*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2018 S2*2018-07-01*2018-12-31*1, en una escala del 1 al 7*0.0*-0.26**5126904.15*1731*0.0*445178248*false*86.8318*0.08*0.0*0.08*0.03*-0.11*0.05*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2018 T3*2018-07-01*2018-09-30*1, en una escala del 1 al 7*0.14*-0.26**4811250.25*1749*0.0*418234150*false*86.9284*0.04*0.0*0.04*0.01*-0.08*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2018 S1*2018-01-01*2018-06-30*1, en una escala del 1 al 7*0.0*-0.26**4672154.99*1768*0.0*406461404*false*86.9966*0.07*0.0*0.07*0.02*-0.13*0.06*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4 FI*2018 T1*2018-01-01*2018-03-31*1, en una escala del 1 al 7*0.0*0.0**4759349.96*1842*0.0*414593371*false*87.1113*0.04*0.0*0.04*0.01*-0.09*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2019 S2*2019-07-01*2019-12-31*1, en una escala del 1 al 7*0.15*-0.18**4730992.03*1577*0.0*409886273*false*86.6385*0.08*0.0*0.08*0.03*-0.09*0.02*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2019 T3*2019-07-01*2019-09-30*1, en una escala del 1 al 7*0.0*-0.22**4927191.76*1657*0.0*427279320*false*86.7186*0.04*0.0*0.04*0.01*-0.06*0.06*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2019 S1*2019-01-01*2019-06-30*1, en una escala del 1 al 7*0.3*-0.26**5006447.95*1680*0.0*434430505*false*86.7742*0.07*0.0*0.07*0.02*-0.05*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2019 T1*2019-01-01*2019-03-31*1, en una escala del 1 al 7*0.05*-0.26**5087865.95*1701*0.0*441721332*false*86.8186*0.04*0.0*0.04*0.01*-0.02*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2020 S2*2020-07-01*2020-12-31*1, en una escala del 1 al 7*0.12*-0.16**6038807.56*1469*0.0*521589077*false*86.3729*0.08*0.0*0.08*0.03*-0.08*0.03*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2020 T3*2020-07-01*2020-09-30*1, en una escala del 1 al 7*0.03*-0.18**4564264.13*1511*0.0*394547636*false*86.4428*0.04*0.0*0.04*0.01*0.02*0.04*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2020 S1*2020-01-01*2020-06-30*1, en una escala del 1 al 7*0.0*-0.14**4514048.33*1517*0.0*390136951*false*86.4273*0.07*0.0*0.07*0.02*0.31*0.12*0.05
BANKINTER CAPITAL 4, FI*BANKINTER CAPITAL 4 FI*2020 T1*2020-01-01*2020-03-31*1, en una escala del 1 al 7*0.0*-0.11**4768408.06*1544*0.0*410860946*false*86.1631*0.04*0.0*0.04*0.01*-0.55*0.32*0.05
