fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2009 S2*2009-07-01*2009-12-31*Bajo*0.42*0.26**16059167.85*4533*0.0*1271191469*false*79.1565***0.08*0.03*0.22*0.21*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2009 T3*2009-07-01*2009-09-30*Bajo*0.32*0.28**15692957.61*4729*0.0*1239514740*false*78.9854***0.04*0.01*0.4*0.09*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2009 S1*2009-01-01*2009-06-30*Bajo*0.29*1.05**15769969.04*4883*0.0*1240619252*false*78.6697***0.07*0.02*0.35*0.09*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2010 S2*2010-07-01*2010-12-31*Bajo*0.03*0.86**10034047.54*3418*0.0*800092671*false*79.7378***0.08*0.03*0.29*0.09*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2010 T3*2010-07-01*2010-09-30*Bajo*0.19*0.69**11817807.33*3611*0.0*939572796*false*79.5048***0.04*0.01*0.34*0.06*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2010 S1*2010-01-01*2010-06-30*Bajo*0.34*0.57**12678260.45*3867*0.0*1004519876*false*79.2317***0.07*0.02*-0.08*0.22*0.06
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2010 T1*2010-01-01*2010-03-31*Bajo*0.23*0.38**14781683.01*4289*0.0*1172132760*false*79.2963***0.04*0.01*0.18*0.07*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2011 T3*2011-07-01*2011-09-30*Bajo*0.2*1.34**8030056.18*3014*0.0*648879167*false*80.8063***0.04*0.01*0.56*0.2*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2011 S1*2011-01-01*2011-06-30*Bajo*0.18*1.27**9101994.58*3100*0.0*731415472*false*80.3577***0.07*0.02*0.45*0.05*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2011 T1*2011-01-01*2011-03-31*Bajo*0.03*1.12**9454843.31*3227*0.0*756334016*false*79.9943***0.04*0.01*0.32*0.07*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2012 T3*2012-07-01*2012-09-30*1, en una escala del 1 a 7.*0.0*1.3**4692070.05*2690*0.0*391362782*false*83.4094*0.04*0.0*0.04*0.01*1.06*0.36*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2012 S1*2012-01-01*2012-06-30*1, de una escala del 1 al 7*0.87*0.28**5160920.34*2773*0.0*425960224*false*82.5357*0.07*0.0*0.07*0.02*0.3*0.32*0.04
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2012 T1*2012-01-01*2012-03-31*Bajo*0.62*0.36**6129695.21*2848*0.0*504385473*false*82.2856*0.04*0.0*0.04*0.01***0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2011 S2*2011-07-01*2011-12-31*Bajo*0.26*1.07**6650275.8*2914*0.0*542037072*false*81.506*0.08*0.0*0.08*0.03*0.87*0.66*0.06
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2013 S2*2013-07-01*2013-12-31*1, en una escala del 1 al 7*0.47*1.26**8655781.24*2715*0.0*744831572*false*86.0502*0.08*0.0*0.08*0.03*0.47*0.11*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2013 T3*2013-07-01*2013-09-30*1, en una escala del 1 al 7*0.27*1.25**8684358.29*2741*0.0*743767262*false*85.6445*0.04*0.0*0.04*0.01*0.59*0.12*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2013 S1*2013-01-01*2013-06-30*1, en una escala del 1 al 7*0.33*1.22**7950309.28*2735*0.0*676937427*false*85.146*0.07*0.0*0.07*0.02*0.47*0.13*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2013 T1*2013-01-01*2013-03-31*1, en una escala del 1 al 7*0.17*1.31**6141803.66*2678*0.0*520509971*false*84.7487*0.04*0.0*0.04*0.01*0.78*0.21*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2014 S2*2014-07-01*2014-12-31*1, en una escala del 1 al 7*0.0*0.6**8347906.61*2557*0.0*726275130*false*87.0009*0.08*0.0*0.08*0.03*0.16*0.04*0.05
BANKINTER CAPITAL 4, FI*BANKINTER DINERO 4, FI*2014 T3*2014-07-01*2014-09-30*1, en una escala del 1 al 7*0.0*0.74**8625296.01*2616*0.0*749232702*false*86.8646*0.04*0.0*0.04*0.01*0.25*0.04*0.05
