fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2011 S2*2011-07-01*2011-12-31*ALTO*0.0*0.71**1548173.78*58*0.0*7855570*false*5.0741*0.3**0.3*0.05*1.61*2.17*0.27
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2011 T3*2011-07-01*2011-09-30*ALTO*0.0*0.59**60021.22*5*0.0*299728*false*4.9937***0.14*0.01***
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 S2*2012-07-01*2012-12-31*ALTO*0.18*0.08**1888136.58*103*0.0*9957186*false*5.2736*0.3**0.3*0.05*1.51*1.0*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 T3*2012-07-01*2012-09-30*ALTO*0.09*0.1**1621183.84*102*0.0*8422307*false*5.1952*0.15**0.15*0.03*2.02*3.08*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 S1*2012-01-01*2012-06-30*ALTO*0.43*0.23**1816288.48*72*0.0*9249147*false*5.0923*0.3**0.3*0.05*-1.68*3.05*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 T1*2012-01-01*2012-03-31*ALTO*0.24*0.21**1621576.1*63*0.0*8398414*false*5.1792*0.15**0.15*0.02*2.07*1.36*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 S2*2013-07-01*2013-12-31*ALTO*0.75*0.05**1914964.88*109*0.0*10508655*false*5.4876*0.3**0.3*0.05*1.36*1.01*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 T3*2013-07-01*2013-09-30*ALTO*0.16*0.04**1856442.19*105*0.0*10051200*false*5.4142*0.15**0.15*0.03*1.41*0.85*0.19
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 S1*2013-01-01*2013-06-30*ALTO*1.14*0.03**1874361.19*103*0.0*10007114*false*5.3389*0.3**0.3*0.05*0.13*1.37*0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 T1*2013-01-01*2013-03-31*ALTO*0.36*0.02**1873063.09*104*0.0*9986990*false*5.3319*0.15**0.15*0.02***0.18
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 T3*2014-07-01*2014-09-30*ALTO*0.09*0.01**2132658.73*130*0.0*12115475*false*5.6809*0.12**0.12*0.03*0.03*1.37*0.16
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 S1*2014-01-01*2014-06-30*ALTO*0.62*0.15**2023187.77*122*0.0*11490415*false*5.6794*0.25**0.25*0.05*1.33*1.12*0.15
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 T1*2014-01-01*2014-03-31*ALTO*0.4*0.13**1898864.89*119*0.0*10642473*false*5.6047*0.13**0.13*0.02*2.13*1.48*0.16
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015 T3*2015-07-01*2015-09-30*ALTO*0.21*0.0**3016538.3*136*0.0*16864859*false*5.5908*0.25**0.25*0.03*-2.6*4.66*0.38
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015 S1*2015-01-01*2015-06-30*ALTO*1.29*0.0**3027042.5*131*0.0*17374770*false*5.7398*0.47**0.47*0.05*-1.38*2.9*0.37
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015 T1*2015-01-01*2015-03-31*ALTO*0.96*0.0**2977045.19*128*0.0*17326402*false*5.82*0.23**0.23*0.02*2.54*1.94*0.35
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 S2*2014-07-01*2014-12-31*ALTO*1.16*0.01**3012147.88*130*0.0*17096784*false*5.6759*0.29**0.29*0.05*-0.09*2.27*0.19
