fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2009 S2*2009-07-01*2009-12-31*Intermedio Bajo*0.17*0.23**189900.93*1406*0.0*19685055*false*103.6596***0.24*0.01*1.93*2.3*0.13
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2009 T3*2009-07-01*2009-09-30*Bajo*0.0*0.25**191371.85*1422*0.0*19459854*false*101.6938***0.12*0.0***
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2009 S1*2009-01-01*2009-06-30*Bajo*1.07*0.86**199630.4*1492*0.0*19818966*false*99.2783***0.18*0.02*2.12*0.05*0.11
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2010 S2*2010-07-01*2010-12-31*MEDIO*0.5*0.44**343467.73*2406*0.0*37179385*false*108.2471***0.57*0.04*1.65*1.97*0.32
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2010 T3*2010-07-01*2010-09-30*MEDIO*0.03*0.31**255107.05*1971*0.0*27165100*false*106.4851***0.27*0.02*2.77*3.65*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2010 S1*2010-01-01*2010-06-30*MEDIO*1.03*0.26**209038.68*1566*0.0*21658790*false*103.6114***0.37*0.02*-0.97*3.55*0.25
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2010 T1*2010-01-01*2010-03-31*MEDIO*0.62*0.24**197767.39*1451*0.0*20692600*false*104.631***0.15*0.01*0.94*2.53*0.17
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2011 T3*2011-07-01*2011-09-30*MEDIO*0.83*0.47**338808.59*2339*0.0*33891430*false*100.0312***0.36*0.02*-6.6*6.9*0.39
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2011 S1*2011-01-01*2011-06-30*MEDIO*0.36*0.72**391324.78*2716*0.0*41911510*false*107.1016***0.65*0.04*-1.12*3.23*0.36
BANKIA EVOLUCION SOSTENIBLE 30, FI*CM EVOLUC VAR10*2011 T1*2011-01-01*2011-03-31*MEDIO*0.23*0.61**414907.88*2874*0.0*44940498*false*108.3144***0.33*0.02*0.06*3.14*0.35
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2012 T3*2012-07-01*2012-09-30*MEDIO*0.28*0.08**275503.21*2371*0.0*28295557*false*102.705*0.38*0.0*0.38*0.03*0.66*2.73*0.52
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2012 S1*2012-01-01*2012-06-30*MEDIO*1.04*0.38**316510.9*2689*0.0*32293385*false*102.0293*0.73*0.0*0.73*0.05*-0.7*4.14*0.69
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2012 T1*2012-01-01*2012-03-31*MEDIO*0.9*0.3**386889.76*3160*0.0*39753310*false*102.751*0.36*0.0*0.36*0.02***
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2011 S2*2011-07-01*2011-12-31*MEDIO*0.69*0.69**460189.77*3612*0.0*46513865*false*101.0754*0.64*0.0*0.64*0.04*1.04*4.36*0.52
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCION MODERADO*2013 T3*2013-07-01*2013-09-30*MEDIO*0.28*0.01**177215.34*1556*0.0*18380651*false*103.7193*0.32*0.0*0.32*0.03*0.92*4.09*0.48
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCION MODERADO*2013 S1*2013-01-01*2013-06-30*MEDIO*0.42*0.01**187114.71*1675*0.0*19229797*false*102.7701*0.74*0.0*0.74*0.05*-3.77*3.99*0.52
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOL. VAR 10*2013 T1*2013-01-01*2013-03-31*MEDIO*0.15*0.01**207083.13*1833*0.0*22116023*false*106.7978*0.37*0.0*0.37*0.02*2.22*2.87*0.51
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCION MODERADO*2012 S2*2012-07-01*2012-12-31*MEDIO*0.4*0.0**232362.2*2022*0.0*24275692*false*104.4735*0.75*0.0*0.75*0.05*1.72*2.6*0.51
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2014 S2*2014-07-01*2014-12-31*4, en una escala del 1 al 7*1.32*0.01**200529.22*1516*0.0*21925504*false*109.3382*0.6*0.0*0.6*0.05*1.05*4.12*0.39
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2014 T3*2014-07-01*2014-09-30*4, en una escala del 1 al 7*0.58*0.02**154570.77*1331*0.0*16725640*false*108.207*0.3*0.0*0.3*0.03*0.97*3.08*0.42
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2014 T1*2014-01-01*2014-03-31*4, en una escala del 1 al 7*0.72*0.01**150295.95*1367*0.0*15932017*false*106.0043*0.3*0.0*0.3*0.02*0.96*4.3*0.46
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCION MODERADO*2013 S2*2013-07-01*2013-12-31*4, en una escala del 1 al 7*1.04*0.01**168604.37*1461*0.0*17702818*false*104.9962*0.63*0.0*0.63*0.05*1.23*4.21*0.46
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2015 T3*2015-07-01*2015-09-30*4, en una escala del 1 al 7*0.22*0.0**1761286.42*10047*0.0*193041218*false*109.6024*0.3*0.0*0.3*0.03*-4.13*6.04*0.41
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2015 S1*2015-01-01*2015-06-30*4, en una escala del 1 al 7*0.64*0.0**1315214.09*7976*0.0*150358300*false*114.3223*0.59*0.0*0.59*0.05*-0.81*4.54*0.4
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2015 T1*2015-01-01*2015-03-31*4, en una escala del 1 al 7*0.35*0.0**409167.37*2755*0.0*47160099*false*115.2587*0.29*0.0*0.29*0.02*5.41*4.21*0.39
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2016 T3*2016-07-01*2016-09-30*4, en una escala del 1 al 7*0.19*0.0**1982245.41*11356*0.0*215034973*false*108.4805*0.3*0.0*0.3*0.03*0.7*3.87*0.38
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2016 S1*2016-01-01*2016-06-30*4, en una escala del 1 al 7*0.73*0.0**2000653.41*11420*0.0*215516388*false*107.723*0.6*0.0*0.6*0.05*0.5*5.6*0.38
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2016 T1*2016-01-01*2016-03-31*4, en una escala del 1 al 7*0.44*0.0**2054763.92*11623*0.0*220250145*false*107.19*0.3*0.0*0.3*0.02*-2.34*5.86*0.39
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2015 S2*2015-07-01*2015-12-31*4, en una escala del 1 al 7*0.76*0.0**2056296.51*11453*0.0*225697871*false*109.7594*0.6*0.0*0.6*0.05*0.14*5.55*0.4
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2017 T3*2017-07-01*2017-09-30*4, en una escala del 1 al 7*0.46*0.0**2173952.89*12487*0.0*242104655*false*111.3661*0.3*0.0*0.3*0.03*0.11*2.52*0.48
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2017 S1*2017-01-01*2017-06-30*4, en una escala del 1 al 7*0.62*0.0**2162659.91*12333*0.0*240583804*false*111.2444*0.59*0.0*0.59*0.05*-0.24*2.62*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2017 T1*2017-01-01*2017-03-31*4, en una escala del 1 al 7*0.36*0.0**2040459.75*11513*0.0*227535136*false*111.5117*0.3*0.0*0.3*0.02*1.73*2.73*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2016 S2*2016-07-01*2016-12-31*4, en una escala del 1 al 7*0.66*0.0**2015628.12*11445*0.0*220944890*false*109.6159*0.6*0.0*0.6*0.05*1.05*3.7*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2018 T 3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.2*0.0**1635075.95*9784*0.0*177891849*false*108.7973*0.3*0.0*0.3*0.03*-0.3*2.68*0.48
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2018 T 3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.2*0.0**14647.03*25*0.0*1457549*false*99.5116*0.12*0.0*0.12*0.03*-0.12*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32018_V-84689884_da"" decimals=""2"" unitref=""pure"">2.68</iic-com-fon:volatilidadvalorliquidativo>]"*0.3
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2018 S 1*2018-01-01*2018-06-30*4, en una escala del 1 al 7*0.76*0.0**1789512.73*10644*0.0*195284334*false*109.1271*0.6*0.0*0.6*0.05*-0.25*2.62*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2018 S 1*2018-01-01*2018-06-30*4, en una escala del 1 al 7*0.76*0.0**14754.45*21*0.0*1470018*false*99.6322*0.01*0.0*0.01*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12018_V-84689884_daq"" decimals=""2"" unitref=""pure"">-0.25</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12018_V-84689884_daq"" decimals=""2"" unitref=""pure"">2.62</iic-com-fon:volatilidadvalorliquidativo>]"*0.03
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÓN MODERADO*2018 T1*2018-01-01*2018-03-31*4, en una escala del 1 al 7*0.37*0.0**2132066.9*12595*0.0*233256434*false*109.4039*0.3*0.0*0.3*0.02*-1.56*2.58*0.46
BANKIA EVOLUCION SOSTENIBLE 30, FI*BANKIA EVOLUCIÿN MODERADO*2017 S2*2017-07-01*2017-12-31*4, en una escala del 1 al 7*0.67*0.0**2399918.08*13329*0.0*266722575*false*111.1382*0.6*0.0*0.6*0.05*-0.2*2.34*0.48
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2019 T 3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.0*0.0**1376351.26*8202*0.0*151209803*false*109.8628*0.3*0.0*0.3*0.03*0.48*3.84*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2019 T 3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.0*0.0**20273.0*37*0.0*2051881*false*101.2125*0.12*0.0*0.12*0.03*0.66*3.84*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2019 S 1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.76*0.0**1430569.73*8494*0.0*156412057*false*109.3355*0.6*0.0*0.6*0.05*0.79*2.42*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2019 S 1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.76*0.0**16895.55*29*0.0*1698746*false*100.544*0.24*0.0*0.24*0.05*0.97*2.42*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2019 T 1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.34*0.0**1473297.42*8822*0.0*159826546*false*108.4822*0.3*0.0*0.3*0.02*4.96*3.68*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2019 T 1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.34*0.0**15653.51*23*0.0*1558783*false*99.5804*0.12*0.0*0.12*0.02*5.14*3.68*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2018 S 2*2018-07-01*2018-12-31*4, en una escala del 1 al 7*0.57*0.0**1517955.87*9101*0.0*156895311*false*103.3596*0.61*0.0*0.61*0.05*-5.0*5.33*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2018 S 2*2018-07-01*2018-12-31*4, en una escala del 1 al 7*0.57*0.0**11665.11*19*0.0*1104801*false*94.7099*0.24*0.0*0.24*0.05*-4.83*5.33*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION SOSTENIBLE 30 UNIVERSAL, FI*2020 S 2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.18*-0.13**1090258.79*6468*0.0*119566938*false*109.6684*0.6*0.0*0.6*0.05*3.68*3.91*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION SOSTENIBLE 30 CARTERA, FI*2020 S 2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.18*-0.13**11474.53*34*0.0*1169808*false*101.9483*0.24*0.0*0.24*0.05*3.87*3.91*0.29
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2020 T 3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.11*-0.25**1153576.62*6790*0.0*122017721*false*105.7734*0.3*0.0*0.3*0.03*1.66*3.84*0.46
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2020 T 3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.11*-0.25**13467.92*33*0.0*1321871*false*98.1496*0.12*0.0*0.12*0.03*1.84*3.84*0.28
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2020 S 1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.31*-0.06**1174444.85*6965*0.0*122198403*false*104.0478*0.6*0.0*0.6*0.05*6.17*6.07*0.46
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2020 S 1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.31*-0.06**16310.54*33*0.0*1571909*false*96.3738*0.24*0.0*0.24*0.05*6.36*6.07*0.28
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO UNIVERSAL, FI*2020 T 1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.13*-0.04**1196972.68*7071*0.0*117303322*false*98.0*0.3*0.0*0.3*0.02*-12.12*17.96*0.47
BANKIA EVOLUCION SOSTENIBLE 30, FI*PT. BANKIA EVOLUCION MODERADO CARTERA, FI*2020 T 1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.13*-0.04**16803.16*33*0.0*1522530*false*90.6097*0.12*0.0*0.12*0.02*-11.96*17.96*0.29
