fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
SMART-ISH FONDO DE GESTORES F.I.*GESTIOHNA DINERO F.I.*2010*2010-01-01*2010-12-31*Bajo*0.0*0.41000000000000003**206731.015*76.0*0.0*3011567.0*False*10.3441***0.35*0.05****False*Y*2010
SMART-ISH FONDO DE GESTORES F.I.*GESTIOHNA DINERO F.I.*2010 T2*2010-01-01*2010-06-30*Bajo*0.0*0.4**34337.01999999999*34.0*0.0*1265000.0*False*10.3389***0.08000000000000002*0.01****False*T*2010
SMART-ISH FONDO DE GESTORES F.I.*GESTIOHNA DINERO F.I.*2010 T4*2010-07-01*2010-12-31*Bajo*0.0*0.6**270706.69000000006*99.0*0.0*3011567.0*False*10.3441***0.09*0.019999999999999997****False*T*2010
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011*2011-01-01*2011-12-31*Alto*0.0*1.005**647789.69*308.0*0.0*6934944.0*False*9.3309***0.94*0.08****False*Y*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES F.I.*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.9999999999999999**813581.1099999999*442.0*0.0*5694521.0*False*10.3095***0.22*0.019999999999999997****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011 T4*2011-07-01*2011-12-31*Alto*0.0*1.25**744674.4400000001*344.0*0.0*6934944.0*False*9.3309***0.32*0.020000000000000004****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011*2011-01-01*2011-12-31*Alto*0.0*1.005**647789.69*308.0*0.0*6934944.0*False*9.3309***0.94*0.08****False*Y*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES F.I.*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.9999999999999999**813581.1099999999*442.0*0.0*5694521.0*False*10.3095***0.22*0.019999999999999997****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011 T4*2011-07-01*2011-12-31*Alto*0.0*1.25**744674.4400000001*344.0*0.0*6934944.0*False*9.3309***0.32*0.020000000000000004****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011*2011-01-01*2011-12-31*Alto*0.0*1.005**647789.69*308.0*0.0*6934944.0*False*9.3309***0.94*0.08****False*Y*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES F.I.*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.9999999999999999**813581.1099999999*442.0*0.0*5694521.0*False*10.3095***0.22*0.019999999999999997****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2011 T4*2011-07-01*2011-12-31*Alto*0.0*1.25**744674.4400000001*344.0*0.0*6934944.0*False*9.3309***0.32*0.020000000000000004****False*T*2011
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2012*2012-01-01*2012-12-31*Alto*0.05*0.25**620536.615*289.0*0.0*5628512.0*False*9.7513*1.25*0.0*1.25*0.1****False*Y*2012
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2012 T2*2012-01-01*2012-06-30*Alto*0.0*0.32**587361.2699999999*280.0*0.0*6160534.0*False*9.2798*0.31*0.0*0.31*0.030000000000000002****False*T*2012
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2012 T4*2012-07-01*2012-12-31*Alto*0.2*0.15999999999999998**530668.03*245.0*0.0*5628512.0*False*9.7513*0.32*0.0*0.32*0.020000000000000004****False*T*2012
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2013*2013-01-01*2013-12-31*6 en una escala de 1 a 7*0.035*0.11**490628.835*227.5*0.0*4240876.0*False*11.0023*1.25*0.56*1.81*0.1****False*Y*2013
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2013 T2*2013-01-01*2013-06-30*6 en una escala de 1 a 7*0.0*0.12000000000000001**545602.6200000001*244.0*0.0*5997551.0*False*10.0663*0.31*0.0*0.31*0.030000000000000002****False*T*2013
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2013 T4*2013-07-01*2013-12-31*6 en una escala de 1 a 7*0.14*0.12**319564.82999999996*180.0*0.0*4240876.0*False*11.0023*0.31*0.29000000000000004*0.6*0.020000000000000004****False*T*2013
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2014*2014-01-01*2014-12-31*5 en una escala de 1 a 7*0.01*0.14**875753.585*321.0*0.0*11250740.0*False*11.3766*1.25*0.29000000000000004*1.54*0.1****False*Y*2014
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2014 T2*2014-01-01*2014-06-30*5 en una escala de 1 a 7*0.0*0.24**889794.51*332.0*0.0*8799564.0*False*11.5394*0.31*0.10000000000000003*0.41000000000000003*0.030000000000000002****False*T*2014
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2014 T4*2014-07-01*2014-12-31*5 en una escala de 1 a 7*-0.019999999999999997*0.04000000000000001**1151603.19*380.0*0.0*11250740.0*False*11.3766*0.32*0.01999999999999999*0.34*0.020000000000000004****False*T*2014
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2015*2015-01-01*2015-12-31*5 en una escala de 1 a 7*0.02*0.03**936703.6*320.5*0.0*10766331.0*False*11.698*1.25*0.22000000000000003*1.47*0.1****False*Y*2015
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2015 T2*2015-01-01*2015-06-30*5 en una escala de 1 a 7*-0.009999999999999995*0.0**911340.5*324.0*0.0*11546137.0*False*12.1149*0.31*-0.09999999999999998*0.20999999999999996*0.030000000000000002****False*T*2015
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2015 T4*2015-07-01*2015-12-31*5 en una escala de 1 a 7*0.0*0.12**907433.57*287.0*0.0*10766331.0*False*11.698*0.31*0.24999999999999994*0.56*0.020000000000000004****False*T*2015
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2016 T2*2016-01-01*2016-06-30*4 en una escala de 1 a 7*0.35*0.08000000000000002**754277.75*268.0*0.0*9130946.0*False*11.2867*0.31*0.0*0.31*0.030000000000000002****False*T*2016
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2017*2017-01-01*2017-12-31*4 en una escala de 1 a 7*0.215*0.0**877765.5549999999*292.0*0.0*12979733.0*False*13.2274*1.25*0.62*1.87*0.1****False*Y*2017
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2017 T2*2017-01-01*2017-06-30*4 en una escala de 1 a 7*0.86*0.0**821198.7499999999*273.0*0.0*9967418.0*False*12.8736*0.31*0.09999999999999998*0.41000000000000003*0.030000000000000002****False*T*2017
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2017 T4*2017-07-01*2017-12-31*4 en una escala de 1 a 7*0.0*0.0**1154250.57*362.0*0.0*12979733.0*False*13.2274*0.32*0.1*0.42*0.020000000000000004****False*T*2017
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2018*2018-01-01*2018-12-31*4 en una escala de 1 a 7*0.0*0.0**1683584.7999999998*461.5*0.0*20582209.0*False*11.7549*1.25*0.03*1.2799999999999998*0.1****False*Y*2018
SMART-ISH FONDO DE GESTORES F.I.*SMART-ISH FONDO DE GESTORES FI*2018 T2*2018-01-01*2018-06-30*4 en una escala de 1 a 7*0.0*0.0**1885843.4599999997*487.0*0.0*21581720.0*False*13.3531*0.31*0.09*0.39999999999999997*0.030000000000000002****False*T*2018
