fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2010*2010-01-01*2010-12-31*medio*0.11*0.33**236056.825*56.0*0.0*2275925.0*False*9.24***0.55*0.05****True*Y*2010
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2010 T2*2010-01-01*2010-06-30*medio*0.21*0.21**250183.09*39.0*0.0*2142019.0*False*9.49***0.13*0.02****True*T*2010
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2010 T4*2010-07-01*2010-12-31*medio*0.0*0.5900000000000001**235444.05*115.0*0.0*2275925.0*False*9.24***0.14*0.019999999999999997****True*T*2010
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2010 T2*2010-01-01*2010-06-30*medio*0.21*0.21**1310681.19*32.0*0.0*11677293.0*False*9.5***0.05*0.01****True*T*2010
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2011*2011-01-01*2011-12-31*medio*0.0*0.88**433254.595*95.5*0.0*4892716.0*False*9.63***0.55*0.05****True*Y*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2011 T2*2011-01-01*2011-06-30*medio*0.0*0.96**420886.17000000004*91.0*0.0*3425013.0*False*9.56***0.13*0.01****True*T*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2011 T4*2011-07-01*2011-12-31*medio*0.0*0.94**568760.45*112.0*0.0*4892716.0*False*9.63***0.14*0.019999999999999997****True*T*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2011*2011-01-01*2011-12-31*medio*0.0*0.88**1956543.81*48.0*0.0*20700320.0*False*9.68***0.25*0.05****True*Y*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2011 T2*2011-01-01*2011-06-30*medio*0.0*0.96**1821596.05*51.0*0.0*17027470.0*False*9.59***0.06*0.01****True*T*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2011 T4*2011-07-01*2011-12-31*medio*0.0*0.94**2338949.2800000003*57.0*0.0*20700320.0*False*9.68***0.07*0.019999999999999997****True*T*2011
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2012*2012-01-01*2012-12-31*medio*0.035*0.16499999999999998**776679.2849999999*141.0*0.0*8237791.0*False*9.9528*0.55**0.55*0.05****True*Y*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2012 T2*2012-01-01*2012-06-30*medio*0.0*0.24999999999999997**861716.2099999998*150.0*0.0*6635711.0*False*9.14*0.13**0.13*0.01****True*T*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2012 T4*2012-07-01*2012-12-31*medio*0.14*0.06**911278.25*161.0*0.0*8237791.0*False*9.9528*0.14**0.14*0.019999999999999997****True*T*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2012*2012-01-01*2012-12-31*medio*0.035*0.16499999999999998**2827653.27*74.5*0.0*29737256.0*False*10.0366*0.25**0.25*0.05****True*Y*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2012 T2*2012-01-01*2012-06-30*medio*0.0*0.24999999999999997**3091487.08*77.0*0.0*24790323.0*False*9.21*0.06**0.06*0.01****True*T*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2012 T4*2012-07-01*2012-12-31*medio*0.14*0.06**3087300.1*95.0*0.0*29737256.0*False*10.0366*0.07**0.07*0.019999999999999997****True*T*2012
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2013 T2*2013-01-01*2013-06-30*medio*-0.03*0.03**1181862.4899999998*220.0*0.0*12017116.0*False*10.7983*0.13**0.13*0.01****True*T*2013
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2013 T2*2013-01-01*2013-06-30*medio*-0.03*0.03**3411688.81*100.0*0.0*35908831.0*False*10.9055*0.06**0.06*0.01****True*T*2013
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2014 T4*2014-07-01*2014-12-31*medio*0.4*0.0**507371.24*110.0*0.0*7683431.0*False*13.1298*0.14**0.14*0.019999999999999997****True*T*2014
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2014 T4*2014-07-01*2014-12-31*medio*0.4*0.0**2233266.67*70.0*0.0*31509519.0*False*13.3202*0.07**0.07*0.019999999999999997****True*T*2014
FON FINECO INTERES FI*FON FINECO INTERES SERIE A*2014 T2*2014-01-01*2014-06-30*medio*0.0*0.13**615459.77*123.0*0.0*10437162.0*False*12.595999999999998*0.13**0.13*0.01****True*T*2014
FON FINECO INTERES FI*FON FINECO INTERES SERIE I*2014 T2*2014-01-01*2014-06-30*medio*0.0*0.13**2340002.41*66.0*0.0*35084467.0*False*12.7592*0.06**0.06*0.01****True*T*2014
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2015*2015-01-01*2015-12-31*4 en una escala del 1 al 7*0.0*0.0**337443.44*88.5*0.0*3842978.0*False*13.3216*0.55**0.55*0.05****True*Y*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2015 T2*2015-01-01*2015-06-30*4 en una escala del 1 al 7*0.0*0.0**307910.03*86.0*0.0*5009333.0*False*12.9638*0.13**0.13*0.01****True*T*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2015 T4*2015-07-01*2015-12-31*4 en una escala del 1 al 7*0.0*0.0**228584.33999999997*75.0*0.0*3842978.0*False*13.3216*0.14**0.14*0.019999999999999997****True*T*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2015*2015-01-01*2015-12-31*4 en una escala del 1 al 7*0.0*0.0**1090346.09*38.5*0.0*11584712.0*False*13.5553*0.25**0.25*0.05****True*Y*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2015 T2*2015-01-01*2015-06-30*4 en una escala del 1 al 7*0.0*0.0**749587.0900000001*31.0*0.0*17466003.0*False*13.1713*0.06**0.06*0.01****True*T*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2015 T4*2015-07-01*2015-12-31*4 en una escala del 1 al 7*0.0*0.0**772545.8699999999*33.0*0.0*11584712.0*False*13.5553*0.07**0.07*0.019999999999999997****True*T*2015
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2016*2016-01-01*2016-12-31*4 en una escala del 1 al 7*0.005*0.0**234977.70500000002*74.0*0.0*2934047.0*False*13.5887*0.55**0.55*0.05****True*Y*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2016 T2*2016-01-01*2016-06-30*4 en una escala del 1 al 7*-0.04*0.0**239158.87*75.0*0.0*3458172.0*False*13.6129*0.13**0.13*0.01****True*T*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2016 T4*2016-07-01*2016-12-31*4 en una escala del 1 al 7*0.0*0.0**198327.16999999998*68.0*0.0*2934047.0*False*13.5887*0.14**0.14*0.019999999999999997****True*T*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2016*2016-01-01*2016-12-31*4 en una escala del 1 al 7*0.005*0.0**748662.0149999999*29.0*0.0*10207235.0*False*13.8686*0.25**0.25*0.05****True*Y*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2016 T2*2016-01-01*2016-06-30*4 en una escala del 1 al 7*-0.04*0.0**689171.6199999999*28.0*0.0*10561438.0*False*13.8724*0.06**0.06*0.01****True*T*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2016 T4*2016-07-01*2016-12-31*4 en una escala del 1 al 7*0.0*0.0**710661.9299999999*29.0*0.0*10207235.0*False*13.8686*0.07**0.07*0.019999999999999997****True*T*2016
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2017*2017-01-01*2017-12-31*4 en una escala del 1 al 7*0.01*-0.3**195308.09000000003*72.5*0.0*2475212.0*False*13.6166*0.55**0.55*0.04****True*Y*2017
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2017 T2*2017-01-01*2017-06-30*4 en una escala del 1 al 7*0.0*-0.6**208836.95*70.0*0.0*2843523.0*False*13.616*0.13**0.13*0.01****True*T*2017
FON FINECO INTERES FI*FON FINECO INTERES CLASE A*2017 T4*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.03*-0.3**172356.68000000002*83.0*0.0*2475212.0*False*13.6166*0.14**0.14*0.01****True*T*2017
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2017*2017-01-01*2017-12-31*4 en una escala del 1 al 7*0.01*-0.3**686841.895*26.5*0.0*9435542.0*False*13.9389*0.25**0.25*0.04****True*Y*2017
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2017 T2*2017-01-01*2017-06-30*4 en una escala del 1 al 7*0.0*-0.6**676864.62*26.0*0.0*9696938.0*False*13.9172*0.06**0.06*0.01****True*T*2017
FON FINECO INTERES FI*FON FINECO INTERES CLASE I*2017 T4*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.03*-0.3**676923.89*26.0*0.0*9435542.0*False*13.9389*0.07**0.07*0.01****True*T*2017
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2018*2018-01-01*2018-12-31*4 en una escala del 1 al 7*0.11*-0.3**136105.345*79.5*0.0*1637877.0*False*13.6037*0.55**0.55*0.04****True*Y*2018
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2018 T4*2018-07-01*2018-12-31*4 en una escala del 1 al 7*0.24*-0.3**97274.07999999999*83.0*0.0*1637877.0*False*13.6037*0.14**0.14*0.01****True*T*2018
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2018*2018-01-01*2018-12-31*4 en una escala del 1 al 7*0.11*-0.3**543105.51*21.5*0.0*7044298.0*False*13.9675*0.25**0.25*0.04****True*Y*2018
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2018 T4*2018-07-01*2018-12-31*4 en una escala del 1 al 7*0.24*-0.3**426792.99*18.0*0.0*7044298.0*False*13.9675*0.07**0.07*0.01****True*T*2018
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2019*2019-01-01*2019-12-31*4 en una escala del 1 al 7*1.03*-0.315**100362.195*98.0*0.0*1298186.0*False*13.6812*0.55**0.55*0.04****True*Y*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2019 T2*2019-01-01*2019-06-30*4 en una escala del 1 al 7*0.5800000000000001*-0.3**96944.71*93.0*0.0*1453371.0*False*13.7323*0.13**0.13*0.01****True*T*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2019 T4*2019-07-01*2019-12-31*4 en una escala del 1 al 7*3.46*-0.36000000000000004**83940.38999999998*95.0*0.0*1298186.0*False*13.6812*0.14**0.14*0.01****True*T*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2019*2019-01-01*2019-12-31*4 en una escala del 1 al 7*1.03*-0.315**321656.02*14.0*0.0*4531905.0*False*14.0893*0.25**0.25*0.04****True*Y*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2019 T2*2019-01-01*2019-06-30*4 en una escala del 1 al 7*0.5800000000000001*-0.3**196796.82000000007*13.0*0.0*4541949.0*False*14.1205*0.06**0.06*0.01****True*T*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2019 T4*2019-07-01*2019-12-31*4 en una escala del 1 al 7*3.46*-0.36000000000000004**321656.02*14.0*0.0*4531905.0*False*14.0893*0.07**0.07*0.01****True*T*2019
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2020*2020-01-01*2020-12-31*2 en una escala del 1 al 7*91.46*-0.4**93925.57*64.5*0.0*511662.0*False*13.673*0.39**0.39*0.04****True*Y*2020
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2020 T2*2020-01-01*2020-06-30*4 en una escala del 1 al 7*104.05*-0.4**51890.65000000002*4.0*0.0*2121044.0*False*14.0999*0.06**0.06*0.01****True*T*2020
FON FINECO INTERES FI*FON FINECO INTERES FI -I-*2020 T4*2020-07-01*2020-12-31*2 en una escala del 1 al 7*136.03*-0.4**3663.520000000004*238.0*0.0*511662.0*False*13.673*0.21000000000000002**0.21000000000000002*0.01****True*T*2020
FON FINECO INTERES FI*FON FINECO INTERES FI -A-*2020 T2*2020-01-01*2020-06-30*4 en una escala del 1 al 7*104.05*-0.4**94888.26*97.0*0.0*1297226.0*False*13.6711*0.13**0.13*0.01****True*T*2020
