fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2015 T2*2015-01-01*2015-06-30*4 en una escala de 1 a 7.*0.34*0.0**108882.15000000001*1000.0*0.0*69884086.0*False*697.763*0.34*0.0*0.34*0.030000000000000002****False*T*2015
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016*2016-01-01*2016-12-31*4 en una escala de 1 a 7.*0.37*0.0**98252.18*974.5*0.0*66381360.0*False*697.8873*1.35*0.0*1.35*0.1****False*Y*2016
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 T2*2016-01-01*2016-06-30*4 en una escala de 1 a 7.*0.41*0.0**98765.77*1006.0*0.0*68354722.0*False*674.1977*0.33*0.0*0.33*0.030000000000000002****False*T*2016
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 T4*2016-07-01*2016-12-31*4 en una escala de 1 a 7.*0.62*0.0**91490.48*920.0*0.0*66381360.0*False*697.8873*0.34*0.0*0.34*0.020000000000000004****False*T*2016
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2017*2017-01-01*2017-12-31*4 en una escala del 1 al 7*0.17*0.0**95088.41*934.5*0.0*70673794.0*False*742.6077*1.35**1.35*0.1****False*Y*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2017 T2*2017-01-01*2017-06-30*4 en una escala de 1 a 7.*0.41000000000000003*0.0**95724.87000000001*954.0*0.0*68592073.0*False*721.9681*0.34*0.0*0.34*0.030000000000000002****False*T*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2017 T4*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.0*0.0**94748.55*954.0*0.0*70673794.0*False*742.6077*0.34**0.34*0.030000000000000002****False*T*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2017*2017-01-01*2017-12-31*4 en una escala del 1 al 7*0.17*0.0**95088.41*934.5*0.0*70673794.0*False*742.6077*1.35**1.35*0.1****False*Y*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2017 T2*2017-01-01*2017-06-30*4 en una escala de 1 a 7.*0.41000000000000003*0.0**95724.87000000001*954.0*0.0*68592073.0*False*721.9681*0.34*0.0*0.34*0.030000000000000002****False*T*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2017 T4*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.0*0.0**94748.55*954.0*0.0*70673794.0*False*742.6077*0.34**0.34*0.030000000000000002****False*T*2017
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2018*2018-01-01*2018-12-31*4 en una escala del 1 al 7*0.22500000000000003*0.0**85530.295*882.5*0.0*52766833.0*False*671.7337*1.35**1.35*0.04****False*Y*2018
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2018 T2*2018-01-01*2018-06-30*4 en una escala del 1 al 7*0.33*0.0**89324.25*897.0*0.0*67458964.0*False*729.2278*0.34**0.34*0.01****False*T*2018
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2018 T4*2018-07-01*2018-12-31*4 en una escala del 1 al 7*0.4600000000000001*0.0**69193.4*798.0*0.0*52766833.0*False*671.7337*0.34**0.34*0.01****False*T*2018
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2019*2019-01-01*2019-12-31*4 en una escala del 1 al 7*0.275*0.0**50175.41*638.0*0.0*31960075.0*False*759.7124*1.35**1.35*0.03****False*Y*2019
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2019 T2*2019-01-01*2019-06-30*4 en una escala del 1 al 7*1.08*0.0**52537.27*660.0*0.0*42753498.0*False*733.5605*0.34**0.34*0.0****False*T*2019
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2019 T4*2019-07-01*2019-12-31*4 en una escala del 1 al 7*-0.06*0.0**27481.11*481.0*0.0*31960075.0*False*759.7124*0.34**0.34*0.01****False*T*2019
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2020*2020-01-01*2020-12-31*4 en una escala del 1 al 7*0.6499999999999999*0.0**33208.705*473.5*0.0*25129371.0*False*808.9595*1.35**1.35*0.03****False*Y*2020
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2020 T2*2020-01-01*2020-06-30*4 en una escala del 1 al 7*1.5299999999999998*0.0**30396.789999999994*453.0*0.0*25612772.0*False*724.4745*0.33**0.33*0.0****False*T*2020
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2020 T4*2020-07-01*2020-12-31*4 en una escala del 1 al 7*0.26*0.0**29346.32*428.0*0.0*25129371.0*False*808.9595*0.34**0.34*0.01****False*T*2020
