fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2011 T4*2011-07-01*2011-12-31*ALTO*0.0*0.83**3036326.34*111.0*0.0*7855570.0*False*5.0741***0.15999999999999998*0.04****False*T*2011
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012*2012-01-01*2012-12-31*ALTO*0.305*0.155**1852212.53*87.5*0.0*9957186.0*False*5.2736*0.6**0.6*0.1****False*Y*2012
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 T2*2012-01-01*2012-06-30*ALTO*0.62*0.25**2011000.8599999999*81.0*0.0*9249147.0*False*5.0923*0.15**0.15*0.030000000000000002****False*T*2012
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2012 T4*2012-07-01*2012-12-31*ALTO*0.27*0.06**2155089.3200000003*104.0*0.0*9957186.0*False*5.2736*0.15**0.15*0.020000000000000004****False*T*2012
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013*2013-01-01*2013-12-31*ALTO*0.945*0.04**1894663.035*106.0*0.0*10508655.0*False*5.4876*0.6**0.6*0.1****False*Y*2013
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 T2*2013-01-01*2013-06-30*ALTO*1.92*0.039999999999999994**1875659.2899999998*102.0*0.0*10007114.0*False*5.3389*0.15**0.15*0.030000000000000002****False*T*2013
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2013 T4*2013-07-01*2013-12-31*ALTO*1.34*0.060000000000000005**1973487.5699999998*113.0*0.0*10508655.0*False*5.4876*0.15**0.15*0.020000000000000004****False*T*2013
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014*2014-01-01*2014-12-31*ALTO*0.8899999999999999*0.08**2517667.825*126.0*0.0*17096784.0*False*5.6759*0.54**0.54*0.1****False*Y*2014
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 T2*2014-01-01*2014-06-30*ALTO*0.84*0.16999999999999998**2147510.6500000004*125.0*0.0*11490415.0*False*5.6794*0.12**0.12*0.030000000000000002****False*T*2014
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2014 T4*2014-07-01*2014-12-31*ALTO*2.23*0.01**3891637.03*130.0*0.0*17096784.0*False*5.6759*0.16999999999999998**0.16999999999999998*0.020000000000000004****False*T*2014
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015*2015-01-01*2015-12-31*Medio*0.88*0.0**2812776.3049999997*128.5*0.0*14620714.0*False*5.6266*0.95**0.95*0.1****False*Y*2015
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015 T2*2015-01-01*2015-06-30*ALTO*1.62*0.0**3077039.81*134.0*0.0*17374770.0*False*5.7398*0.23999999999999996**0.23999999999999996*0.030000000000000002****False*T*2015
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2015 T4*2015-07-01*2015-12-31*Medio*0.73*0.0**2180481.92*116.0*0.0*14620714.0*False*5.6266*0.22999999999999998**0.22999999999999998*0.020000000000000004****False*T*2015
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2016*2016-01-01*2016-12-31*Medio*1.575*0.0**1217888.635*112.0*0.0*6836897.0*False*5.6286*0.95**0.95*0.1****False*Y*2016
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2016 T2*2016-01-01*2016-06-30*Medio*2.2800000000000002*0.0**1155639.9000000001*108.0*0.0*6799125.0*False*5.568*0.24**0.24*0.030000000000000002****False*T*2016
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2016 T4*2016-07-01*2016-12-31*Medio*2.17*0.0**1208720.72*108.0*0.0*6836897.0*False*5.6286*0.22999999999999998**0.22999999999999998*0.020000000000000004****False*T*2016
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2017*2017-01-01*2017-12-31*Medio*0.8350000000000001*0.0**1302080.305*115.0*0.0*8542814.0*False*5.7479*0.91**0.91*0.1****False*Y*2017
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2017 T2*2017-01-01*2017-06-30*Medio*0.7200000000000001*0.0**1076981.88*106.0*0.0*6376325.0*False*5.7038*0.22**0.22*0.030000000000000002****False*T*2017
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2017 T4*2017-07-01*2017-12-31*Medio*2.2100000000000004*0.0**1802209.5599999998*127.0*0.0*8542814.0*False*5.7479*0.23**0.23*0.020000000000000004****False*T*2017
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2018 T2*2018-01-01*2018-06-30*Medio*1.41*0.0**525362.4299999999*114.0*0.0*5715836.0*False*5.604*0.21**0.21*0.030000000000000002****False*T*2018
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2019*2019-01-01*2019-12-31*Alto*1.42*-0.22**657410.355*117.5*0.0*3802954.0*False*6.0132*0.86**0.86*0.1****False*Y*2019
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2019 T2*2019-01-01*2019-06-30*Alto*2.6799999999999997*-0.1**662146.5100000001*117.0*0.0*3843804.0*False*5.6329*0.22999999999999998**0.22999999999999998*0.030000000000000002****False*T*2019
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2019 T4*2019-07-01*2019-12-31*Alto*1.38*-0.42000000000000004**579766.66*115.0*0.0*3802954.0*False*6.0132*0.22**0.22*0.020000000000000004****False*T*2019
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2020*2020-01-01*2020-12-31*Alto*0.51*-0.33999999999999997**687655.73*119.5*0.0*4672340.0*False*6.539*0.91**0.91*0.1****False*Y*2020
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2020 T2*2020-01-01*2020-06-30*Alto*0.8599999999999999*-0.35**708848.3199999998*122.0*0.0*3930895.0*False*5.9489*0.23**0.23*0.030000000000000002****False*T*2020
GLOBAL DIVERSIFICATION FUND FI*GLOBAL DIVERSIFICATION FUND FI*2020 T4*2020-07-01*2020-12-31*Alto*0.75*-0.33**731374.66*119.0*0.0*4672340.0*False*6.539*0.23**0.23*0.020000000000000004****False*T*2020
