fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
TEMPERANTIA FI*TEMPERANTIA FI*2016*2016-01-01*2016-12-31*6, en una escala del 1 al 7.*0.0*0.0**249386.47*53.5*0.0*2159482.0*False*5.2247*0.92**0.92*0.04****False*Y*2016
TEMPERANTIA FI*TEMPERANTIA FI*2016 T4*2016-07-01*2016-12-31*6, en una escala del 1 al 7.*0.0*0.0**594752.95*199.0*0.0*2159482.0*False*5.2247*0.38**0.38*0.019999999999999997****False*T*2016
TEMPERANTIA FI*TEMPERANTIA FI*2017*2017-01-01*2017-12-31*6, en una escala del 1 al 7.*-0.395*0.0**621602.355*71.0*0.0*0.0*False*0.0*0.74**0.74*0.03****True*Y*2017
TEMPERANTIA FI*TEMPERANTIA FI*2017 T2*2017-01-01*2017-06-30*6, en una escala del 1 al 7.*0.0*0.0**1691688.02*149.0*0.0*6752751.0*False*5.4317*0.42**0.42*0.019999999999999997****True*T*2017
TEMPERANTIA FI*TEMPERANTIA FI*2017 T4*2017-07-01*2017-12-31*6, en una escala del 1 al 7.*-1.58*0.0**-903873.02*-133.0*0.0*0.0*False*0.0*-0.38**-0.38*-0.02****True*T*2017
TEMPERANTIA FI*TEMPERANTIA FI*2018 T2*2018-01-01*2018-06-30*6, en una escala del 1 al 7.*0.26*0.0**511136.9099999999*115.0*0.0*3600730.0*False*5.5742*0.37**0.37*0.009999999999999998****True*T*2018
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2019*2019-01-01*2019-12-31*6*0.14*-0.29000000000000004**409383.2*113.0*0.0*2814751.0*False*6.3309*1.15**1.15*0.06****True*Y*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7.*-0.18*-0.47000000000000003**308066.47000000003*107.0*0.0*2196038.0*False*5.8693*0.2899999999999999**0.2899999999999999*0.009999999999999998****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2019 T4*2019-07-01*2019-12-31*6*0.56*0.06**452117.57000000007*113.0*0.0*2814751.0*False*6.3309*0.29**0.29*0.019999999999999997****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2019*2019-01-01*2019-12-31*6*0.14*-0.29000000000000004**11871.055*1.0*0.0*149261.0*False*6.3373*0.39**0.39*0.03****True*Y*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7.*-0.18*-0.47000000000000003**378.18*2.0*0.0*1110.0*False*5.8696*0.01**0.01*0.0****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2019 T4*2019-07-01*2019-12-31*6*0.56*0.06**23553.02*1.0*0.0*149261.0*False*6.3373*0.19**0.19*0.019999999999999997****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2019*2019-01-01*2019-12-31*6*0.14*-0.29000000000000004**114235.14*2.0*0.0*723481.0*False*6.3333*0.52**0.52*0.03****True*Y*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7.*-0.18*-0.47000000000000003**228470.28*4.0*0.0*670502.0*False*5.8695*0.02**0.02*0.0****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2019 T4*2019-07-01*2019-12-31*6*0.56*0.06**114235.14*2.0*0.0*723481.0*False*6.3333*0.25**0.25*0.009999999999999998****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2019*2019-01-01*2019-12-31*6*0.14*-0.29000000000000004**65842.51*1.5*0.0*651025.0*False*6.337999999999999*0.6599999999999999**0.6599999999999999*0.06****True*Y*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7.*-0.18*-0.47000000000000003**34058.46000000001*1.0*0.0*170351.0*False*5.8806*0.18**0.18*0.019999999999999997****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2019 T4*2019-07-01*2019-12-31*6*0.56*0.06**107518.65*2.0*0.0*651025.0*False*6.337999999999999*0.17999999999999997**0.17999999999999997*0.019999999999999997****True*T*2019
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2020*2020-01-01*2020-12-31*6*0.525*-0.4**480848.4*115.0*0.0*3235169.0*False*6.5504*1.15**1.15*0.06****True*Y*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2020 T2*2020-01-01*2020-06-30*6*0.79*-0.4**460476.0399999999*115.0*0.0*2799901.0*False*5.9852*0.27999999999999997**0.27999999999999997*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE A*2020 T4*2020-07-01*2020-12-31*6*0.8*-0.4**524548.0800000001*113.0*0.0*3235169.0*False*6.5504*0.29**0.29*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2020*2020-01-01*2020-12-31*6*0.525*-0.4**23553.02*1.0*0.0*155056.0*False*6.5833*0.75**0.75*0.06****True*Y*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2020 T2*2020-01-01*2020-06-30*6*0.79*-0.4**23553.02*1.0*0.0*141392.0*False*6.0031*0.18**0.18*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE I*2020 T4*2020-07-01*2020-12-31*6*0.8*-0.4**23553.02*1.0*0.0*155056.0*False*6.5833*0.19**0.19*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2020*2020-01-01*2020-12-31*6*0.525*-0.4**114235.14*2.0*0.0*749689.0*False*6.5627*1.0**1.0*0.06****True*Y*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2020 T2*2020-01-01*2020-06-30*6*0.79*-0.4**114235.14*2.0*0.0*684486.0*False*5.9919*0.25**0.25*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE B*2020 T4*2020-07-01*2020-12-31*6*0.8*-0.4**114235.14*2.0*0.0*749689.0*False*6.5627*0.25**0.25*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2020*2020-01-01*2020-12-31*6*0.525*-0.4**154065.275*3.5*0.0*1014877.0*False*6.5874*0.7**0.7*0.06****True*Y*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2020 T2*2020-01-01*2020-06-30*6*0.79*-0.4**154066.87*4.0*0.0*925232.0*False*6.0054*0.17999999999999997**0.17999999999999997*0.019999999999999997****True*T*2020
TEMPERANTIA FI*TEMPERANTIA FI CLASE J*2020 T4*2020-07-01*2020-12-31*6*0.8*-0.4**154063.68*3.0*0.0*1014877.0*False*6.5874*0.16999999999999998**0.16999999999999998*0.019999999999999997****True*T*2020
