fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2017 T4*2017-07-01*2017-12-31*5 en una escala del 1 al 7*9.54*0.0**325880.54*63.0*0.0*1680031.0*False*9.857000000000001*0.39999999999999997*0.0*0.39999999999999997*0.04****True*T*2017
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2018*2018-01-01*2018-12-31*5 en una escala del 1 al 7*0.7*0.0**506341.655*108.0*0.0*5465297.0*False*9.1209*0.99*0.03*1.02*0.1****True*Y*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2018 T2*2018-01-01*2018-06-30*5 en una escala del 1 al 7*1.05*0.0**490318.89*117.0*0.0*4148477.0*False*10.0331*0.25*0.08*0.32999999999999996*0.030000000000000002****True*T*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2018 T4*2018-07-01*2018-12-31*5 en una escala del 1 al 7*0.78*0.0**639502.8200000001*136.0*0.0*5465297.0*False*9.1209*0.25*-0.33999999999999997*-0.10000000000000003*0.020000000000000004****True*T*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2018*2018-01-01*2018-12-31*5 en una escala del 1 al 7*0.7*0.0**15000.0*1.0*0.0*137859.0*False*9.1906*0.5*0.009999999999999995*0.51*0.1****True*Y*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2018 T2*2018-01-01*2018-06-30*5 en una escala del 1 al 7*1.05*0.0**15000.0*1.0*0.0*151112.0*False*10.0741*0.13*0.08*0.21000000000000002*0.030000000000000002****True*T*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2018 T4*2018-07-01*2018-12-31*5 en una escala del 1 al 7*0.78*0.0**15000.0*1.0*0.0*137859.0*False*9.1906*0.12*-0.39*-0.27*0.020000000000000004****True*T*2018
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2019 T2*2019-01-01*2019-06-30*5 en una escala del 1 al 7*0.5800000000000001*0.0**904955.6499999999*152.0*0.0*7872609.0*False*10.475*0.25*0.10999999999999999*0.36*0.030000000000000002****True*T*2019
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2019 T2*2019-01-01*2019-06-30*5 en una escala del 1 al 7*0.5800000000000001*0.0**15000.0*1.0*0.0*158589.0*False*10.5727*0.13*0.13*0.26*0.030000000000000002****True*T*2019
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2020*2020-01-01*2020-12-31*6 en una escala del 1 al 7*0.7*0.0**1870114.02*231.0*0.0*23245696.0*False*11.6523*1.0*0.39*1.3900000000000001*0.1****True*Y*2020
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2020 T2*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.94*0.0**1689268.7000000002*239.0*0.0*18339802.0*False*10.5082*0.25*0.0*0.25*0.030000000000000002****True*T*2020
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase A*2020 T4*2020-07-01*2020-12-31*6 en una escala del 1 al 7*1.5*0.0**2180103.79*254.0*0.0*23245696.0*False*11.6523*0.25*0.39*0.64*0.020000000000000004****True*T*2020
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2020*2020-01-01*2020-12-31*6 en una escala del 1 al 7*0.7*0.0**24331.55*1.0*0.0*288615.0*False*11.8618*0.5*0.33*0.83*0.1****True*Y*2020
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2020 T2*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.94*0.0**24331.55*1.0*0.0*259456.0*False*10.6634*0.13*0.0*0.13*0.030000000000000002****True*T*2020
ABANTE INDICE BOLSA FI*ABANTE INDICE BOLSA Clase L*2020 T4*2020-07-01*2020-12-31*6 en una escala del 1 al 7*1.5*0.0**24331.55*1.0*0.0*288615.0*False*11.8618*0.12*0.33*0.44999999999999996*0.020000000000000004****True*T*2020
