fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F. de Fondos Dinámico 9*2009*2009-01-01*2009-12-31*Medio alto*1.945*0.7549999999999999**713373.4550000001*166.0*0.0*8137016.0*False*10.4833***1.44*0.12****False*Y*2009
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F. de Fondos Dinámico 9*2009 T4*2009-07-01*2009-12-31*Medio alto*2.54*0.27999999999999997**799617.3600000001*190.0*0.0*8137016.0*False*10.4833***0.32999999999999996*0.03****False*T*2009
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2010*2010-01-01*2010-12-31*Medio alto*0.73*0.37**1049113.53*256.0*0.0*12216335.0*False*11.1497***1.27*0.12****False*Y*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F. de Fondos Dinámico 9*2010 T2*2010-01-01*2010-06-30*Medio alto*1.21*0.27**1071715.8*264.0*0.0*10898271.0*False*10.8704***0.23000000000000004*0.03****False*T*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2010 T4*2010-07-01*2010-12-31*Medio alto*0.8*0.61**1127570.06*259.0*0.0*12216335.0*False*11.1497***0.27*0.03****False*T*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2010*2010-01-01*2010-12-31*Medio alto*0.73*0.37**1049113.53*256.0*0.0*12216335.0*False*11.1497***1.27*0.12****False*Y*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F. de Fondos Dinámico 9*2010 T2*2010-01-01*2010-06-30*Medio alto*1.21*0.27**1071715.8*264.0*0.0*10898271.0*False*10.8704***0.23000000000000004*0.03****False*T*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2010 T4*2010-07-01*2010-12-31*Medio alto*0.8*0.61**1127570.06*259.0*0.0*12216335.0*False*11.1497***0.27*0.03****False*T*2010
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2011 T2*2011-01-01*2011-06-30*Alto*1.6700000000000002*0.85**952280.77*270.0*0.0*10951290.0*False*11.2547***0.26*0.03****False*T*2011
IMANTIA  GLOBAL MODERADO, FI*Cajaburgos F.de F. Din. VAR 9, F.I.*2011 T2*2011-01-01*2011-06-30*Alto*1.6700000000000002*0.85**952280.77*270.0*0.0*10951290.0*False*11.2547***0.26*0.03****False*T*2011
IMANTIA  GLOBAL MODERADO, FI*Caixabank Gestión Dinámico Var 9,FI*2012*2012-01-01*2012-12-31*4, de una*0.915*0.21999999999999997**515034.72*150.5*0.0*3437997.0*False*11.5461*1.0*0.32999999999999996*1.33*0.12****False*Y*2012
IMANTIA  GLOBAL MODERADO, FI*Banca Civica G.Dinamico Var 9,F.I.*2012 T2*2012-01-01*2012-06-30*Alto*0.7500000000000001*0.24999999999999994**661556.74*184.0*0.0*8166063.0*False*11.1511*0.24*-0.06*0.18*0.03****False*T*2012
IMANTIA  GLOBAL MODERADO, FI*Caixabank Gestión Dinámico Var 9,FI*2012 T4*2012-07-01*2012-12-31*4, de una*2.13*0.06**-101022.78000000003*22.0*0.0*3437997.0*False*11.5461*0.26*0.06*0.31999999999999995*0.03****False*T*2012
IMANTIA  GLOBAL MODERADO, FI*Caixabank Gestión Dinámico Var 9,FI*2012*2012-01-01*2012-12-31*4, de una*0.915*0.21999999999999997**515034.72*150.5*0.0*3437997.0*False*11.5461*1.0*0.32999999999999996*1.33*0.12****False*Y*2012
IMANTIA  GLOBAL MODERADO, FI*Banca Civica G.Dinamico Var 9,F.I.*2012 T2*2012-01-01*2012-06-30*Alto*0.7500000000000001*0.24999999999999994**661556.74*184.0*0.0*8166063.0*False*11.1511*0.24*-0.06*0.18*0.03****False*T*2012
IMANTIA  GLOBAL MODERADO, FI*Caixabank Gestión Dinámico Var 9,FI*2012 T4*2012-07-01*2012-12-31*4, de una*2.13*0.06**-101022.78000000003*22.0*0.0*3437997.0*False*11.5461*0.26*0.06*0.31999999999999995*0.03****False*T*2012
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013*2013-01-01*2013-12-31*4, de una escala del 1 al 7*1.1*0.06**197048.82*110.0*0.0*2964977.0*False*12.1605*1.01*0.29000000000000004*1.2999999999999998*0.12****False*Y*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013 T2*2013-01-01*2013-06-30*4, de una escala del 1 al 7*1.53*0.06**127306.25*52.0*0.0*1759021.0*False*11.7052*0.25*0.0*0.25*0.03****False*T*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013 T4*2013-07-01*2013-12-31*4, de una escala del 1 al 7*2.1199999999999997*0.06**344606.17000000004*258.0*0.0*2964977.0*False*12.1605*0.26*0.11*0.36999999999999994*0.03****False*T*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013*2013-01-01*2013-12-31*4, de una escala del 1 al 7*1.1*0.06**197048.82*110.0*0.0*2964977.0*False*12.1605*1.01*0.29000000000000004*1.2999999999999998*0.12****False*Y*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013 T2*2013-01-01*2013-06-30*4, de una escala del 1 al 7*1.53*0.06**127306.25*52.0*0.0*1759021.0*False*11.7052*0.25*0.0*0.25*0.03****False*T*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico Var 9, F.I.*2013 T4*2013-07-01*2013-12-31*4, de una escala del 1 al 7*2.1199999999999997*0.06**344606.17000000004*258.0*0.0*2964977.0*False*12.1605*0.26*0.11*0.36999999999999994*0.03****False*T*2013
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico, F.I.*2014 T2*2014-01-01*2014-06-30*4, de una escala del 1 al 7*0.7999999999999999*0.06**172197.79*130.0*0.0*2461673.0*False*12.4338*0.25*0.06*0.31*0.03****False*T*2014
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico, F.I.*2014 T2*2014-01-01*2014-06-30*4, de una escala del 1 al 7*0.7999999999999999*0.06**172197.79*130.0*0.0*2461673.0*False*12.4338*0.25*0.06*0.31*0.03****False*T*2014
IMANTIA  GLOBAL MODERADO, FI*Imantia G.Global Dinamico, F.I.*2015*2015-01-01*2015-12-31*4, de una escala del 1 al 7*1.0699999999999998*0.155**1475063.0*1325.0*0.0*16298991.0*False*12.8997*1.0*0.0*1.0*0.12****False*Y*2015
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico, F.I.*2015 T2*2015-01-01*2015-06-30*4, de una escala del 1 al 7*0.47*0.06**2122752.74*1846.0*0.0*21964259.0*False*13.0227*0.26*-0.17*0.09000000000000002*0.03****False*T*2015
IMANTIA  GLOBAL MODERADO, FI*Imantia G.Global Dinamico, F.I.*2015 T4*2015-07-01*2015-12-31*4, de una escala del 1 al 7*1.7899999999999998*0.43**996664.78*908.0*0.0*16298991.0*False*12.8997*0.25*0.0*0.25*0.03****False*T*2015
IMANTIA  GLOBAL MODERADO, FI*Imantia G.Global Dinamico, F.I.*2015*2015-01-01*2015-12-31*4, de una escala del 1 al 7*1.0699999999999998*0.155**1475063.0*1325.0*0.0*16298991.0*False*12.8997*1.0*0.0*1.0*0.12****False*Y*2015
IMANTIA  GLOBAL MODERADO, FI*A.C.G.Global Dinamico, F.I.*2015 T2*2015-01-01*2015-06-30*4, de una escala del 1 al 7*0.47*0.06**2122752.74*1846.0*0.0*21964259.0*False*13.0227*0.26*-0.17*0.09000000000000002*0.03****False*T*2015
IMANTIA  GLOBAL MODERADO, FI*Imantia G.Global Dinamico, F.I.*2015 T4*2015-07-01*2015-12-31*4, de una escala del 1 al 7*1.7899999999999998*0.43**996664.78*908.0*0.0*16298991.0*False*12.8997*0.25*0.0*0.25*0.03****False*T*2015
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2016*2016-01-01*2016-12-31*4, de una escala del 1 al 7*1.04*0.515**824878.1950000001*803.5*0.0*8316476.0*False*12.8649*1.01*0.0*1.01*0.12****False*Y*2016
IMANTIA  GLOBAL MODERADO, FI*Imantia Global Moderado, F.I.*2016 T2*2016-01-01*2016-06-30*4, de una escala del 1 al 7*1.7100000000000002*0.9199999999999999**911829.1000000001*811.0*0.0*12751959.0*False*12.7099*0.25*0.0*0.25*0.03****False*T*2016
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2016 T4*2016-07-01*2016-12-31*4, de una escala del 1 al 7*1.54*-0.21999999999999997**428889.61*545.0*0.0*8316476.0*False*12.8649*0.26*0.0*0.26*0.03****False*T*2016
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2016*2016-01-01*2016-12-31*4, de una escala del 1 al 7*1.04*0.515**824878.1950000001*803.5*0.0*8316476.0*False*12.8649*1.01*0.0*1.01*0.12****False*Y*2016
IMANTIA  GLOBAL MODERADO, FI*Imantia Global Moderado, F.I.*2016 T2*2016-01-01*2016-06-30*4, de una escala del 1 al 7*1.7100000000000002*0.9199999999999999**911829.1000000001*811.0*0.0*12751959.0*False*12.7099*0.25*0.0*0.25*0.03****False*T*2016
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2016 T4*2016-07-01*2016-12-31*4, de una escala del 1 al 7*1.54*-0.21999999999999997**428889.61*545.0*0.0*8316476.0*False*12.8649*0.26*0.0*0.26*0.03****False*T*2016
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2017 T2*2017-01-01*2017-06-30*4, de una escala del 1 al 7*4.24*0.15**361301.70000000007*424.0*0.0*5672888.0*False*12.9989*0.25*0.04*0.28*0.03****False*T*2017
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2018*2018-01-01*2018-12-31*4, de una escala del 1 al 7*0.5800000000000001*0.015**292313.81*334.5*0.0*3513958.0*False*12.5733*1.0*0.0*1.0*0.12****False*Y*2018
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2018 T2*2018-01-01*2018-06-30*4, de una escala del 1 al 7*1.06*-0.33999999999999997**287900.76*324.0*0.0*3935396.0*False*12.8966*0.25*0.0*0.25*0.03****False*T*2018
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2018 T4*2018-07-01*2018-12-31*4, de una escala del 1 al 7*0.6300000000000001*0.05**274494.77999999997*313.0*0.0*3513958.0*False*12.5733*0.25*0.0*0.25*0.03****False*T*2018
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2019*2019-01-01*2019-12-31*4, de una escala del 1 al 7*0.575*0.54**258231.37*287.5*0.0*3246592.0*False*13.2986*1.0*0.07*1.0699999999999998*0.12****False*Y*2019
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2019 T2*2019-01-01*2019-06-30*4, de una escala del 1 al 7*0.28*0.44999999999999996**271812.75*292.0*0.0*3569025.0*False*13.1054*0.25*0.0*0.25*0.03****False*T*2019
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2019 T4*2019-07-01*2019-12-31*4, de una escala del 1 al 7*1.78*0.2899999999999999**221785.91000000003*253.0*0.0*3246592.0*False*13.2986*0.25*0.060000000000000005*0.29999999999999993*0.03****False*T*2019
IMANTIA  GLOBAL MODERADO, FI*IMANTIA GLOBAL MODERADO, F.I.*2020*2020-01-01*2020-12-31*4, de una escala del 1 al 7*0.69*0.01**195882.385*238.0*0.0*2459871.0*False*12.7988*1.0*0.0*1.0*0.12****False*Y*2020
