fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2009*2009-01-01*2009-12-31*Moderado*0.5599999999999999*0.5650000000000001**93567.485*362.5*0.0*21819914.0*False*228.243***0.5*0.1****False*Y*2009
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2009 T4*2009-07-01*2009-12-31*Moderado*1.1199999999999999*0.22000000000000003**95354.37999999999*361.0*0.0*21819914.0*False*228.243***0.12*0.020000000000000004****False*T*2009
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2010*2010-01-01*2010-12-31*Moderado*0.6799999999999999*0.385**86408.63500000001*348.0*0.0*19721790.0*False*228.3012***0.5*0.1****False*Y*2010
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2010 T2*2010-01-01*2010-06-30*Moderado*0.0*0.36**86344.42*341.0*0.0*19589433.0*False*226.6448***0.13*0.030000000000000002****False*T*2010
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2010 T4*2010-07-01*2010-12-31*Moderado*1.8499999999999999*0.61**86387.56000000001*351.0*0.0*19721790.0*False*228.3012***0.12*0.020000000000000004****False*T*2010
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2011 T2*2011-01-01*2011-06-30*Moderado*1.4000000000000001*1.01**71558.67*329.0*0.0*17360900.0*False*228.9716***0.13*0.030000000000000002****False*T*2011
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2012*2012-01-01*2012-12-31*4 (en una escala del 1 al 7)*0.5800000000000001*0.17**56277.555*325.5*0.0*9855423.0*False*231.5241*0.5*0.0*0.5*0.1****False*Y*2012
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2012 T2*2012-01-01*2012-06-30*Moderado*0.9400000000000001*0.24000000000000002**64408.880000000005*321.0*0.0*15883182.0*False*226.9431*0.13*0.0*0.13*0.030000000000000002****False*T*2012
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2012 T4*2012-07-01*2012-12-31*4 (en una escala del 1 al 7)*0.5700000000000001*0.07**15145.099999999991*324.0*0.0*9855423.0*False*231.5241*0.12*0.0*0.12*0.020000000000000004****False*T*2012
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2013*2013-01-01*2013-12-31*4 (en una escala del 1 al 7)*0.725*0.07**42561.84*313.5*0.0*10003258.0*False*235.0874*0.5*0.0*0.5*0.1****False*Y*2013
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2013 T2*2013-01-01*2013-06-30*4 (en una escala del 1 al 7)*1.53*0.09**42574.89*320.0*0.0*9865537.0*False*231.7352*0.13*0.0*0.13*0.030000000000000002****False*T*2013
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2013 T4*2013-07-01*2013-12-31*4 (en una escala del 1 al 7)*0.65*0.07999999999999999**42528.14*289.0*0.0*10003258.0*False*235.0874*0.12*0.0*0.12*0.020000000000000004****False*T*2013
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2014*2014-01-01*2014-12-31*4 (en una escala del 1 al 7)*0.09*0.33**42143.785*303.0*0.0*9905515.0*False*237.3625*0.5*0.0*0.5*0.1****False*Y*2014
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2014 T2*2014-01-01*2014-06-30*4 (en una escala del 1 al 7)*0.10999999999999999*0.37000000000000005**42558.340000000004*305.0*0.0*9991468.0*False*234.7842*0.13*0.0*0.13*0.030000000000000002****False*T*2014
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2014 T4*2014-07-01*2014-12-31*4 (en una escala del 1 al 7)*0.06999999999999999*0.30000000000000004**40904.86*297.0*0.0*9905515.0*False*237.3625*0.12*0.0*0.12*0.020000000000000004****False*T*2014
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2015 T2*2015-01-01*2015-06-30*4 (en una escala del 1 al 7)*0.29000000000000004*0.13999999999999996**41410.34*294.0*0.0*9957414.0*False*240.4557*0.13*0.0*0.13*0.030000000000000002****False*T*2015
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2016*2016-01-01*2016-12-31*4 (en una escala del 1 al 7)*0.055*0.049999999999999996**33276.025*285.0*0.0*5953183.0*False*236.5725*0.5*0.0*0.5*0.1****False*Y*2016
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2016 T2*2016-01-01*2016-06-30*4 (en una escala del 1 al 7)*0.11*0.09999999999999999**41386.96*286.0*0.0*9784540.0*False*236.4116*0.13*0.0*0.13*0.030000000000000002****False*T*2016
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2016 T4*2016-07-01*2016-12-31*4 (en una escala del 1 al 7)*0.0*0.01**8943.260000000002*272.0*0.0*5953183.0*False*236.5725*0.12*0.0*0.12*0.020000000000000004****False*T*2016
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2017 T2*2017-01-01*2017-06-30*4 (en una escala del 1 al 7)*0.009999999999999981*0.0**16673.100000000002*253.0*0.0*4944608.0*False*237.3836*0.13*0.0*0.13*0.030000000000000002****False*T*2017
DUNAS VALOR PRUDENTE FI*SEGURFONDO GESTION DINAMICA FI*2017 T2*2017-01-01*2017-06-30*4 (en una escala del 1 al 7)*0.009999999999999981*0.0**16673.100000000002*253.0*0.0*4944608.0*False*237.3836*0.13*0.0*0.13*0.030000000000000002****False*T*2017
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2018*2018-01-01*2018-12-31*2 (en una escala del 1 al 7)*0.675*0.0**94911.85*247.0*0.0*21059070.0*False*236.0739*0.15000000000000002*0.0*0.15000000000000002*0.03****True*Y*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2018 T2*2018-01-01*2018-06-30*2 (en una escala del 1 al 7)*0.48*0.0**106077.84999999999*251.0*0.0*23751474.0*False*236.0553*0.030000000000000006*0.0*0.030000000000000006*0.0****True*T*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2018 T4*2018-07-01*2018-12-31*2 (en una escala del 1 al 7)*1.6300000000000003*0.0**84812.95*250.0*0.0*21059070.0*False*236.0739*0.04*0.0*0.04*0.019999999999999997****True*T*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2018*2018-01-01*2018-12-31*2 (en una escala del 1 al 7)*0.675*0.0**2102.835*2.5*0.0*217462.0*False*99.1792*0.22*0.0*0.22*0.03****True*Y*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2018 T2*2018-01-01*2018-06-30*2 (en una escala del 1 al 7)*0.48*0.0**4025.7999999999997*3.0*0.0*199807.0*False*99.2562*0.09*0.0*0.09*0.0****True*T*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2018 T4*2018-07-01*2018-12-31*2 (en una escala del 1 al 7)*1.6300000000000003*0.0**2372.1899999999996*4.0*0.0*217462.0*False*99.1792*0.07*0.0*0.07*0.019999999999999997****True*T*2018
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2019 T2*2019-01-01*2019-06-30*2 (en una escala del 1 al 7)*1.5*0.0**137002.84*272.0*0.0*30853703.0*False*238.3695*0.030000000000000006*0.03*0.07*0.01****True*T*2019
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2019 T2*2019-01-01*2019-06-30*2 (en una escala del 1 al 7)*1.5*0.0**32743.320000000003*89.0*0.0*1748739.0*False*100.1112*0.06*0.0*0.06*0.01****True*T*2019
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2020*2020-01-01*2020-12-31*2 (en una escala del 1 al 7)*1.095*-0.105**456124.91000000003*859.0*0.0*134418119.0*False*245.1311*0.2*0.16*0.36*0.05****True*Y*2020
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2020 T2*2020-01-01*2020-06-30*2 (en una escala del 1 al 7)*2.1300000000000003*-0.03999999999999998**425850.49000000005*772.0*0.0*88285779.0*False*242.6114*0.05*0.08*0.13*0.01****True*T*2020
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE I*2020 T4*2020-07-01*2020-12-31*2 (en una escala del 1 al 7)*1.06*0.01**656844.3*1071.0*0.0*134418119.0*False*245.1311*0.05*0.05*0.09999999999999999*0.019999999999999997****True*T*2020
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2020*2020-01-01*2020-12-31*2 (en una escala del 1 al 7)*1.095*-0.105**512758.11*458.0*0.0*86036946.0*False*102.9083*0.4*0.0*0.4*0.04****True*Y*2020
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2020 T2*2020-01-01*2020-06-30*2 (en una escala del 1 al 7)*2.1300000000000003*-0.03999999999999998**164374.77*-140.0*0.0*19299933.0*False*101.8672*0.1*0.0*0.1*0.01****True*T*2020
DUNAS VALOR PRUDENTE FI*DUNAS VALOR PRUDENTE FI CLASE R*2020 T4*2020-07-01*2020-12-31*2 (en una escala del 1 al 7)*1.06*0.01**1181243.78*1528.0*0.0*86036946.0*False*102.9083*0.1*0.0*0.1*0.01****True*T*2020
