fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2009*2009-01-01*2009-12-31*Medio-Bajo*0.205*0.605**5824800.5649999995*532.0*0.0*114974742.0*False*15.1097***0.99*0.1****False*Y*2009
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2009 T4*2009-07-01*2009-12-31*Medio-Bajo*0.0*0.27**9465782.14*698.0*0.0*114974742.0*False*15.1097***0.25*0.020000000000000004****False*T*2009
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2010*2010-01-01*2010-12-31*Medio-Bajo*0.8049999999999999*0.29000000000000004**6634327.33*622.5*0.0*94245183.0*False*15.4207***1.0*0.1****False*Y*2010
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2010 T2*2010-01-01*2010-06-30*Medio-Bajo*1.18*0.29000000000000004**6444448.579999999*629.0*0.0*108309063.0*False*15.1332***0.25*0.030000000000000002****False*T*2010
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2010 T4*2010-07-01*2010-12-31*Medio-Bajo*1.1300000000000001*0.36**5518272.540000001*582.0*0.0*94245183.0*False*15.4207***0.25*0.020000000000000004****False*T*2010
DP RENTA FIJA FI*PRIVAT RENTA F.I.*2011 T2*2011-01-01*2011-06-30*Medio-Bajo*0.92*0.8500000000000001**5874746.55*592.0*0.0*93064938.0*False*15.8727***0.25*0.030000000000000002****False*T*2011
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2012*2012-01-01*2012-12-31*4 en una escala del 1 al 7*0.32*0.12**3063977.4450000003*409.0*0.0*42198267.0*False*16.5697*1.0*0.0*1.0*0.1****False*Y*2012
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2012 T2*2012-01-01*2012-06-30*Medio-Bajo*0.35*0.21**3162695.3700000006*427.0*0.0*52974192.0*False*14.7921*0.25*0.0*0.25*0.030000000000000002****False*T*2012
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2012 T4*2012-07-01*2012-12-31*4 en una escala del 1 al 7*0.56*0.04000000000000001**2424313.9299999997*352.0*0.0*42198267.0*False*16.5697*0.25*0.0*0.25*0.020000000000000004****False*T*2012
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2013*2013-01-01*2013-12-31*4 en una escala del 1 al 7*0.635*0.035**3081188.58*429.0*0.0*61743155.0*False*17.777*1.0*0.0*1.0*0.1****False*Y*2013
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2013 T2*2013-01-01*2013-06-30*4 en una escala del 1 al 7*1.28*0.04**2747775.9899999998*399.0*0.0*45673671.0*False*16.9843*0.25*0.0*0.25*0.030000000000000002****False*T*2013
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2013 T4*2013-07-01*2013-12-31*4 en una escala del 1 al 7*0.7300000000000001*0.07**4017528.63*526.0*0.0*61743155.0*False*17.777*0.25*0.0*0.25*0.020000000000000004****False*T*2013
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2014*2014-01-01*2014-12-31*3 en una escala del 1 al 7*0.06999999999999999*0.07**3966072.1799999997*528.0*0.0*73160822.0*False*18.4324*1.0*0.0*1.0*0.1****False*Y*2014
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2014 T2*2014-01-01*2014-06-30*3 en una escala del 1 al 7*-0.010000000000000002*0.14**4109766.0799999996*540.0*0.0*73204501.0*False*18.4719*0.25*0.0*0.25*0.030000000000000002****False*T*2014
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2014 T4*2014-07-01*2014-12-31*3 en una escala del 1 al 7*0.15999999999999998*0.01**3980844.7399999998*529.0*0.0*73160822.0*False*18.4324*0.25*0.0*0.25*0.020000000000000004****False*T*2014
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2015*2015-01-01*2015-12-31*3 en una escala del 1 al 7*0.38*0.0**4244933.075*536.5*0.0*74359512.0*False*18.5235*1.0*0.0*1.0*0.1****False*Y*2015
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2015 T2*2015-01-01*2015-06-30*3 en una escala del 1 al 7*0.79*0.0**4539025.72*553.0*0.0*83236622.0*False*18.5982*0.25*0.0*0.25*0.030000000000000002****False*T*2015
DP RENTA FIJA FI*PRIVAT RENTA FIJA F.I.*2015 T4*2015-07-01*2015-12-31*3 en una escala del 1 al 7*0.15*0.0**3830186.45*517.0*0.0*74359512.0*False*18.5235*0.25*0.0*0.25*0.020000000000000004****False*T*2015
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016*2016-01-01*2016-12-31*3 en una escala del 1 al 7*0.785*-0.125**3677740.715*506.5*0.0*69107378.0*False*18.8979*1.0*0.0*1.0*0.1****False*Y*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016 T2*2016-01-01*2016-06-30*3 en una escala del 1 al 7*0.76*0.01**3524596.1199999996*490.0*0.0*69088720.0*False*18.6797*0.25*0.0*0.25*0.030000000000000002****False*T*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016 T4*2016-07-01*2016-12-31*3 en una escala del 1 al 7*1.3900000000000001*-0.4**3551433.6199999996*509.0*0.0*69107378.0*False*18.8979*0.25*0.0*0.25*0.020000000000000004****False*T*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016*2016-01-01*2016-12-31*3 en una escala del 1 al 7*0.785*-0.125**3677740.715*506.5*0.0*69107378.0*False*18.8979*1.0*0.0*1.0*0.1****False*Y*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016 T2*2016-01-01*2016-06-30*3 en una escala del 1 al 7*0.76*0.01**3524596.1199999996*490.0*0.0*69088720.0*False*18.6797*0.25*0.0*0.25*0.030000000000000002****False*T*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2016 T4*2016-07-01*2016-12-31*3 en una escala del 1 al 7*1.3900000000000001*-0.4**3551433.6199999996*509.0*0.0*69107378.0*False*18.8979*0.25*0.0*0.25*0.020000000000000004****False*T*2016
DP RENTA FIJA FI*DP RENTA FIJA F.I.*2017 T2*2017-01-01*2017-06-30*3 en una escala del 1 al 7*1.94*-0.37**3811123.4000000004*554.0*0.0*72081239.0*False*19.3766*0.25*0.0*0.25*0.030000000000000002****False*T*2017
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2018*2018-01-01*2018-12-31*3 en una escala del 1 al 7.*0.205*0.0**1721586.4900000002*372.0*0.0*28599879.0*False*18.2368*1.22**1.22*0.11****True*Y*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2018 T2*2018-01-01*2018-06-30*3 en una escala del 1 al 7.*-0.23*0.0**-399124.95999999996*177.0*0.0*35817413.0*False*19.1034*0.39**0.39*0.039999999999999994****True*T*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2018 T4*2018-07-01*2018-12-31*3 en una escala del 1 al 7.*0.7999999999999999*0.0**1407434.2700000003*317.0*0.0*28599879.0*False*18.2368*0.29**0.29*0.020000000000000004****True*T*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2018*2018-01-01*2018-12-31*3 en una escala del 1 al 7.*0.205*0.0**1619661.895*141.5*0.0*21890112.0*False*18.2551*0.71**0.71*0.07****True*Y*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2018 T2*2018-01-01*2018-06-30*3 en una escala del 1 al 7.*-0.23*0.0**4080398.46*360.0*0.0*38984395.0*False*19.1081*0.2**0.2*0.02****True*T*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2018 T4*2018-07-01*2018-12-31*3 en una escala del 1 al 7.*0.7999999999999999*0.0**818224.9300000002*24.0*0.0*21890112.0*False*18.2551*0.26**0.26*0.020000000000000004****True*T*2018
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2019*2019-01-01*2019-12-31*3 en una escala del 1 al 7.*0.055*-0.445**1425843.645*306.5*0.0*27501667.0*False*19.0752*1.15**1.15*0.1****True*Y*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2019 T2*2019-01-01*2019-06-30*3 en una escala del 1 al 7.*0.010000000000000009*-0.38**1393075.5699999998*294.0*0.0*26472184.0*False*18.7754*0.2899999999999999**0.2899999999999999*0.030000000000000002****True*T*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2019 T4*2019-07-01*2019-12-31*3 en una escala del 1 al 7.*0.0*-0.56**1508927.4*295.0*0.0*27501667.0*False*19.0752*0.29**0.29*0.020000000000000004****True*T*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2019*2019-01-01*2019-12-31*3 en una escala del 1 al 7.*0.055*-0.445**1214063.2349999999*126.0*0.0*25821365.0*False*19.123*1.0**1.0*0.1****True*Y*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2019 T2*2019-01-01*2019-06-30*3 en una escala del 1 al 7.*0.010000000000000009*-0.38**1067116.9599999997*99.0*0.0*20272446.0*False*18.8082*0.25**0.25*0.030000000000000002****True*T*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2019 T4*2019-07-01*2019-12-31*3 en una escala del 1 al 7.*0.0*-0.56**1591733.4900000002*208.0*0.0*25821365.0*False*19.123*0.25**0.25*0.020000000000000004****True*T*2019
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2020*2020-01-01*2020-12-31*3 en una escala del 1 al 7.*0.1*-0.5**1373821.75*287.0*0.0*25853828.0*False*19.4014*1.15**1.15*0.1****True*Y*2020
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2020 T2*2020-01-01*2020-06-30*3 en una escala del 1 al 7.*0.0*-0.2899999999999999**1412590.85*293.0*0.0*26298829.0*False*18.5849*0.27999999999999997**0.27999999999999997*0.030000000000000002****True*T*2020
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE A*2020 T4*2020-07-01*2020-12-31*3 en una escala del 1 al 7.*0.4*-0.57**1283040.49*275.0*0.0*25853828.0*False*19.4014*0.29**0.29*0.020000000000000004****True*T*2020
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2020*2020-01-01*2020-12-31*3 en una escala del 1 al 7.*0.1*-0.5**1145899.13*139.0*0.0*20944539.0*False*19.4792*1.0**1.0*0.1****True*Y*2020
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2020 T2*2020-01-01*2020-06-30*3 en una escala del 1 al 7.*0.0*-0.2899999999999999**1169445.75*138.0*0.0*22683398.0*False*18.6454*0.25**0.25*0.030000000000000002****True*T*2020
DP RENTA FIJA FI*DP RENTA FIJA FI CLASE C*2020 T4*2020-07-01*2020-12-31*3 en una escala del 1 al 7.*0.4*-0.57**1042456.51*129.0*0.0*20944539.0*False*19.4792*0.25**0.25*0.020000000000000004****True*T*2020
