fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE FI*2011*2011-01-01*2011-12-31*Medio*0.7*1.065**2636139.38*61.5*0.0*28475569.0*False*10.0812***0.39*0.08****False*Y*2011
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE FI*2011 T2*2011-01-01*2011-06-30*N/D*0.0*1.81**4465374.19*32.0*0.0*24516116.0*False*10.0162***0.13*0.03****False*T*2011
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE FI*2011 T4*2011-07-01*2011-12-31*Medio*1.8399999999999999*1.1400000000000001**3101884.2700000005*194.0*0.0*28475569.0*False*10.0812***0.12*0.020000000000000004****False*T*2011
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE FI*2012 T2*2012-01-01*2012-06-30*Medio*1.73*0.24999999999999997**3316978.69*139.0*0.0*31481009.0*False*10.2033*0.13*0.0*0.13*0.030000000000000002****False*T*2012
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE B*2013 T4*2013-07-01*2013-12-31*3 (en una escala del 1 al 7)*0.2*0.07999999999999999**0.0*0.0*0.0*0.0*False*0.0*0.0*0.0*0.0*0.0****True*T*2013
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE A*2013 T4*2013-07-01*2013-12-31*3 (en una escala del 1 al 7)*0.2*0.07999999999999999**3196261.1000000006*107.0*0.0*31296924.0*False*10.482999999999999*0.12*0.0*0.12*0.020000000000000004****True*T*2013
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE FI*2013 T2*2013-01-01*2013-06-30*3 (en una escala del 1 al 7)*1.4100000000000001*0.10999999999999999**2911963.2*106.0*0.0*29583116.0*False*10.3481*0.13*0.0*0.13*0.030000000000000002****False*T*2013
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE B*2014*2014-01-01*2014-12-31*3 (en una escala del 1 al 7)*0.465*0.22**0.0*0.0*0.0*0.0*False*0.0*0.0*0.0*0.0*0.0****True*Y*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE B*2014 T2*2014-01-01*2014-06-30*3 (en una escala del 1 al 7)*1.32*0.2**0.0*0.0*0.0*0.0*False*0.0*0.0*0.0*0.0*0.0****True*T*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE B*2014 T4*2014-07-01*2014-12-31*3 (en una escala del 1 al 7)*-0.07*0.28**0.0*0.0*0.0*0.0*False*0.0*0.0*0.0*0.0*0.0****True*T*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE A*2014*2014-01-01*2014-12-31*3 (en una escala del 1 al 7)*0.465*0.22**2735044.95*183.5*0.0*29480140.0*False*10.6233*0.5*0.0*0.5*0.1****True*Y*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE A*2014 T2*2014-01-01*2014-06-30*3 (en una escala del 1 al 7)*1.32*0.2**2373742.66*182.0*0.0*28445830.0*False*10.5549*0.13*0.0*0.13*0.030000000000000002****True*T*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE A*2014 T4*2014-07-01*2014-12-31*3 (en una escala del 1 al 7)*-0.07*0.28**3071089.7600000002*179.0*0.0*29480140.0*False*10.6233*0.12*0.0*0.12*0.020000000000000004****True*T*2014
DUNAS VALOR EQUILIBRIO FI*SEGURFONDO RENTA FIJA FLEXIBLE CLASE B*2015 T2*2015-01-01*2015-06-30*3 (en una escala del 1 al 7)*0.4*0.15999999999999998**0.0*0.0*0.0*0.0*False*0.0*0.0*0.0*0.0*0.0****True*T*2015
